ts_code,display_name,tushare_name,fullname,market,publisher,index_type,category,list_date,exp_date,observation_start_date,first_data_trade_date_all,continuity_start_floor,first_data_trade_date_for_continuity,last_data_trade_date,as_of_trade_date,observed_trade_days,expected_trade_days,missing_trade_days,first_missing_trade_date,last_missing_trade_date
931494.CSI,消费电子,消费电子,中证消费电子主题指数,CSI,中证指数有限公司,,主题指数,2020-06-12,,2000-01-01,2012-12-31,2020-06-12,2020-06-12,2026-05-22,2026-05-22,1439,1439,0,,
931522.CSI,央企新动能,央企新动能,中证央企新动能主题指数,CSI,中证指数有限公司,,主题指数,2020-07-01,,2000-01-01,2014-12-31,2020-07-01,2020-07-01,2026-05-22,2026-05-22,1428,1428,0,,
931495.CSI,工业互联,工业互联,中证工业互联网主题指数,CSI,中证指数有限公司,,主题指数,2020-07-08,,2000-01-01,2014-12-31,2020-07-08,2020-07-08,2026-05-22,2026-05-22,1423,1423,0,,
931521.CSI,高装细分50,高装细分50,中证高端装备细分50指数,CSI,中证指数有限公司,,主题指数,2020-07-08,,2000-01-01,2012-12-31,2020-07-08,2020-07-08,2026-05-22,2026-05-22,1423,1423,0,,
000688.SH,科创50,科创50,上证科创板50成份指数,SSE,中证指数有限公司,,规模指数,2020-07-23,,2000-01-01,2019-12-31,2020-07-23,2020-07-23,2026-05-22,2026-05-22,1412,1412,0,,
931526.CSI,企业核心竞争力50,企业核心竞争力50,中证企业核心竞争力50指数,CSI,中证指数有限公司,,主题指数,2020-08-24,,2000-01-01,2017-06-30,2020-08-24,2020-08-24,2026-05-22,2026-05-22,1390,1390,0,,
931559.CSI,苏银理财长三角,苏银理财长三角,中证苏银理财长三角创新指数,CSI,中证指数有限公司,,主题指数,2020-08-27,,2000-01-01,2014-12-31,2020-08-27,2020-08-27,2026-05-22,2026-05-22,1387,1387,0,,
399275.SZ,创医药,创医药,创业板医药卫生指数,SZSE,深圳证券交易所,,主题指数,2020-10-26,,2000-01-01,2019-06-03,2020-10-26,2020-10-26,2026-05-22,2026-05-22,1351,1351,0,,
399276.SZ,创科技,创科技,创业板科技指数,SZSE,深圳证券交易所,,主题指数,2020-10-26,,2000-01-01,2019-06-03,2020-10-26,2020-10-26,2026-05-22,2026-05-22,1351,1351,0,,
931579.CSI,东证优势成长,东证优势成长,中证东方红优势成长指数,CSI,中证指数有限公司,,策略指数,2020-11-09,,2000-01-01,2009-12-31,2020-11-09,2020-11-09,2026-05-22,2026-05-22,1341,1341,0,,
931582.CSI,数字经济,数字经济,中证数字经济主题指数,CSI,中证指数有限公司,,主题指数,2020-11-09,,2000-01-01,2016-12-30,2020-11-09,2020-11-09,2026-05-22,2026-05-22,1341,1341,0,,
931585.CSI,卫星导航,卫星导航,中证卫星导航产业指数,CSI,中证指数有限公司,,主题指数,2020-11-09,,2000-01-01,2015-12-31,2020-11-09,2020-11-09,2026-05-22,2026-05-22,1341,1341,0,,
931586.CSI,300价值稳健,300价值稳健,中证智选300价值稳健策略指数,CSI,中证指数有限公司,,策略指数,2020-11-09,,2000-01-01,2004-12-31,2020-11-09,2020-11-09,2026-05-22,2026-05-22,1341,1341,0,,
931587.CSI,500价值稳健,500价值稳健,中证智选500价值稳健策略指数,CSI,中证指数有限公司,,策略指数,2020-11-09,,2000-01-01,2004-12-31,2020-11-09,2020-11-09,2026-05-22,2026-05-22,1341,1341,0,,
931588.CSI,1000价值稳健,1000价值稳健,中证智选1000价值稳健策略指数,CSI,中证指数有限公司,,策略指数,2020-11-09,,2000-01-01,2004-12-31,2020-11-09,2020-11-09,2026-05-22,2026-05-22,1341,1341,0,,
931589.CSI,300成长创新,300成长创新,中证智选300成长创新策略指数,CSI,中证指数有限公司,,策略指数,2020-11-09,,2000-01-01,2004-12-31,2020-11-09,2020-11-09,2026-05-22,2026-05-22,1341,1341,0,,
931590.CSI,500成长创新,500成长创新,中证智选500成长创新策略指数,CSI,中证指数有限公司,,策略指数,2020-11-09,,2000-01-01,2004-12-31,2020-11-09,2020-11-09,2026-05-22,2026-05-22,1341,1341,0,,
931591.CSI,1000成长创新,1000成长创新,中证智选1000成长创新策略指数,CSI,中证指数有限公司,,策略指数,2020-11-09,,2000-01-01,2004-12-31,2020-11-09,2020-11-09,2026-05-22,2026-05-22,1341,1341,0,,
931593.CSI,科技领先,科技领先,中证科技领先指数,CSI,中证指数有限公司,,策略指数,2020-12-22,,2000-01-01,2014-06-30,2020-12-22,2020-12-22,2026-05-22,2026-05-22,1310,1310,0,,
931594.CSI,卫星产业,卫星产业,中证卫星产业指数,CSI,中证指数有限公司,,主题指数,2020-12-22,,2000-01-01,2015-12-31,2020-12-22,2020-12-22,2026-05-22,2026-05-22,1310,1310,0,,
399269.SZ,创质量,创质量,创业板质量优势100指数,SZSE,深圳证券交易所,,策略指数,2021-01-12,,2000-01-01,2019-06-03,2021-01-12,2021-01-12,2026-05-22,2026-05-22,1296,1296,0,,
931647.CSI,兴银理财均衡300,兴银理财均衡300,中证兴银理财均衡300指数,CSI,中证指数有限公司,,策略指数,2021-03-05,,2000-01-01,2004-12-31,2021-03-05,2021-03-05,2026-05-22,2026-05-22,1263,1263,0,,
931652.CSI,厦门指数,厦门指数,中证厦门发展主题指数,CSI,中证指数有限公司,,主题指数,2021-04-07,,2000-01-01,2012-12-31,2021-04-07,2021-04-07,2026-05-22,2026-05-22,1241,1241,0,,
931648.CSI,500ESG,500ESG,中证500 ESG基准指数,CSI,中证指数有限公司,,主题指数,2021-04-12,,2000-01-01,2017-06-30,2021-04-12,2021-04-12,2026-05-22,2026-05-22,1238,1238,0,,
931672.CSI,风电产业,风电产业,中证风电产业指数,CSI,中证指数有限公司,,主题指数,2021-04-29,,2000-01-01,2014-12-31,2021-04-29,2021-04-29,2026-05-22,2026-05-22,1225,1225,0,,
931695.CSI,成渝经济圈,成渝经济圈,中证成渝地区双城经济圈成份指数,CSI,中证指数有限公司,,主题指数,2021-04-29,,2000-01-01,2011-12-30,2021-04-29,2021-04-29,2026-05-22,2026-05-22,1225,1225,0,,
931687.CSI,证券时报价值100,证券时报价值100,中证证券时报主板价值100指数,CSI,中证指数有限公司,,主题指数,2021-05-14,,2000-01-01,2007-06-29,2021-05-14,2021-05-14,2026-05-22,2026-05-22,1217,1217,0,,
931643.CSI,科创创业50,科创创业50,中证科创创业50指数,CSI,中证指数有限公司,,规模指数,2021-06-01,,2000-01-01,2019-12-31,2021-06-01,2021-06-01,2026-05-22,2026-05-22,1205,1205,0,,
931877.CSI,科创创业50净收益,科创创业50净收益,中证科创创业50净收益指数,CSI,中证指数有限公司,,规模指数,2021-06-01,,2000-01-01,2019-12-31,2021-06-01,2021-06-01,2026-05-22,2026-05-22,1205,1205,0,,
931696.CSI,科技50策略,科技50策略,中证科技优势成长50策略指数,CSI,中证指数有限公司,,策略指数,2021-07-12,,2000-01-01,2008-12-31,2021-07-12,2021-07-12,2026-05-22,2026-05-22,1177,1177,0,,
931697.CSI,消费50策略,消费50策略,中证消费优势成长50策略指数,CSI,中证指数有限公司,,策略指数,2021-07-12,,2000-01-01,2008-12-31,2021-07-12,2021-07-12,2026-05-22,2026-05-22,1177,1177,0,,
931698.CSI,医药50策略,医药50策略,中证医药优势成长50策略指数,CSI,中证指数有限公司,,策略指数,2021-07-12,,2000-01-01,2008-12-31,2021-07-12,2021-07-12,2026-05-22,2026-05-22,1177,1177,0,,
931725.CSI,中华联合优质成长,中华联合优质成长,中证中华联合优质成长指数,CSI,中证指数有限公司,,策略指数,2021-08-09,,2000-01-01,2004-12-31,2021-08-09,2021-08-09,2026-05-22,2026-05-22,1157,1157,0,,
000682.SH,科创信息,科创信息,上证科创板新一代信息技术指数,SSE,中证指数有限公司,,主题指数,2021-08-16,,2000-01-01,2020-01-02,2021-08-16,2021-08-16,2026-05-22,2026-05-22,1152,1152,0,,
931733.CSI,绿色能源,绿色能源,中证绿色能源指数,CSI,中证指数有限公司,,主题指数,2021-08-19,,2000-01-01,2013-12-31,2021-08-19,2021-08-19,2026-05-22,2026-05-22,1149,1149,0,,
931718.CSI,高端造质量成长50,高端造质量成长50,中证高端制造质量成长50指数,CSI,中证指数有限公司,,策略指数,2021-08-25,,2000-01-01,2014-12-31,2021-08-25,2021-08-25,2026-05-22,2026-05-22,1145,1145,0,,
399030.SZ,碳科技30,碳科技30,创业板碳中和科技动力指数,SZSE,深圳证券交易所,,主题指数,2021-09-26,,2000-01-01,2019-06-03,2021-09-26,2021-09-27,2026-05-22,2026-05-22,1124,1124,0,,
399060.SZ,碳科技60,碳科技60,国证CIKD碳中和科技动力指数,SZSE,深圳证券交易所,,主题指数,2021-09-26,,2000-01-01,2019-06-03,2021-09-26,2021-09-27,2026-05-22,2026-05-22,1124,1124,0,,
931752.CSI,工程机械主题,工程机械主题,中证工程机械主题指数,CSI,中证指数有限公司,,主题指数,2021-09-27,,2000-01-01,2016-06-30,2021-09-27,2021-09-27,2026-05-22,2026-05-22,1124,1124,0,,
931755.CSI,SEEE碳中和,SEEE碳中和,中证上海环交所碳中和指数,CSI,中证指数有限公司,,主题指数,2021-10-21,,2000-01-01,2017-06-30,2021-10-21,2021-10-21,2026-05-22,2026-05-22,1111,1111,0,,
931772.CSI,碳中和60,碳中和60,中证碳中和60指数,CSI,中证指数有限公司,,主题指数,2021-11-09,,2000-01-01,2017-06-30,2021-11-09,2021-11-09,2026-05-22,2026-05-22,1098,1098,0,,
931791.CSI,大盘蓝筹25,大盘蓝筹25,中证大盘蓝筹25指数,CSI,中证指数有限公司,,规模指数,2021-12-13,,2000-01-01,2014-12-31,2021-12-13,2021-12-13,2026-05-22,2026-05-22,1074,1074,0,,
931792.CSI,新能车15,新能车15,中证新能源车15指数,CSI,中证指数有限公司,,主题指数,2021-12-13,,2000-01-01,2014-12-31,2021-12-13,2021-12-13,2026-05-22,2026-05-22,1074,1074,0,,
931793.CSI,半导体15,半导体15,中证半导体15指数,CSI,中证指数有限公司,,主题指数,2021-12-13,,2000-01-01,2014-12-31,2021-12-13,2021-12-13,2026-05-22,2026-05-22,1074,1074,0,,
931799.CSI,国寿资产ESG绿色低碳100,国寿资产ESG绿色低碳100,中证国寿资产ESG绿色低碳100指数,CSI,中证指数有限公司,,策略指数,2021-12-13,,2000-01-01,2017-06-30,2021-12-13,2021-12-13,2026-05-22,2026-05-22,1074,1074,0,,
931840.CSI,大盘蓝筹25USD,大盘蓝筹25USD,中证大盘蓝筹25美元指数,CSI,中证指数有限公司,,规模指数,2021-12-13,,2000-01-01,2014-12-31,2021-12-13,2021-12-13,2026-05-22,2026-05-22,1074,1074,0,,
931841.CSI,新能车15USD,新能车15USD,中证新能源车15美元指数,CSI,中证指数有限公司,,主题指数,2021-12-13,,2000-01-01,2014-12-31,2021-12-13,2021-12-13,2026-05-22,2026-05-22,1074,1074,0,,
931842.CSI,半导体15USD,半导体15USD,中证半导体15美元指数,CSI,中证指数有限公司,,主题指数,2021-12-13,,2000-01-01,2014-12-31,2021-12-13,2021-12-13,2026-05-22,2026-05-22,1074,1074,0,,
399274.SZ,深新基建,深新基建,深证新基建50指数,SZSE,深圳证券交易所,,主题指数,2022-04-11,,2000-01-01,2019-06-03,2022-04-11,2022-04-11,2026-05-22,2026-05-22,997,997,0,,
000683.SH,科创生物,科创生物,上证科创板生物医药指数,SSE,中证指数有限公司,,主题指数,2022-05-09,,2000-01-01,2020-01-02,2022-05-09,2022-05-09,2026-05-22,2026-05-22,980,980,0,,
931866.CSI,中证机床,中证机床,中证机床指数,CSI,中证指数有限公司,,主题指数,2022-05-09,,2000-01-01,2016-12-30,2022-05-09,2022-05-09,2026-05-22,2026-05-22,980,980,0,,
931852.CSI,每经品牌100,每经品牌100,中证每经上市公司品牌价值100指数,CSI,中证指数有限公司,,策略指数,2022-05-10,,2000-01-01,2018-05-10,2022-05-10,2022-05-10,2026-05-22,2026-05-22,979,979,0,,
000685.SH,科创芯片,科创芯片,上证科创板芯片指数,SSE,中证指数有限公司,,主题指数,2022-06-13,,2000-01-01,2020-01-02,2022-06-13,2022-06-13,2026-05-22,2026-05-22,956,956,0,,
931235.CSI,中证电信,中证电信,中证电信主题指数,CSI,中证指数有限公司,,主题指数,2022-07-21,,2000-01-01,2018-12-28,2022-07-21,2022-07-21,2026-05-22,2026-05-22,928,928,0,,
000687.SH,科创高装,科创高装,上证科创板高端装备制造指数,SSE,中证指数有限公司,,主题指数,2022-08-15,,2000-01-01,2020-01-02,2022-08-15,2022-08-15,2026-05-22,2026-05-22,911,911,0,,
000689.SH,科创材料,科创材料,上证科创板新材料指数,SSE,中证指数有限公司,,主题指数,2022-08-15,,2000-01-01,2020-01-02,2022-08-15,2022-08-15,2026-05-22,2026-05-22,911,911,0,,
399262.SZ,数字经济,数字经济,深证数字经济指数,SZSE,深圳证券交易所,,主题指数,2022-09-29,,2000-01-01,2019-06-03,2022-09-29,2022-09-29,2026-05-22,2026-05-22,879,879,0,,
399263.SZ,创业数字,创业数字,创业板数字经济指数,SZSE,深圳证券交易所,,主题指数,2022-09-29,,2000-01-01,2019-06-03,2022-09-29,2022-09-29,2026-05-22,2026-05-22,879,879,0,,
399264.SZ,创业软件,创业软件,创业板软件指数,SZSE,深圳证券交易所,,主题指数,2022-09-29,,2000-01-01,2019-06-03,2022-09-29,2022-09-29,2026-05-22,2026-05-22,879,879,0,,
399265.SZ,创新药械,创新药械,创业板创新药与创新医疗器械指数,SZSE,深圳证券交易所,,主题指数,2022-09-29,,2000-01-01,2019-06-03,2022-09-29,2022-09-29,2026-05-22,2026-05-22,879,879,0,,
399266.SZ,创新能源,创新能源,创业板新能源指数,SZSE,深圳证券交易所,,主题指数,2022-09-29,,2000-01-01,2019-06-03,2022-09-29,2022-09-29,2026-05-22,2026-05-22,879,879,0,,
931994.CSI,电网设备主题,电网设备主题,中证电网设备主题指数,CSI,中证指数有限公司,,主题指数,2022-10-11,,2000-01-01,2014-06-30,2022-10-11,2022-10-11,2026-05-22,2026-05-22,876,876,0,,
932004.CSI,国新央企综指,国新央企综指,中证国新央企综合指数,CSI,中证指数有限公司,,主题指数,2022-10-11,,2000-01-01,2011-12-30,2022-10-11,2022-10-11,2026-05-22,2026-05-22,876,876,0,,
000690.SH,科创成长,科创成长,上证科创板成长指数,SSE,中证指数有限公司,,策略指数,2022-11-04,,2000-01-01,2020-01-02,2022-11-04,2022-11-04,2026-05-22,2026-05-22,858,858,0,,
899050.BJ,北证50,北证50,北证50成份指数,OTH,北京证券交易所,,规模指数,2022-11-21,,2000-01-01,2022-12-19,2022-11-21,2022-12-19,2026-05-22,2026-05-22,827,827,0,,
932075.CSI,全指金融,全指金融,中证全指金融指数,CSI,中证指数有限公司,,一级行业指数,2023-03-13,,2000-01-01,2004-12-31,2023-03-13,2023-03-13,2026-05-22,2026-05-22,773,773,0,,
932076.CSI,全指地产,全指地产,中证全指地产指数,CSI,中证指数有限公司,,一级行业指数,2023-03-13,,2000-01-01,2004-12-31,2023-03-13,2023-03-13,2026-05-22,2026-05-22,773,773,0,,
932077.CSI,全指能源行业,全指能源行业,中证全指能源行业指数,CSI,中证指数有限公司,,一级行业指数,2023-03-13,,2000-01-01,2004-12-31,2023-03-13,2023-03-13,2026-05-22,2026-05-22,773,773,0,,
932078.CSI,全指材料行业,全指材料行业,中证全指原材料行业指数,CSI,中证指数有限公司,,一级行业指数,2023-03-13,,2000-01-01,2004-12-31,2023-03-13,2023-03-13,2026-05-22,2026-05-22,773,773,0,,
932079.CSI,全指工业行业,全指工业行业,中证全指工业行业指数,CSI,中证指数有限公司,,一级行业指数,2023-03-13,,2000-01-01,2004-12-31,2023-03-13,2023-03-13,2026-05-22,2026-05-22,773,773,0,,
932080.CSI,全指可选行业,全指可选行业,中证全指可选消费行业指数,CSI,中证指数有限公司,,一级行业指数,2023-03-13,,2000-01-01,2004-12-31,2023-03-13,2023-03-13,2026-05-22,2026-05-22,773,773,0,,
932081.CSI,全指消费行业,全指消费行业,中证全指主要消费行业指数,CSI,中证指数有限公司,,一级行业指数,2023-03-13,,2000-01-01,2004-12-31,2023-03-13,2023-03-13,2026-05-22,2026-05-22,773,773,0,,
932082.CSI,全指医药行业,全指医药行业,中证全指医药卫生行业指数,CSI,中证指数有限公司,,一级行业指数,2023-03-13,,2000-01-01,2004-12-31,2023-03-13,2023-03-13,2026-05-22,2026-05-22,773,773,0,,
932083.CSI,全指金融行业,全指金融行业,中证全指金融行业指数,CSI,中证指数有限公司,,一级行业指数,2023-03-13,,2000-01-01,2004-12-31,2023-03-13,2023-03-13,2026-05-22,2026-05-22,773,773,0,,
932084.CSI,全指信息行业,全指信息行业,中证全指信息技术行业指数,CSI,中证指数有限公司,,一级行业指数,2023-03-13,,2000-01-01,2004-12-31,2023-03-13,2023-03-13,2026-05-22,2026-05-22,773,773,0,,
932085.CSI,全指通信行业,全指通信行业,中证全指通信服务行业指数,CSI,中证指数有限公司,,一级行业指数,2023-03-13,,2000-01-01,2004-12-31,2023-03-13,2023-03-13,2026-05-22,2026-05-22,773,773,0,,
932086.CSI,全指公用行业,全指公用行业,中证全指公用事业行业指数,CSI,中证指数有限公司,,一级行业指数,2023-03-13,,2000-01-01,2004-12-31,2023-03-13,2023-03-13,2026-05-22,2026-05-22,773,773,0,,
470046.CNI,深证XRR,深证XRR,深证扩展现实主题全收益指数,CNI,深圳证券交易所,,主题指数,2023-03-14,,2000-01-01,2019-06-03,2023-03-14,2023-03-14,2026-05-22,2026-05-22,772,772,0,,
470047.CNI,数字文化R,数字文化R,深证数字文化主题全收益指数,CNI,深圳证券交易所,,主题指数,2023-03-14,,2000-01-01,2019-06-03,2023-03-14,2023-03-14,2026-05-22,2026-05-22,772,772,0,,
470048.CNI,新型显示R,新型显示R,深证新型显示技术主题全收益指数,CNI,深圳证券交易所,,主题指数,2023-03-14,,2000-01-01,2019-06-03,2023-03-14,2023-03-14,2026-05-22,2026-05-22,772,772,0,,
970046.CNI,深证XR,深证XR,深证扩展现实主题指数,CNI,深圳证券交易所,,主题指数,2023-03-14,,2000-01-01,2019-06-03,2023-03-14,2023-03-14,2026-05-22,2026-05-22,772,772,0,,
970047.CNI,数字文化,数字文化,深证数字文化主题指数,CNI,深圳证券交易所,,主题指数,2023-03-14,,2000-01-01,2019-06-03,2023-03-14,2023-03-14,2026-05-22,2026-05-22,772,772,0,,
970048.CNI,新型显示,新型显示,深证新型显示技术主题指数,CNI,深圳证券交易所,,主题指数,2023-03-14,,2000-01-01,2019-06-03,2023-03-14,2023-03-14,2026-05-22,2026-05-22,772,772,0,,
932087.CSI,集成电路,集成电路,中证全指集成电路指数,CSI,中证指数有限公司,,三级行业指数,2023-03-29,,2000-01-01,2021-12-31,2023-03-29,2023-03-29,2026-05-22,2026-05-22,761,761,0,,
932094.CSI,软件开发,软件开发,中证全指软件开发指数,CSI,中证指数有限公司,,三级行业指数,2023-03-29,,2000-01-01,2021-12-31,2023-03-29,2023-03-29,2026-05-22,2026-05-22,761,761,0,,
000692.SH,科创新能,科创新能,上证科创板新能源主题指数,SSE,中证指数有限公司,,主题指数,2023-04-03,,2000-01-01,2020-01-02,2023-04-03,2023-04-03,2026-05-22,2026-05-22,758,758,0,,
000693.SH,科创机械,科创机械,上证科创板工业机械指数,SSE,中证指数有限公司,,主题指数,2023-04-03,,2000-01-01,2020-01-02,2023-04-03,2023-04-03,2026-05-22,2026-05-22,758,758,0,,
000695.SH,科长三角,科长三角,上证科创板长三角指数,SSE,中证指数有限公司,,主题指数,2023-04-03,,2000-01-01,2020-01-02,2023-04-03,2023-04-03,2026-05-22,2026-05-22,758,758,0,,
470049.CNI,深证数字交通R,深证数字交通R,深证数字交通主题全收益指数,CNI,深圳证券交易所,,主题指数,2023-04-12,,2000-01-01,2019-06-03,2023-04-12,2023-04-12,2026-05-22,2026-05-22,752,752,0,,
470050.CNI,深证卫星导航R,深证卫星导航R,深证卫星导航全收益指数,CNI,深圳证券交易所,,主题指数,2023-04-12,,2000-01-01,2019-06-03,2023-04-12,2023-04-12,2026-05-22,2026-05-22,752,752,0,,
470052.CNI,深证数字安全R,深证数字安全R,深证数字安全主题全收益指数,CNI,深圳证券交易所,,主题指数,2023-04-12,,2000-01-01,2019-06-03,2023-04-12,2023-04-12,2026-05-22,2026-05-22,752,752,0,,
470053.CNI,深证数据要素R,深证数据要素R,深证数据要素主题全收益指数,CNI,深圳证券交易所,,主题指数,2023-04-12,,2000-01-01,2019-06-03,2023-04-12,2023-04-12,2026-05-22,2026-05-22,752,752,0,,
970049.CNI,深证数字交通,深证数字交通,深证数字交通主题指数,CNI,深圳证券交易所,,主题指数,2023-04-12,,2000-01-01,2019-06-03,2023-04-12,2023-04-12,2026-05-22,2026-05-22,752,752,0,,
970050.CNI,深证卫星导航,深证卫星导航,深证卫星导航指数,CNI,深圳证券交易所,,主题指数,2023-04-12,,2000-01-01,2019-06-03,2023-04-12,2023-04-12,2026-05-22,2026-05-22,752,752,0,,
970051.CNI,深证算力设施,深证算力设施,深证算力基础设施主题指数,CNI,深圳证券交易所,,主题指数,2023-04-12,,2000-01-01,2019-06-03,2023-04-12,2023-04-12,2026-05-22,2026-05-22,752,752,0,,
970052.CNI,深证数字安全,深证数字安全,深证数字安全主题指数,CNI,深圳证券交易所,,主题指数,2023-04-12,,2000-01-01,2019-06-03,2023-04-12,2023-04-12,2026-05-22,2026-05-22,752,752,0,,
970053.CNI,深证数据要素,深证数据要素,深证数据要素主题指数,CNI,深圳证券交易所,,主题指数,2023-04-12,,2000-01-01,2019-06-03,2023-04-12,2023-04-12,2026-05-22,2026-05-22,752,752,0,,
931234.CSI,长三角示范区50,长三角示范区50,中证长三角生态绿色一体化发展示范区50指数,CSI,中证指数有限公司,,主题指数,2023-04-13,,2000-01-01,2019-12-31,2023-04-13,2023-04-13,2026-05-22,2026-05-22,751,751,0,,
489015.CNI,智选策略100R,智选策略100R,新华中诚信智选策略100全收益指数,CNI,新华指数、中诚信指数,,主题指数,2023-04-24,,2000-01-01,2023-04-24,2023-04-24,2023-04-24,2026-05-22,2026-05-22,744,744,0,,
931132.CSI,诚通央企红利,诚通央企红利,中证诚通央企红利指数,CSI,中证指数有限公司,,策略指数,2023-05-04,,2000-01-01,2016-12-30,2023-05-04,2023-05-04,2026-05-22,2026-05-22,739,739,0,,
931231.CSI,央企红利50,央企红利50,中证央企红利50指数,CSI,中证指数有限公司,,策略指数,2023-05-04,,2000-01-01,2016-12-30,2023-05-04,2023-05-04,2026-05-22,2026-05-22,739,739,0,,
931243.CSI,诚通央企ESG,诚通央企ESG,中证诚通央企ESG指数,CSI,中证指数有限公司,,主题指数,2023-05-04,,2000-01-01,2016-12-30,2023-05-04,2023-05-04,2026-05-22,2026-05-22,739,739,0,,
931248.CSI,油气资源,油气资源,中证油气资源指数,CSI,中证指数有限公司,,主题指数,2023-06-12,,2000-01-01,2014-12-31,2023-06-12,2023-06-12,2026-05-22,2026-05-22,712,712,0,,
931529.CSI,国企数字经济,国企数字经济,中证诚通国企数字经济指数,CSI,中证指数有限公司,,主题指数,2023-08-04,,2000-01-01,2016-12-30,2023-08-04,2023-08-04,2026-05-22,2026-05-22,675,675,0,,
000698.SH,科创100,科创100,上证科创板100指数,SSE,中证指数有限公司,,规模指数,2023-08-07,,2000-01-01,2020-01-02,2023-08-07,2023-08-07,2026-05-22,2026-05-22,674,674,0,,
399258.SZ,绿色低碳,绿色低碳,深证绿色低碳指数,SZSE,深圳证券交易所,,主题指数,2023-08-08,,2000-01-01,2019-06-03,2023-08-08,2023-08-08,2026-05-22,2026-05-22,673,673,0,,
399259.SZ,创业低碳,创业低碳,创业板绿色低碳指数,SZSE,深圳证券交易所,,主题指数,2023-08-08,,2000-01-01,2019-06-03,2023-08-08,2023-08-08,2026-05-22,2026-05-22,673,673,0,,
399260.SZ,先进制造,先进制造,深证先进制造指数,SZSE,深圳证券交易所,,主题指数,2023-08-08,,2000-01-01,2019-06-03,2023-08-08,2023-08-08,2026-05-22,2026-05-22,673,673,0,,
399261.SZ,创业制造,创业制造,创业板先进制造指数,SZSE,深圳证券交易所,,主题指数,2023-08-08,,2000-01-01,2019-06-03,2023-08-08,2023-08-08,2026-05-22,2026-05-22,673,673,0,,
931232.CSI,朝阳100,朝阳100,中证朝阳永续多因子100策略指数,CSI,中证指数有限公司,,策略指数,2023-08-08,,2000-01-01,2012-01-31,2023-08-08,2023-08-08,2026-05-22,2026-05-22,673,673,0,,
CN2258.CNI,绿色低碳R,绿色低碳R,深证绿色低碳全收益指数,CNI,深圳证券交易所,,主题指数,2023-08-08,,2000-01-01,2019-06-03,2023-08-08,2023-08-08,2026-05-22,2026-05-22,673,673,0,,
CN2259.CNI,创业低碳R,创业低碳R,创业板绿色低碳全收益指数,CNI,深圳证券交易所,,主题指数,2023-08-08,,2000-01-01,2019-06-03,2023-08-08,2023-08-08,2026-05-22,2026-05-22,673,673,0,,
CN2260.CNI,先进制造R,先进制造R,深证先进制造全收益指数,CNI,深圳证券交易所,,主题指数,2023-08-08,,2000-01-01,2019-06-03,2023-08-08,2023-08-08,2026-05-22,2026-05-22,673,673,0,,
CN2261.CNI,创业制造R,创业制造R,创业板先进制造全收益指数,CNI,深圳证券交易所,,主题指数,2023-08-08,,2000-01-01,2019-06-03,2023-08-08,2023-08-08,2026-05-22,2026-05-22,673,673,0,,
932000.CSI,中证2000,中证2000,中证2000指数,CSI,中证指数有限公司,,规模指数,2023-08-11,,2000-01-01,2013-12-31,2023-08-11,2023-08-11,2026-05-22,2026-05-22,670,670,0,,
471004.CNI,创业板战略科技R,创业板战略科技R,创业板战略科技全收益指数,CNI,深圳证券交易所,,主题指数,2023-08-28,,2000-01-01,2019-07-01,2023-08-28,2023-08-28,2026-05-22,2026-05-22,659,659,0,,
971004.CNI,创业板战略科技,创业板战略科技,创业板战略科技指数,CNI,深圳证券交易所,,主题指数,2023-08-28,,2000-01-01,2019-07-01,2023-08-28,2023-08-28,2026-05-22,2026-05-22,659,659,0,,
470054.CNI,深证智能电网R,深证智能电网R,深证智能电网全收益指数,CNI,深圳证券交易所,,主题指数,2023-08-30,,2000-01-01,2019-07-01,2023-08-30,2023-08-30,2026-05-22,2026-05-22,657,657,0,,
970054.CNI,深证智能电网,深证智能电网,深证智能电网指数,CNI,深圳证券交易所,,主题指数,2023-08-30,,2000-01-01,2019-07-01,2023-08-30,2023-08-30,2026-05-22,2026-05-22,657,657,0,,
399850.SZ,深证50,深证50,深证50指数,SZSE,深圳证券交易所,,规模指数,2023-10-18,,2000-01-01,2023-10-18,2023-10-18,2023-10-18,2026-05-22,2026-05-22,628,628,0,,
931837.CSI,央企现代产业,央企现代产业,中证国新央企现代产业引领指数,CSI,中证指数有限公司,,主题指数,2023-10-18,,2000-01-01,2016-12-30,2023-10-18,2023-10-18,2026-05-22,2026-05-22,628,628,0,,
CN2850.CNI,深证50R,深证50R,深证50全收益指数,CNI,深圳证券交易所,,规模指数,2023-10-18,,2000-01-01,2023-10-18,2023-10-18,2023-10-18,2026-05-22,2026-05-22,628,628,0,,
931823.CSI,国资央企50,国资央企50,中证国资央企50指数,CSI,中证指数有限公司,,主题指数,2023-11-09,,2000-01-01,2016-12-30,2023-11-09,2023-11-09,2026-05-22,2026-05-22,612,612,0,,
399019.SZ,创业200,创业200,创业板中盘200指数,SZSE,深圳证券交易所,,规模指数,2023-11-15,,2000-01-01,2023-11-15,2023-11-15,2023-11-15,2026-05-22,2026-05-22,608,608,0,,
399020.SZ,创业小盘,创业小盘,创业板小盘300指数,SZSE,深圳证券交易所,,规模指数,2023-11-15,,2000-01-01,2023-11-15,2023-11-15,2023-11-15,2026-05-22,2026-05-22,608,608,0,,
