ts_code,display_name,tushare_name,fullname,market,publisher,index_type,category,list_date,exp_date,observation_start_date,first_data_trade_date_all,continuity_start_floor,first_data_trade_date_for_continuity,last_data_trade_date,as_of_trade_date,observed_trade_days,expected_trade_days,missing_trade_days,first_missing_trade_date,last_missing_trade_date
399619.SZ,深证金融,深证金融,深证金融行业指数,SZSE,深圳证券交易所,,一级行业指数,2011-06-15,,2000-01-01,2011-06-15,2011-06-15,2011-06-15,2026-05-22,2026-05-22,3627,3627,0,,
399620.SZ,深证信息,深证信息,深证信息技术行业指数,SZSE,深圳证券交易所,,一级行业指数,2011-06-15,,2000-01-01,2011-06-15,2011-06-15,2011-06-15,2026-05-22,2026-05-22,3627,3627,0,,
399621.SZ,深证电信,深证电信,深证电信业务行业指数,SZSE,深圳证券交易所,,一级行业指数,2011-06-15,,2000-01-01,2011-06-15,2011-06-15,2011-06-15,2026-05-22,2026-05-22,3627,3627,0,,
399622.SZ,深证公用,深证公用,深证公用事业行业指数,SZSE,深圳证券交易所,,一级行业指数,2011-06-15,,2000-01-01,2011-06-15,2011-06-15,2011-06-15,2026-05-22,2026-05-22,3627,3627,0,,
000098.SH,上证F200,上证F200,上证基本面200指数,SSE,中证指数有限公司,,策略指数,2011-07-01,,2000-01-01,2005-01-04,2011-07-01,2011-07-01,2026-05-22,2026-05-22,3615,3615,0,,
000099.SH,上证F300,上证F300,上证基本面300指数,SSE,中证指数有限公司,,策略指数,2011-07-01,,2000-01-01,2005-01-04,2011-07-01,2011-07-01,2026-05-22,2026-05-22,3615,3615,0,,
000100.SH,上证F500,上证F500,上证基本面500指数,SSE,中证指数有限公司,,策略指数,2011-07-01,,2000-01-01,2005-01-04,2011-07-01,2011-07-01,2026-05-22,2026-05-22,3615,3615,0,,
399623.SZ,中小基础,中小基础,中小企业基础市场指数,SZSE,深圳证券交易所,,规模指数,2011-07-25,,2000-01-01,2011-07-25,2011-07-25,2011-07-25,2026-05-22,2026-05-22,3599,3599,0,,
000985.CSI,中证全指,中证全指,中证全指指数,CSI,中证指数有限公司,,规模指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000985.SH,中证全指(SH),中证全指(SH),中证全指指数,SSE,中证指数有限公司,,规模指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000986.SH,全指能源,全指能源,中证全指能源指数,SSE,中证指数有限公司,,一级行业指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000987.SH,全指材料,全指材料,中证全指原材料指数,SSE,中证指数有限公司,,一级行业指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000988.CSI,全指工业,全指工业,中证全指工业指数,CSI,中证指数有限公司,,一级行业指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000988.SH,全指工业(SH),全指工业(SH),中证全指工业指数,SSE,中证指数有限公司,,一级行业指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000989.SH,全指可选,全指可选,中证全指可选消费指数,SSE,中证指数有限公司,,一级行业指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000991.SH,全指医药,全指医药,中证全指医药卫生指数,SSE,中证指数有限公司,,一级行业指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000992.SH,金融地产,金融地产,中证全指金融地产指数,SSE,中证指数有限公司,,主题指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000993.SH,全指信息,全指信息,中证全指信息技术指数,SSE,中证指数有限公司,,一级行业指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000994.CSI,全指通信,全指通信,中证全指通信业务指数,CSI,中证指数有限公司,,一级行业指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000994.SH,全指通信(SH),全指通信(SH),中证全指通信业务指数,SSE,中证指数有限公司,,一级行业指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000995.CSI,全指公用,全指公用,中证全指公用事业指数,CSI,中证指数有限公司,,一级行业指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000995.SH,全指公用(SH),全指公用(SH),中证全指公用事业指数,SSE,中证指数有限公司,,一级行业指数,2011-08-02,,2000-01-01,2005-01-04,2011-08-02,2011-08-02,2026-05-22,2026-05-22,3593,3593,0,,
000115.SH,380等权,380等权,上证380等权重指数,SSE,中证指数有限公司,,策略指数,2011-08-12,,2000-01-01,2004-01-02,2011-08-12,2011-08-12,2026-05-22,2026-05-22,3585,3585,0,,
399624.SZ,中创400,中创400,中小创业企业400指数,SZSE,深圳证券交易所,,规模指数,2011-08-15,,2000-01-01,2011-08-15,2011-08-15,2011-08-15,2026-05-22,2026-05-22,3584,3584,0,,
399625.SZ,中创500,中创500,中小创业企业500指数,SZSE,深圳证券交易所,,规模指数,2011-08-15,,2000-01-01,2011-08-15,2011-08-15,2011-08-15,2026-05-22,2026-05-22,3584,3584,0,,
399626.SZ,中创成长,中创成长,中小创业企业成长指数,SZSE,深圳证券交易所,,风格指数,2011-08-15,,2000-01-01,2011-08-15,2011-08-15,2011-08-15,2026-05-22,2026-05-22,3584,3584,0,,
399627.SZ,中创价值,中创价值,中小创业企业价值指数,SZSE,深圳证券交易所,,风格指数,2011-08-15,,2000-01-01,2011-08-15,2011-08-15,2011-08-15,2026-05-22,2026-05-22,3584,3584,0,,
000114.SH,持续产业,持续产业,上证可持续发展产业主题指数,SSE,中证指数有限公司,,主题指数,2011-08-22,,2000-01-01,2011-07-04,2011-08-22,2011-08-22,2026-05-22,2026-05-22,3579,3579,0,,
399959.SZ,军工指数,军工指数,中证中航军工主题指数,SZSE,中证指数有限公司,,主题指数,2011-08-30,,2000-01-01,2011-07-01,2011-08-30,2011-08-30,2026-05-22,2026-05-22,3573,3573,0,,
399009.SZ,深证200,深证200,深证200指数,SZSE,深圳证券交易所,,规模指数,2011-09-01,,2000-01-01,2011-09-01,2011-09-01,2011-09-01,2026-05-22,2026-05-22,3571,3571,0,,
399010.SZ,深证700,深证700,深证700指数,SZSE,深圳证券交易所,,规模指数,2011-09-01,,2000-01-01,2011-09-01,2011-09-01,2011-09-01,2026-05-22,2026-05-22,3571,3571,0,,
399011.SZ,深证1000,深证1000,深证1000指数,SZSE,深圳证券交易所,,规模指数,2011-09-01,,2000-01-01,2011-09-01,2011-09-01,2011-09-01,2026-05-22,2026-05-22,3571,3571,0,,
399628.SZ,700成长,700成长,深证700成长指数,SZSE,深圳证券交易所,,风格指数,2011-09-01,,2000-01-01,2011-09-01,2011-09-01,2011-09-01,2026-05-22,2026-05-22,3571,3571,0,,
399629.SZ,700价值,700价值,深证700价值指数,SZSE,深圳证券交易所,,风格指数,2011-09-01,,2000-01-01,2011-09-01,2011-09-01,2011-09-01,2026-05-22,2026-05-22,3571,3571,0,,
399630.SZ,1000成长,1000成长,深证1000成长指数,SZSE,深圳证券交易所,,风格指数,2011-09-01,,2000-01-01,2011-09-01,2011-09-01,2011-09-01,2026-05-22,2026-05-22,3571,3571,0,,
399631.SZ,1000价值,1000价值,深证1000价值指数,SZSE,深圳证券交易所,,风格指数,2011-09-01,,2000-01-01,2011-09-01,2011-09-01,2011-09-01,2026-05-22,2026-05-22,3571,3571,0,,
000117.SH,380成长,380成长,上证380成长指数,SSE,中证指数有限公司,,风格指数,2011-10-18,,2000-01-01,2004-01-02,2011-10-18,2011-10-18,2026-05-22,2026-05-22,3544,3544,0,,
000118.SH,380价值,380价值,上证380价值指数,SSE,中证指数有限公司,,风格指数,2011-10-18,,2000-01-01,2004-01-02,2011-10-18,2011-10-18,2026-05-22,2026-05-22,3544,3544,0,,
000119.SH,380R成长,380R成长,上证380相对成长指数,SSE,中证指数有限公司,,风格指数,2011-10-18,,2000-01-01,2004-01-02,2011-10-18,2011-10-18,2026-05-22,2026-05-22,3544,3544,0,,
000120.SH,380R价值,380R价值,上证380相对价值指数,SSE,中证指数有限公司,,风格指数,2011-10-18,,2000-01-01,2004-01-02,2011-10-18,2011-10-18,2026-05-22,2026-05-22,3544,3544,0,,
000121.SH,医药主题,医药主题,上证医药主题指数,SSE,中证指数有限公司,,主题指数,2011-10-18,,2000-01-01,2004-01-02,2011-10-18,2011-10-18,2026-05-22,2026-05-22,3544,3544,0,,
000122.SH,上证农业,上证农业,上证农业主题指数,SSE,中证指数有限公司,,主题指数,2011-10-18,,2000-01-01,2011-07-01,2011-10-18,2011-10-18,2026-05-22,2026-05-22,3544,3544,0,,
399704.SZ,深证上游,深证上游,深证上游产业指数,SZSE,深圳证券交易所,,主题指数,2011-10-18,,2000-01-01,2004-01-02,2011-10-18,2011-10-18,2026-05-22,2026-05-22,3544,3544,0,,
399705.SZ,深证中游,深证中游,深证中游产业指数,SZSE,深圳证券交易所,,主题指数,2011-10-18,,2000-01-01,2004-01-02,2011-10-18,2011-10-18,2026-05-22,2026-05-22,3544,3544,0,,
399706.SZ,深证下游,深证下游,深证下游产业指数,SZSE,深圳证券交易所,,主题指数,2011-10-18,,2000-01-01,2004-01-02,2011-10-18,2011-10-18,2026-05-22,2026-05-22,3544,3544,0,,
399632.SZ,深100EW,深100EW,深证100等权重指数,SZSE,深圳证券交易所,,策略指数,2011-10-28,,2000-01-01,2011-10-28,2011-10-28,2011-10-28,2026-05-22,2026-05-22,3536,3536,0,,
399633.SZ,深300EW,深300EW,深证300等权重指数,SZSE,深圳证券交易所,,策略指数,2011-10-28,,2000-01-01,2011-10-28,2011-10-28,2011-10-28,2026-05-22,2026-05-22,3536,3536,0,,
399634.SZ,中小等权,中小等权,中小企业100等权重指数,SZSE,深圳证券交易所,,策略指数,2011-10-28,,2000-01-01,2011-10-28,2011-10-28,2011-10-28,2026-05-22,2026-05-22,3536,3536,0,,
399635.SZ,创业板EW,创业板EW,创业板等权重指数,SZSE,深圳证券交易所,,策略指数,2011-10-28,,2000-01-01,2011-10-28,2011-10-28,2011-10-28,2026-05-22,2026-05-22,3536,3536,0,,
000802.SH,500沪市,500沪市,中证500沪市指数,SSE,中证指数有限公司,,主题指数,2011-11-08,,2000-01-01,2005-01-04,2011-11-08,2011-11-08,2026-05-22,2026-05-22,3529,3529,0,,
399636.SZ,深证装备,深证装备,深证装备指数,SZSE,深圳证券交易所,,主题指数,2011-11-15,,2000-01-01,2011-11-15,2011-11-15,2011-11-15,2026-05-22,2026-05-22,3524,3524,0,,
399637.SZ,深证地产,深证地产,深证地产行业指数,SZSE,深圳证券交易所,,行业指数,2011-11-15,,2000-01-01,2011-11-15,2011-11-15,2011-11-15,2026-05-22,2026-05-22,3524,3524,0,,
399638.SZ,深证环保,深证环保,深证环保指数,SZSE,深圳证券交易所,,主题指数,2011-11-15,,2000-01-01,2011-11-15,2011-11-15,2011-11-15,2026-05-22,2026-05-22,3524,3524,0,,
399639.SZ,深证大宗,深证大宗,深证大宗商品生产商指数,SZSE,深圳证券交易所,,主题指数,2011-11-15,,2000-01-01,2011-11-15,2011-11-15,2011-11-15,2026-05-22,2026-05-22,3524,3524,0,,
399381.SZ,1000能源,1000能源,国证1000能源,SZSE,深圳证券交易所,,一级行业指数,2011-12-02,,2000-01-01,2011-12-02,2011-12-02,2011-12-02,2026-05-22,2026-05-22,3511,3511,0,,
399382.SZ,1000材料,1000材料,国证1000材料,SZSE,深圳证券交易所,,一级行业指数,2011-12-02,,2000-01-01,2011-12-02,2011-12-02,2011-12-02,2026-05-22,2026-05-22,3511,3511,0,,
399383.SZ,1000工业,1000工业,国证1000工业,SZSE,深圳证券交易所,,一级行业指数,2011-12-02,,2000-01-01,2011-12-02,2011-12-02,2011-12-02,2026-05-22,2026-05-22,3511,3511,0,,
399384.SZ,1000可选,1000可选,国证1000可选,SZSE,深圳证券交易所,,一级行业指数,2011-12-02,,2000-01-01,2011-12-02,2011-12-02,2011-12-02,2026-05-22,2026-05-22,3511,3511,0,,
399385.SZ,1000消费,1000消费,国证1000消费,SZSE,深圳证券交易所,,一级行业指数,2011-12-02,,2000-01-01,2011-12-02,2011-12-02,2011-12-02,2026-05-22,2026-05-22,3511,3511,0,,
399386.SZ,1000医药,1000医药,国证1000医药,SZSE,深圳证券交易所,,一级行业指数,2011-12-02,,2000-01-01,2011-12-02,2011-12-02,2011-12-02,2026-05-22,2026-05-22,3511,3511,0,,
399387.SZ,1000金融,1000金融,国证1000金融,SZSE,深圳证券交易所,,一级行业指数,2011-12-02,,2000-01-01,2011-12-02,2011-12-02,2011-12-02,2026-05-22,2026-05-22,3511,3511,0,,
399388.SZ,1000信息,1000信息,国证1000信息,SZSE,深圳证券交易所,,一级行业指数,2011-12-02,,2000-01-01,2011-12-02,2011-12-02,2011-12-02,2026-05-22,2026-05-22,3511,3511,0,,
399389.SZ,国证通信,国证通信,国证通信指数,SZSE,深圳证券交易所,,主题指数,2011-12-02,,2000-01-01,2011-12-02,2011-12-02,2011-12-02,2026-05-22,2026-05-22,3511,3511,0,,
399390.SZ,1000公用,1000公用,国证1000公用,SZSE,深圳证券交易所,,一级行业指数,2011-12-02,,2000-01-01,2011-12-02,2011-12-02,2011-12-02,2026-05-22,2026-05-22,3511,3511,0,,
000126.SH,消费50,消费50,上证消费50指数,SSE,中证指数有限公司,,主题指数,2011-12-09,,2000-01-01,2005-01-04,2011-12-09,2011-12-09,2026-05-22,2026-05-22,3506,3506,0,,
000052.SH,50基本,50基本,上证50基本面加权指数,SSE,中证指数有限公司,,策略指数,2012-01-09,,2000-01-01,2004-01-02,2012-01-09,2012-01-09,2026-05-22,2026-05-22,3487,3487,0,,
000053.SH,180基本,180基本,上证180基本面加权指数,SSE,中证指数有限公司,,策略指数,2012-01-09,,2000-01-01,2004-01-02,2012-01-09,2012-01-09,2026-05-22,2026-05-22,3487,3487,0,,
000128.SH,380基本,380基本,上证380基本面加权指数,SSE,中证指数有限公司,,策略指数,2012-01-09,,2000-01-01,2004-01-02,2012-01-09,2012-01-09,2026-05-22,2026-05-22,3487,3487,0,,
000129.SH,180波动,180波动,上证180波动率加权指数,SSE,中证指数有限公司,,策略指数,2012-01-09,,2000-01-01,2004-01-02,2012-01-09,2012-01-09,2026-05-22,2026-05-22,3487,3487,0,,
000130.SH,380波动,380波动,上证380波动率加权指数,SSE,中证指数有限公司,,策略指数,2012-01-09,,2000-01-01,2004-01-02,2012-01-09,2012-01-09,2026-05-22,2026-05-22,3487,3487,0,,
399640.SZ,创业基础,创业基础,创业板基础市场指数,SZSE,深圳证券交易所,,规模指数,2012-01-16,,2000-01-01,2012-01-16,2012-01-16,2012-01-16,2026-05-22,2026-05-22,3482,3482,0,,
399641.SZ,深证新兴,深证新兴,深证战略性新兴产业指数,SZSE,深圳证券交易所,,主题指数,2012-02-01,,2000-01-01,2012-02-01,2012-02-01,2012-02-01,2026-05-22,2026-05-22,3475,3475,0,,
399642.SZ,中小新兴,中小新兴,中小企业战略性新兴产业指数,SZSE,深圳证券交易所,,主题指数,2012-02-01,,2000-01-01,2012-02-01,2012-02-01,2012-02-01,2026-05-22,2026-05-22,3475,3475,0,,
399643.SZ,创业新兴,创业新兴,创业板战略性新兴产业指数,SZSE,深圳证券交易所,,主题指数,2012-02-01,,2000-01-01,2012-02-01,2012-02-01,2012-02-01,2026-05-22,2026-05-22,3475,3475,0,,
000131.SH,上证高新,上证高新,上证高新技术企业指数,SSE,中证指数有限公司,,主题指数,2012-02-10,,2000-01-01,2011-07-01,2012-02-10,2012-02-10,2026-05-22,2026-05-22,3468,3468,0,,
399391.SZ,投资时钟,投资时钟,国证投资时钟,SZSE,深圳证券交易所,,策略指数,2012-03-26,,2000-01-01,2012-03-26,2012-03-26,2012-03-26,2026-05-22,2026-05-22,3437,3437,0,,
399644.SZ,深证时钟,深证时钟,深证投资时钟指数,SZSE,深圳证券交易所,,策略指数,2012-03-26,,2000-01-01,2012-03-26,2012-03-26,2012-03-26,2026-05-22,2026-05-22,3437,3437,0,,
399392.SZ,国证新兴,国证新兴,国证新兴产业,SZSE,深圳证券交易所,,主题指数,2012-03-28,,2000-01-01,2012-03-28,2012-03-28,2012-03-28,2026-05-22,2026-05-22,3435,3435,0,,
000811.CSI,细分有色,细分有色,中证细分有色金属产业主题指数,CSI,中证指数有限公司,,主题指数,2012-04-11,,2000-01-01,2005-01-04,2012-04-11,2012-04-11,2026-05-22,2026-05-22,3428,3428,0,,
000811.SH,细分有色(SH),细分有色(SH),中证细分有色金属产业主题指数,SSE,中证指数有限公司,,主题指数,2012-04-11,,2000-01-01,2005-01-04,2012-04-11,2012-04-11,2026-05-22,2026-05-22,3428,3428,0,,
000812.CSI,细分机械,细分机械,中证细分机械设备产业主题指数,CSI,中证指数有限公司,,主题指数,2012-04-11,,2000-01-01,2005-01-04,2012-04-11,2012-04-11,2026-05-22,2026-05-22,3428,3428,0,,
000812.SH,细分机械(SH),细分机械(SH),中证细分机械设备产业主题指数,SSE,中证指数有限公司,,主题指数,2012-04-11,,2000-01-01,2005-01-04,2012-04-11,2012-04-11,2026-05-22,2026-05-22,3428,3428,0,,
000813.CSI,细分化工,细分化工,中证细分化工产业主题指数,CSI,中证指数有限公司,,主题指数,2012-04-11,,2000-01-01,2005-01-04,2012-04-11,2012-04-11,2026-05-22,2026-05-22,3428,3428,0,,
000813.SH,细分化工(SH),细分化工(SH),中证细分化工产业主题指数,SSE,中证指数有限公司,,主题指数,2012-04-11,,2000-01-01,2005-01-04,2012-04-11,2012-04-11,2026-05-22,2026-05-22,3428,3428,0,,
000814.SH,细分医药,细分医药,中证细分医药产业主题指数,SSE,中证指数有限公司,,主题指数,2012-04-11,,2000-01-01,2005-01-04,2012-04-11,2012-04-11,2026-05-22,2026-05-22,3428,3428,0,,
000815.CSI,细分食品,细分食品,中证细分食品饮料产业主题指数,CSI,中证指数有限公司,,主题指数,2012-04-11,,2000-01-01,2005-01-04,2012-04-11,2012-04-11,2026-05-22,2026-05-22,3428,3428,0,,
000815.SH,细分食品(SH),细分食品(SH),中证细分食品饮料产业主题指数,SSE,中证指数有限公司,,主题指数,2012-04-11,,2000-01-01,2005-01-04,2012-04-11,2012-04-11,2026-05-22,2026-05-22,3428,3428,0,,
000132.SH,上证100,上证100,上证100指数,SSE,中证指数有限公司,,规模指数,2012-04-20,,2000-01-01,2004-01-02,2012-04-20,2012-04-20,2026-05-22,2026-05-22,3421,3421,0,,
000133.SH,上证150,上证150,上证150指数,SSE,中证指数有限公司,,规模指数,2012-04-20,,2000-01-01,2004-01-02,2012-04-20,2012-04-20,2026-05-22,2026-05-22,3421,3421,0,,
000819.SH,有色金属,有色金属,中证申万有色金属指数,SSE,中证指数有限公司,,行业指数,2012-05-09,,2000-01-01,2005-01-04,2012-05-09,2012-05-09,2026-05-22,2026-05-22,3410,3410,0,,
000820.CSI,煤炭指数,煤炭指数,中证申万煤炭指数,CSI,中证指数有限公司,,行业指数,2012-05-09,,2000-01-01,2005-01-04,2012-05-09,2012-05-09,2026-05-22,2026-05-22,3410,3410,0,,
000820.SH,煤炭指数(SH),煤炭指数(SH),中证申万煤炭指数,SSE,中证指数有限公司,,行业指数,2012-05-09,,2000-01-01,2005-01-04,2012-05-09,2012-05-09,2026-05-22,2026-05-22,3410,3410,0,,
000134.SH,上证银行,上证银行,上证银行股指数,SSE,中证指数有限公司,,主题指数,2012-05-29,,2000-01-01,2008-01-02,2012-05-29,2012-05-29,2026-05-22,2026-05-22,3396,3396,0,,
000145.SH,优势资源,优势资源,上证优势资源产业指数,SSE,中证指数有限公司,,主题指数,2012-05-29,,2000-01-01,2004-01-02,2012-05-29,2012-05-29,2026-05-22,2026-05-22,3396,3396,0,,
000146.SH,优势制造,优势制造,上证优势制造产业指数,SSE,中证指数有限公司,,主题指数,2012-05-29,,2000-01-01,2004-01-02,2012-05-29,2012-05-29,2026-05-22,2026-05-22,3396,3396,0,,
000147.SH,优势消费,优势消费,上证优势消费产业指数,SSE,中证指数有限公司,,主题指数,2012-05-29,,2000-01-01,2004-01-02,2012-05-29,2012-05-29,2026-05-22,2026-05-22,3396,3396,0,,
000148.SH,消费领先,消费领先,上证消费服务领先指数,SSE,中证指数有限公司,,主题指数,2012-05-29,,2000-01-01,2005-01-04,2012-05-29,2012-05-29,2026-05-22,2026-05-22,3396,3396,0,,
399550.SZ,央视50,央视50,央视财经50指数,SZSE,深圳证券交易所,,主题指数,2012-06-06,,2000-01-01,2010-07-01,2012-06-06,2012-06-06,2026-05-22,2026-05-22,3390,3390,0,,
399645.SZ,100低波,100低波,深证100低波动率指数,SZSE,深圳证券交易所,,策略指数,2012-06-12,,2000-01-01,2012-06-12,2012-06-12,2012-06-12,2026-05-22,2026-05-22,3386,3386,0,,
000149.SH,上证180红利,上证180红利,上证180红利指数,SSE,中证指数有限公司,,策略指数,2012-07-20,,2000-01-01,2005-01-04,2012-07-20,2012-07-20,2026-05-22,2026-05-22,3359,3359,0,,
000150.SH,上证380红利,上证380红利,上证380红利指数,SSE,中证指数有限公司,,策略指数,2012-07-20,,2000-01-01,2005-01-04,2012-07-20,2012-07-20,2026-05-22,2026-05-22,3359,3359,0,,
000151.SH,上国红利,上国红利,上证国有企业红利指数,SSE,中证指数有限公司,,策略指数,2012-07-20,,2000-01-01,2005-01-04,2012-07-20,2012-07-20,2026-05-22,2026-05-22,3359,3359,0,,
000152.SH,上证央企红利,上证央企红利,上证中央企业红利指数,SSE,中证指数有限公司,,策略指数,2012-07-20,,2000-01-01,2005-01-04,2012-07-20,2012-07-20,2026-05-22,2026-05-22,3359,3359,0,,
000153.SH,上证民企红利,上证民企红利,上证民营企业红利指数,SSE,中证指数有限公司,,策略指数,2012-07-20,,2000-01-01,2005-01-04,2012-07-20,2012-07-20,2026-05-22,2026-05-22,3359,3359,0,,
000155.SH,上证市值百强,上证市值百强,上证市值百强指数,SSE,中证指数有限公司,,规模指数,2012-07-20,,2000-01-01,2004-01-02,2012-07-20,2012-07-20,2026-05-22,2026-05-22,3359,3359,0,,
000821.CSI,沪深300红利,沪深300红利,沪深300红利指数,CSI,中证指数有限公司,,策略指数,2012-07-20,,2000-01-01,2004-12-31,2012-07-20,2012-07-20,2026-05-22,2026-05-22,3359,3359,0,,
000824.CSI,中证国企红利,中证国企红利,中证国有企业红利指数,CSI,中证指数有限公司,,策略指数,2012-07-20,,2000-01-01,2005-01-04,2012-07-20,2012-07-20,2026-05-22,2026-05-22,3359,3359,0,,
000825.CSI,中证央企红利,中证央企红利,中证中央企业红利指数,CSI,中证指数有限公司,,策略指数,2012-07-20,,2000-01-01,2005-01-04,2012-07-20,2012-07-20,2026-05-22,2026-05-22,3359,3359,0,,
000135.SH,上证180高贝塔,上证180高贝塔,上证180高贝塔指数,SSE,中证指数有限公司,,策略指数,2012-08-06,,2000-01-01,2004-01-02,2012-08-06,2012-08-06,2026-05-22,2026-05-22,3348,3348,0,,
000136.SH,上证180低贝塔,上证180低贝塔,上证180低贝塔指数,SSE,中证指数有限公司,,策略指数,2012-08-06,,2000-01-01,2004-01-02,2012-08-06,2012-08-06,2026-05-22,2026-05-22,3348,3348,0,,
000137.SH,上证380高贝塔,上证380高贝塔,上证380高贝塔指数,SSE,中证指数有限公司,,策略指数,2012-08-06,,2000-01-01,2004-01-02,2012-08-06,2012-08-06,2026-05-22,2026-05-22,3348,3348,0,,
000138.SH,上证380低贝塔,上证380低贝塔,上证380低贝塔指数,SSE,中证指数有限公司,,策略指数,2012-08-06,,2000-01-01,2004-01-02,2012-08-06,2012-08-06,2026-05-22,2026-05-22,3348,3348,0,,
399646.SZ,深消费50,深消费50,深证消费50指数,SZSE,深圳证券交易所,,主题指数,2012-08-06,,2000-01-01,2005-01-04,2012-08-06,2012-08-06,2026-05-22,2026-05-22,3348,3348,0,,
399647.SZ,深医药50,深医药50,深证医药50指数,SZSE,深圳证券交易所,,主题指数,2012-08-06,,2000-01-01,2005-01-04,2012-08-06,2012-08-06,2026-05-22,2026-05-22,3348,3348,0,,
399648.SZ,深证GDP,深证GDP,深证中经矢量GDP100指数,SZSE,深圳证券交易所,,主题指数,2012-08-08,,2000-01-01,2005-07-01,2012-08-08,2012-08-08,2026-05-22,2026-05-22,3346,3346,0,,
399393.SZ,国证地产,国证地产,国证地产指数,SZSE,深圳证券交易所,,主题指数,2012-08-20,,2000-01-01,2012-08-20,2012-08-20,2012-08-20,2026-05-22,2026-05-22,3338,3338,0,,
399649.SZ,中小红利,中小红利,中小企业红利指数,SZSE,深圳证券交易所,,主题指数,2012-08-20,,2000-01-01,2009-07-01,2012-08-20,2012-08-20,2026-05-22,2026-05-22,3338,3338,0,,
399650.SZ,中小治理,中小治理,中小企业治理指数,SZSE,深圳证券交易所,,主题指数,2012-08-20,,2000-01-01,2009-07-01,2012-08-20,2012-08-20,2026-05-22,2026-05-22,3338,3338,0,,
399651.SZ,中小责任,中小责任,中小企业社会责任指数,SZSE,深圳证券交易所,,主题指数,2012-08-20,,2000-01-01,2009-07-01,2012-08-20,2012-08-20,2026-05-22,2026-05-22,3338,3338,0,,
399652.SZ,中创高新,中创高新,中创高新技术企业指数,SZSE,深圳证券交易所,,主题指数,2012-09-17,,2000-01-01,2011-07-01,2012-09-17,2012-09-17,2026-05-22,2026-05-22,3318,3318,0,,
000158.SH,上证环保,上证环保,上证环保产业指数,SSE,中证指数有限公司,,主题指数,2012-09-25,,2000-01-01,2012-01-04,2012-09-25,2012-09-25,2026-05-22,2026-05-22,3312,3312,0,,
399653.SZ,深证龙头,深证龙头,深证行业龙头指数,SZSE,深圳证券交易所,,主题指数,2012-09-25,,2000-01-01,2010-07-01,2012-09-25,2012-09-25,2026-05-22,2026-05-22,3312,3312,0,,
399394.SZ,国证医药,国证医药,国证医药指数,SZSE,深圳证券交易所,,主题指数,2012-10-29,,2000-01-01,2012-10-29,2012-10-29,2012-10-29,2026-05-22,2026-05-22,3293,3293,0,,
399395.SZ,国证有色,国证有色,国证有色指数,SZSE,深圳证券交易所,,主题指数,2012-10-29,,2000-01-01,2012-10-29,2012-10-29,2012-10-29,2026-05-22,2026-05-22,3293,3293,0,,
399396.SZ,国证食品,国证食品,国证食品指数,SZSE,深圳证券交易所,,主题指数,2012-10-29,,2000-01-01,2012-10-29,2012-10-29,2012-10-29,2026-05-22,2026-05-22,3293,3293,0,,
399397.SZ,国证文化,国证文化,国证文化指数,SZSE,深圳证券交易所,,主题指数,2012-11-09,,2000-01-01,2009-07-01,2012-11-09,2012-11-09,2026-05-22,2026-05-22,3284,3284,0,,
399654.SZ,深证文化,深证文化,深证文化产业指数,SZSE,深圳证券交易所,,主题指数,2012-11-09,,2000-01-01,2009-07-01,2012-11-09,2012-11-09,2026-05-22,2026-05-22,3284,3284,0,,
399398.SZ,绩效指数,绩效指数,国证绩效指数,SZSE,深圳证券交易所,,策略指数,2012-11-19,,2000-01-01,2012-11-19,2012-11-19,2012-11-19,2026-05-22,2026-05-22,3278,3278,0,,
399655.SZ,深证绩效,深证绩效,深证绩效指数,SZSE,深圳证券交易所,,策略指数,2012-11-19,,2000-01-01,2012-11-19,2012-11-19,2012-11-19,2026-05-22,2026-05-22,3278,3278,0,,
