probe_scope,request_idx_type,ts_code,trade_date,close,open,high,low,change,pct_change,vol,amount,swing,turnover_rate,category
explicit_idx_type,行业板块,BK1393.DC,20250108,3386.96,3337.9,3410.59,3285.36,32.52,0.97,5003489.0,5340454940.0,3.73,1.16,行业板块
explicit_idx_type,行业板块,BK1394.DC,20250108,1349.62,1354.37,1359.64,1312.37,-10.01,-0.74,4553201.0,3302541411.0,3.48,0.87,行业板块
explicit_idx_type,行业板块,BK1395.DC,20250108,1275.06,1268.52,1285.74,1229.54,3.44,0.27,4933543.0,2794867091.0,4.42,5.26,行业板块
explicit_idx_type,行业板块,BK1396.DC,20250108,3049.63,3018.08,3070.16,2937.11,24.33,0.8,24343285.0,18133639654.0,4.4,7.7,行业板块
explicit_idx_type,行业板块,BK1397.DC,20250108,4051.34,4070.04,4099.39,3960.26,-31.4,-0.77,4220544.0,3206516326.0,3.41,8.7,行业板块
explicit_idx_type,行业板块,BK1398.DC,20250108,3534.24,3511.35,3547.61,3406.26,16.25,0.46,8397197.0,8753994197.0,4.02,4.21,行业板块
explicit_idx_type,行业板块,BK1400.DC,20250108,2733.95,2713.24,2749.29,2653.42,9.79,0.36,2729005.0,3081475780.0,3.52,4.29,行业板块
explicit_idx_type,行业板块,BK1401.DC,20250108,2407.68,2386.32,2425.7,2314.51,19.52,0.82,2581278.0,1364237056.0,4.66,3.89,行业板块
explicit_idx_type,行业板块,BK1402.DC,20250108,1764.16,1762.01,1774.06,1707.65,-1.11,-0.06,1521605.0,1214551404.0,3.76,2.2,行业板块
explicit_idx_type,行业板块,BK1403.DC,20250108,1557.46,1558.04,1565.81,1516.19,-4.37,-0.28,12467538.0,8053952813.0,3.18,2.26,行业板块
explicit_idx_type,行业板块,BK1404.DC,20250108,1333.28,1329.5,1338.71,1291.32,-7.13,-0.53,1111591.0,718492563.0,3.54,3.07,行业板块
explicit_idx_type,行业板块,BK1405.DC,20250108,3457.82,3434.77,3481.58,3336.13,5.93,0.17,10471958.0,12545992420.0,4.21,4.27,行业板块
explicit_idx_type,行业板块,BK1406.DC,20250108,1498.72,1486.99,1506.81,1443.98,10.59,0.71,3327725.0,3452993181.0,4.22,10.86,行业板块
explicit_idx_type,行业板块,BK1407.DC,20250108,4048.06,4001.35,4081.49,3867.08,43.23,1.08,4364052.0,7964867613.0,5.35,3.39,行业板块
explicit_idx_type,行业板块,BK1408.DC,20250108,7493.56,7067.63,7641.62,6934.8,399.63,5.63,7109398.0,13665872964.0,9.96,9.91,行业板块
explicit_idx_type,行业板块,BK1409.DC,20250108,6100.88,6109.07,6166.01,5899.0,-36.25,-0.59,1137224.0,3318173477.0,4.35,2.9,行业板块
explicit_idx_type,行业板块,BK1410.DC,20250108,3280.74,3267.92,3311.35,3170.93,-9.57,-0.29,1354054.0,3996982705.0,4.27,2.55,行业板块
explicit_idx_type,行业板块,BK1411.DC,20250108,1145.01,1141.7,1152.99,1114.44,-5.92,-0.51,7063658.0,10928475984.0,3.35,24.99,行业板块
explicit_idx_type,行业板块,BK1412.DC,20250108,1848.01,1843.16,1874.69,1784.95,2.43,0.13,259443.0,195546577.0,4.86,0.52,行业板块
explicit_idx_type,行业板块,BK1413.DC,20250108,1194.67,1202.57,1203.47,1158.76,-11.13,-0.92,1417598.0,961176215.0,3.71,1.53,行业板块
explicit_idx_type,行业板块,BK1414.DC,20250108,617.44,620.26,622.33,601.84,-3.86,-0.62,181838.0,130372476.0,3.3,0.59,行业板块
explicit_idx_type,行业板块,BK1415.DC,20250108,1966.03,1993.04,1993.04,1920.87,-34.06,-1.7,456710.0,405647620.0,3.61,0.96,行业板块
explicit_idx_type,行业板块,BK1416.DC,20250108,1556.57,1521.98,1561.67,1480.48,29.62,1.94,1684436.0,1283643499.0,5.32,3.38,行业板块
explicit_idx_type,行业板块,BK1417.DC,20250108,1006.86,1016.63,1016.63,987.6,-13.12,-1.29,924562.0,515680189.0,2.85,1.23,行业板块
explicit_idx_type,行业板块,BK1418.DC,20250108,1552.92,1560.0,1560.0,1517.53,-15.59,-0.99,3175607.0,1970415532.0,2.71,1.16,行业板块
explicit_idx_type,行业板块,BK1419.DC,20250108,1370.51,1379.61,1379.61,1345.66,-16.49,-1.19,1606676.0,1332620652.0,2.45,0.98,行业板块
explicit_idx_type,行业板块,BK1420.DC,20250108,2083.64,2092.27,2100.38,2031.32,-19.91,-0.95,1365295.0,1430908819.0,3.28,1.21,行业板块
explicit_idx_type,行业板块,BK1421.DC,20250108,1616.72,1620.67,1628.43,1573.95,-9.59,-0.59,971154.0,758757496.0,3.35,1.24,行业板块
explicit_idx_type,行业板块,BK1422.DC,20250108,1587.95,1586.51,1597.99,1540.62,-11.7,-0.73,1159257.0,1281683359.0,3.59,1.67,行业板块
explicit_idx_type,行业板块,BK1423.DC,20250108,1050.27,1054.55,1058.18,1019.95,-8.61,-0.81,1904939.0,1309692622.0,3.61,2.38,行业板块
explicit_idx_type,行业板块,BK1424.DC,20250108,8132.97,8212.0,8212.0,7912.23,-116.64,-1.41,1282500.0,2226465517.0,3.63,1.4,行业板块
explicit_idx_type,行业板块,BK1425.DC,20250108,1659.87,1623.76,1666.03,1615.76,27.57,1.69,285465.0,307953322.0,3.08,2.71,行业板块
explicit_idx_type,行业板块,BK1426.DC,20250108,2391.37,2390.77,2420.47,2316.61,6.14,0.26,662471.0,1872822663.0,4.35,1.2,行业板块
explicit_idx_type,行业板块,BK1427.DC,20250108,3398.36,3429.98,3442.43,3329.17,-51.41,-1.49,1244386.0,1344902614.0,3.28,1.26,行业板块
explicit_idx_type,行业板块,BK1428.DC,20250108,2828.71,2828.26,2841.1,2745.55,-9.05,-0.32,4684472.0,5471508915.0,3.37,1.78,行业板块
explicit_idx_type,行业板块,BK1429.DC,20250108,1909.76,1907.36,1919.77,1864.96,-7.24,-0.38,1783579.0,2284657900.0,2.86,1.12,行业板块
explicit_idx_type,行业板块,BK1430.DC,20250108,2367.28,2351.72,2386.11,2310.32,9.51,0.4,977326.0,1347674210.0,3.21,2.73,行业板块
explicit_idx_type,行业板块,BK1431.DC,20250108,2360.34,2373.04,2380.56,2297.6,-29.37,-1.23,782836.0,841802702.0,3.47,1.49,行业板块
explicit_idx_type,行业板块,BK1432.DC,20250108,1543.62,1556.96,1558.6,1512.01,-16.17,-1.04,954869.0,756114552.0,2.99,1.07,行业板块
explicit_idx_type,行业板块,BK1433.DC,20250108,2724.81,2734.42,2739.51,2661.13,-17.64,-0.64,1821551.0,1206275436.0,2.86,2.14,行业板块
explicit_idx_type,行业板块,BK1434.DC,20250108,946.63,960.98,960.98,928.5,-14.72,-1.53,681193.0,1029982487.0,3.38,0.77,行业板块
explicit_idx_type,行业板块,BK1435.DC,20250108,2095.66,2104.18,2112.27,2055.53,-11.67,-0.55,3326269.0,3268565335.0,2.69,1.87,行业板块
explicit_idx_type,行业板块,BK1436.DC,20250108,2315.29,2307.84,2319.89,2255.2,6.58,0.29,2841364.0,2451273939.0,2.8,1.55,行业板块
explicit_idx_type,行业板块,BK1437.DC,20250108,3739.43,3741.65,3764.41,3623.79,-11.76,-0.31,1275100.0,1320373623.0,3.75,1.77,行业板块
explicit_idx_type,行业板块,BK1438.DC,20250108,4089.62,4097.0,4129.71,3983.42,-47.65,-1.15,3467952.0,2956783670.0,3.54,9.44,行业板块
explicit_idx_type,行业板块,BK1439.DC,20250108,1620.34,1623.19,1632.37,1570.52,-6.33,-0.39,1907015.0,1360214135.0,3.8,1.94,行业板块
explicit_idx_type,行业板块,BK1440.DC,20250108,3001.7,2981.84,3018.9,2911.17,18.85,0.63,1648617.0,1570554533.0,3.61,1.85,行业板块
explicit_idx_type,行业板块,BK1441.DC,20250108,3154.4,3111.37,3169.85,3050.81,40.8,1.31,909489.0,1027522577.0,3.82,2.05,行业板块
explicit_idx_type,行业板块,BK1442.DC,20250108,1570.3,1574.91,1584.07,1519.61,-13.52,-0.85,735556.0,693740371.0,4.07,3.32,行业板块
explicit_idx_type,行业板块,BK1443.DC,20250108,3024.59,3016.17,3049.31,2925.06,-17.42,-0.57,165427.0,297179137.0,4.08,1.58,行业板块
explicit_idx_type,行业板块,BK1444.DC,20250108,5858.76,5837.19,5915.02,5661.56,-0.24,0.0,34123243.0,41360020863.0,4.33,4.2,行业板块
explicit_idx_type,行业板块,BK1445.DC,20250108,3436.89,3423.99,3464.12,3333.96,-1.91,-0.06,2481529.0,3900794899.0,3.79,1.42,行业板块
explicit_idx_type,行业板块,BK1446.DC,20250108,6157.97,6114.15,6204.47,5933.79,28.37,0.46,13113011.0,24520857640.0,4.42,4.16,行业板块
explicit_idx_type,行业板块,BK1447.DC,20250108,7119.6,7144.93,7195.12,6883.95,-40.42,-0.56,16751505.0,34887102514.0,4.35,3.54,行业板块
explicit_idx_type,行业板块,BK1448.DC,20250108,5396.9,5409.55,5450.25,5219.79,-46.74,-0.86,5758508.0,11072051205.0,4.23,2.55,行业板块
explicit_idx_type,行业板块,BK1449.DC,20250108,2448.78,2376.21,2464.84,2360.28,70.9,2.98,2267626.0,3501726360.0,4.4,1.82,行业板块
explicit_idx_type,行业板块,BK1450.DC,20250108,14972.37,14349.38,14979.49,14349.38,591.22,4.11,1483342.0,7736777220.0,4.38,1.12,行业板块
explicit_idx_type,行业板块,BK1451.DC,20250108,8479.48,8366.07,8549.26,8190.09,64.02,0.76,499689.0,642017512.0,4.27,1.71,行业板块
explicit_idx_type,行业板块,BK1452.DC,20250108,1709.2,1631.53,1717.48,1609.99,62.44,3.79,693815.0,842297919.0,6.53,3.74,行业板块
explicit_idx_type,行业板块,BK1453.DC,20250108,2921.01,2917.25,2937.78,2808.04,8.94,0.31,4193975.0,3336262325.0,4.46,3.95,行业板块
explicit_idx_type,行业板块,BK1454.DC,20250108,2721.23,2706.26,2744.43,2617.45,0.17,0.01,1442793.0,1886376408.0,4.67,4.23,行业板块
explicit_idx_type,行业板块,BK1455.DC,20250108,3291.52,3258.21,3310.02,3171.16,27.55,0.84,7081839.0,6143814084.0,4.25,4.21,行业板块
explicit_idx_type,行业板块,BK1456.DC,20250108,1008.92,991.36,1013.66,962.3,26.1,2.66,535834.0,295957892.0,5.23,3.71,行业板块
explicit_idx_type,行业板块,BK1457.DC,20250108,2115.39,2018.14,2116.95,1998.04,87.1,4.29,1582306.0,2722007715.0,5.86,2.94,行业板块
explicit_idx_type,行业板块,BK1458.DC,20250108,757.92,738.09,765.52,730.43,17.67,2.39,117488.0,276592668.0,4.74,1.77,行业板块
explicit_idx_type,行业板块,BK1459.DC,20250108,2162.48,2069.33,2173.1,2041.24,88.6,4.27,574021.0,2129107247.0,6.36,1.67,行业板块
explicit_idx_type,行业板块,BK1460.DC,20250108,1899.69,1906.37,1908.5,1841.03,-12.55,-0.66,3034428.0,1145502479.0,3.53,3.67,行业板块
explicit_idx_type,行业板块,BK1461.DC,20250108,1997.82,2001.7,2005.11,1956.95,-8.91,-0.44,855130.0,385371624.0,2.4,0.8,行业板块
explicit_idx_type,行业板块,BK1462.DC,20250108,3653.39,3674.21,3674.94,3548.96,-26.44,-0.72,1012635.0,817088644.0,3.42,1.06,行业板块
explicit_idx_type,行业板块,BK1463.DC,20250108,1626.37,1624.65,1639.47,1582.37,0.51,0.03,1233183.0,637293124.0,3.51,2.31,行业板块
explicit_idx_type,行业板块,BK1464.DC,20250108,1780.34,1779.68,1791.64,1747.13,-4.54,-0.25,2741866.0,1770676510.0,2.49,0.88,行业板块
explicit_idx_type,行业板块,BK1465.DC,20250108,5269.86,5295.86,5295.96,5192.12,297.65,5.99,461065.0,468461340.0,2.09,1.48,行业板块
explicit_idx_type,行业板块,BK1466.DC,20250108,1750.6,1754.14,1763.19,1699.34,-9.13,-0.52,860884.0,477009004.0,3.63,1.67,行业板块
explicit_idx_type,行业板块,BK1467.DC,20250108,1647.41,1654.85,1656.36,1598.91,-19.8,-1.19,741789.0,451931959.0,3.45,1.77,行业板块
explicit_idx_type,行业板块,BK1468.DC,20250108,3232.81,3228.5,3247.61,3144.49,-10.79,-0.33,1380716.0,1615974145.0,3.18,1.89,行业板块
explicit_idx_type,行业板块,BK1469.DC,20250108,887.18,899.18,900.25,866.84,-15.79,-1.75,81828.0,179118525.0,3.7,0.7,行业板块
explicit_idx_type,行业板块,BK1470.DC,20250108,2121.02,2142.2,2143.91,2072.61,-24.31,-1.13,4204560.0,2496530293.0,3.32,0.7,行业板块
explicit_idx_type,行业板块,BK1471.DC,20250108,670.45,667.12,675.51,652.39,4.32,0.65,2814048.0,3269333905.0,3.47,1.95,行业板块
explicit_idx_type,行业板块,BK1472.DC,20250108,1808.18,1814.96,1814.96,1772.3,-11.57,-0.64,9707985.0,4873004690.0,2.34,0.79,行业板块
explicit_idx_type,行业板块,BK1473.DC,20250108,2285.09,2264.2,2296.58,2210.07,16.76,0.74,8814751.0,3380442114.0,3.81,6.66,行业板块
explicit_idx_type,行业板块,BK1474.DC,20250108,2279.91,2285.55,2293.48,2218.02,-8.22,-0.36,1771263.0,876431778.0,3.3,1.9,行业板块
explicit_idx_type,行业板块,BK1475.DC,20250108,2300.74,2335.74,2335.74,2259.24,-35.19,-1.51,634428.0,500678784.0,3.27,1.01,行业板块
explicit_idx_type,行业板块,BK1476.DC,20250108,1919.4,1931.77,1933.14,1878.21,-28.88,-1.48,952638.0,814320181.0,2.82,1.16,行业板块
explicit_idx_type,行业板块,BK1477.DC,20250108,2080.3,2071.49,2095.23,2033.73,8.74,0.42,4276371.0,2830259240.0,2.97,1.39,行业板块
explicit_idx_type,行业板块,BK1478.DC,20250108,465.99,467.43,469.47,453.49,-0.79,-0.17,4293511.0,2406479809.0,3.42,2.4,行业板块
explicit_idx_type,行业板块,BK1479.DC,20250108,1591.74,1595.5,1603.36,1562.02,-8.39,-0.52,6655318.0,2894665700.0,2.58,0.73,行业板块
explicit_idx_type,行业板块,BK1480.DC,20250108,2028.27,2030.88,2040.02,2002.79,-2.34,-0.12,318703.0,426544046.0,1.83,0.2,行业板块
explicit_idx_type,行业板块,BK1481.DC,20250108,1390.34,1379.26,1403.82,1372.26,9.38,0.68,5446538.0,2748362236.0,2.29,0.53,行业板块
explicit_idx_type,行业板块,BK1482.DC,20250108,1108.92,1101.58,1117.38,1089.83,10.87,0.99,9505124.0,6623603760.0,2.51,1.65,行业板块
explicit_idx_type,行业板块,BK1483.DC,20250108,2709.64,2690.66,2715.73,2661.04,11.75,0.44,3636535.0,2292642743.0,2.03,0.85,行业板块
explicit_idx_type,行业板块,BK1484.DC,20250108,1463.64,1459.91,1471.21,1423.55,3.58,0.25,1136733.0,817286020.0,3.26,2.64,行业板块
explicit_idx_type,行业板块,BK1485.DC,20250108,1451.38,1448.41,1457.51,1426.09,-1.04,-0.07,3012369.0,1741653887.0,2.16,0.37,行业板块
explicit_idx_type,行业板块,BK1486.DC,20250108,3741.05,3753.43,3762.31,3647.48,-22.68,-0.6,630206.0,410756642.0,3.05,1.35,行业板块
explicit_idx_type,行业板块,BK1487.DC,20250108,2793.64,2800.87,2825.9,2714.84,-9.18,-0.33,680273.0,350513189.0,3.96,1.63,行业板块
explicit_idx_type,行业板块,BK1488.DC,20250108,1626.11,1598.96,1631.21,1593.3,16.63,1.03,3232718.0,2723697452.0,2.36,2.59,行业板块
explicit_idx_type,行业板块,BK1489.DC,20250108,4356.07,4354.16,4377.68,4271.18,-6.97,-0.16,699333.0,1126179801.0,2.44,0.56,行业板块
explicit_idx_type,行业板块,BK1490.DC,20250108,2560.77,2588.71,2588.71,2505.65,-40.32,-1.55,1613812.0,1182731236.0,3.19,0.96,行业板块
explicit_idx_type,行业板块,BK1491.DC,20250108,1384.75,1380.02,1388.21,1337.64,-3.13,-0.23,749226.0,521591537.0,3.64,3.08,行业板块
explicit_idx_type,行业板块,BK1492.DC,20250108,698.78,704.7,708.88,685.41,-11.84,-1.67,2859150.0,951941564.0,3.3,1.96,行业板块
explicit_idx_type,行业板块,BK1493.DC,20250108,1611.37,1619.81,1620.49,1589.1,-11.81,-0.73,3287838.0,3798060438.0,1.93,0.5,行业板块
explicit_idx_type,行业板块,BK1494.DC,20250108,1129.26,1139.77,1140.83,1115.17,-13.57,-1.19,11567964.0,2841432155.0,2.25,4.79,行业板块
explicit_idx_type,行业板块,BK1495.DC,20250108,979.14,971.06,991.24,955.83,12.38,1.28,685760.0,981253686.0,3.66,2.14,行业板块
explicit_idx_type,行业板块,BK1496.DC,20250108,543.02,532.19,543.06,528.46,8.33,1.56,181251.0,310295951.0,2.73,1.98,行业板块
explicit_idx_type,行业板块,BK1497.DC,20250108,1733.22,1730.55,1741.14,1685.56,0.33,0.02,509144.0,479754333.0,3.21,2.04,行业板块
explicit_idx_type,行业板块,BK1498.DC,20250108,1368.1,1348.11,1374.68,1325.12,13.69,1.01,688936.0,1178260937.0,3.66,1.93,行业板块
explicit_idx_type,行业板块,BK1499.DC,20250108,612.52,625.25,625.25,610.93,17.5,2.94,352312.0,137758542.0,2.41,3.81,行业板块
explicit_idx_type,行业板块,BK1500.DC,20250108,1942.38,1914.68,1954.48,1905.55,24.9,1.3,63821.0,715826344.0,2.55,0.86,行业板块
explicit_idx_type,行业板块,BK1501.DC,20250108,2875.75,2905.86,2905.9,2804.86,-28.89,-0.99,707236.0,549695040.0,3.48,1.17,行业板块
explicit_idx_type,行业板块,BK1502.DC,20250108,2946.87,2835.42,2957.98,2835.42,103.91,3.65,3207887.0,1047779629.0,4.31,12.4,行业板块
explicit_idx_type,行业板块,BK1503.DC,20250108,2041.23,2052.01,2063.0,1987.7,-7.16,-0.35,424490.0,247363526.0,3.68,1.5,行业板块
explicit_idx_type,行业板块,BK1504.DC,20250108,1427.54,1431.98,1439.22,1404.22,-7.79,-0.54,353317.0,380927675.0,2.44,1.1,行业板块
explicit_idx_type,行业板块,BK1505.DC,20250108,1834.92,1821.63,1838.91,1784.9,-5.99,-0.33,1425443.0,1081868280.0,2.93,1.84,行业板块
explicit_idx_type,行业板块,BK1506.DC,20250108,2303.47,2295.42,2319.55,2231.49,-10.36,-0.45,303768.0,153270779.0,3.81,1.54,行业板块
explicit_idx_type,行业板块,BK1507.DC,20250108,2035.51,2030.29,2068.14,1968.41,-5.4,-0.26,265125.0,684376144.0,4.89,3.5,行业板块
explicit_idx_type,行业板块,BK1508.DC,20250108,1831.95,1842.9,1851.62,1796.86,-18.43,-1.0,1799154.0,932492881.0,2.96,1.67,行业板块
explicit_idx_type,行业板块,BK1509.DC,20250108,5309.97,5281.1,5361.07,5180.47,14.68,0.28,244267.0,357990719.0,3.41,0.77,行业板块
explicit_idx_type,行业板块,BK1510.DC,20250108,799.13,795.57,816.91,780.44,-8.61,-1.07,668190.0,225227227.0,4.52,2.13,行业板块
explicit_idx_type,行业板块,BK1511.DC,20250108,2735.38,2750.95,2772.38,2674.37,-29.76,-1.08,634886.0,632519837.0,3.54,1.48,行业板块
explicit_idx_type,行业板块,BK1512.DC,20250108,3888.86,3899.41,3927.76,3834.74,-9.35,-0.24,2211202.0,2326242601.0,2.39,0.78,行业板块
explicit_idx_type,行业板块,BK1513.DC,20250108,1004.58,999.63,1019.24,980.02,2.68,0.27,127897.0,98238964.0,3.91,1.72,行业板块
explicit_idx_type,行业板块,BK1514.DC,20250108,642.77,616.25,656.24,615.49,24.98,4.04,2071036.0,781811997.0,6.6,5.51,行业板块
explicit_idx_type,行业板块,BK1515.DC,20250108,936.51,952.02,952.02,924.58,-20.97,-2.19,285449.0,351993939.0,2.87,0.9,行业板块
explicit_idx_type,行业板块,BK1516.DC,20250108,661.45,663.85,666.5,645.49,-5.06,-0.76,737315.0,298588272.0,3.15,0.95,行业板块
explicit_idx_type,行业板块,BK1517.DC,20250108,749.41,750.15,757.12,726.47,-3.42,-0.45,247798.0,142045997.0,4.07,1.98,行业板块
explicit_idx_type,行业板块,BK1518.DC,20250108,3686.5,3713.77,3736.61,3575.1,-76.68,-2.04,3107142.0,2400526549.0,4.29,4.62,行业板块
explicit_idx_type,行业板块,BK1519.DC,20250108,6416.17,6489.95,6489.95,6285.26,-98.76,-1.52,1384785.0,6890903102.0,3.14,1.39,行业板块
explicit_idx_type,行业板块,BK1520.DC,20250108,3256.09,3291.51,3291.51,3184.95,-53.12,-1.61,3141251.0,4424462754.0,3.22,0.86,行业板块
explicit_idx_type,行业板块,BK1521.DC,20250108,2027.25,2002.46,2033.1,1949.5,13.43,0.67,1620206.0,2110671907.0,4.15,2.05,行业板块
explicit_idx_type,行业板块,BK1522.DC,20250108,1968.9,1952.62,1971.52,1903.23,11.25,0.57,799669.0,1576908837.0,3.49,2.63,行业板块
explicit_idx_type,行业板块,BK1523.DC,20250108,1576.0,1552.95,1581.1,1527.1,21.61,1.39,1118874.0,444389143.0,3.47,2.3,行业板块
explicit_idx_type,行业板块,BK1524.DC,20250108,882.64,883.67,889.83,852.75,-6.42,-0.72,651913.0,497722925.0,4.17,1.94,行业板块
explicit_idx_type,行业板块,BK1525.DC,20250108,3924.2,3889.62,3957.58,3781.3,18.94,0.48,3326497.0,5143260847.0,4.51,1.45,行业板块
explicit_idx_type,行业板块,BK1526.DC,20250108,2915.68,2882.7,2930.54,2808.71,21.33,0.74,30727160.0,26824781583.0,4.21,5.09,行业板块
explicit_idx_type,行业板块,BK1527.DC,20250108,2645.49,2633.65,2660.93,2559.03,-0.23,-0.01,3815870.0,4272214728.0,3.85,2.24,行业板块
explicit_idx_type,行业板块,BK1528.DC,20250108,3346.48,3343.64,3367.68,3236.06,-10.07,-0.3,4941616.0,5725366268.0,3.92,2.89,行业板块
explicit_idx_type,行业板块,BK1529.DC,20250108,2873.29,2858.06,2887.62,2769.08,-4.16,-0.14,4822542.0,4627049836.0,4.12,2.26,行业板块
explicit_idx_type,行业板块,BK1530.DC,20250108,2008.51,1990.66,2015.31,1954.18,9.5,0.48,3214778.0,4173941877.0,3.06,1.46,行业板块
explicit_idx_type,行业板块,BK1531.DC,20250108,3338.45,3263.32,3351.31,3235.14,40.91,1.24,1398221.0,1895680455.0,3.52,2.83,行业板块
explicit_idx_type,行业板块,BK1532.DC,20250108,1682.33,1681.03,1692.32,1638.49,-2.28,-0.14,1016987.0,501816677.0,3.2,1.36,行业板块
explicit_idx_type,行业板块,BK1533.DC,20250108,2718.97,2714.01,2732.57,2628.09,-2.99,-0.11,623082.0,428623207.0,3.84,1.48,行业板块
explicit_idx_type,行业板块,BK1534.DC,20250108,4828.85,4723.07,4856.59,4637.0,37.25,0.78,1915387.0,2247844605.0,4.58,13.06,行业板块
explicit_idx_type,行业板块,BK1535.DC,20250108,1530.28,1507.46,1530.28,1479.18,17.99,1.19,2266900.0,1663363227.0,3.38,1.94,行业板块
explicit_idx_type,行业板块,BK1536.DC,20250108,937.37,953.27,955.19,913.55,-10.24,-1.08,650898.0,619658751.0,4.39,3.19,行业板块
explicit_idx_type,行业板块,BK1537.DC,20250108,1905.04,1885.69,1912.04,1846.52,15.82,0.84,1788803.0,1554698221.0,3.47,2.21,行业板块
explicit_idx_type,行业板块,BK1538.DC,20250108,865.94,857.91,867.88,841.1,12.29,1.44,1414185.0,1122352560.0,3.14,3.15,行业板块
explicit_idx_type,行业板块,BK1539.DC,20250108,5268.18,5283.81,5305.79,5141.24,-53.75,-1.01,837407.0,997469536.0,3.09,1.76,行业板块
explicit_idx_type,行业板块,BK1540.DC,20250108,5023.47,4960.42,5042.82,4853.54,53.13,1.07,1644614.0,1356996172.0,3.81,2.13,行业板块
explicit_idx_type,行业板块,BK1541.DC,20250108,620.72,613.88,625.6,600.07,8.98,1.47,502310.0,268705314.0,4.17,1.69,行业板块
explicit_idx_type,行业板块,BK1542.DC,20250108,2832.09,2792.31,2841.78,2700.2,21.82,0.78,1003316.0,1279625904.0,5.04,4.21,行业板块
explicit_idx_type,行业板块,BK1543.DC,20250108,1936.87,1925.6,1948.85,1873.41,3.24,0.17,1652623.0,2171335166.0,3.9,2.77,行业板块
explicit_idx_type,行业板块,BK1544.DC,20250108,1992.21,1988.55,2002.88,1943.19,-11.75,-0.59,3491673.0,1273176012.0,2.98,1.9,行业板块
explicit_idx_type,行业板块,BK1545.DC,20250108,1824.35,1840.88,1840.88,1777.38,-20.22,-1.1,2312270.0,1211176787.0,3.44,2.86,行业板块
explicit_idx_type,行业板块,BK1546.DC,20250108,1659.34,1563.48,1671.2,1563.48,85.58,5.44,2093264.0,2754123207.0,6.84,6.2,行业板块
explicit_idx_type,行业板块,BK1547.DC,20250108,2175.26,2150.76,2188.64,2100.33,11.24,0.52,3302914.0,2185334936.0,4.08,10.26,行业板块
explicit_idx_type,行业板块,BK1548.DC,20250108,1204.12,1215.02,1222.15,1178.67,-9.97,-0.82,397601.0,290175829.0,3.58,0.38,行业板块
explicit_idx_type,行业板块,BK1549.DC,20250108,7250.45,7307.65,7307.65,7080.8,-74.53,-1.02,499339.0,1071247236.0,3.1,1.3,行业板块
explicit_idx_type,行业板块,BK1550.DC,20250108,8900.05,8865.37,8941.95,8646.83,4.53,0.05,8747117.0,7488360294.0,3.32,4.59,行业板块
explicit_idx_type,行业板块,BK1551.DC,20250108,1816.36,1747.1,1822.37,1730.71,42.93,2.42,20276938.0,9262340264.0,5.17,6.18,行业板块
explicit_idx_type,行业板块,BK1552.DC,20250108,1635.03,1584.4,1641.8,1565.59,34.17,2.13,8741458.0,6391521769.0,4.76,5.94,行业板块
explicit_idx_type,行业板块,BK1553.DC,20250108,1595.19,1538.51,1595.49,1533.32,43.94,2.83,5891958.0,3460073999.0,4.01,5.41,行业板块
explicit_idx_type,行业板块,BK1554.DC,20250108,1608.74,1589.51,1613.52,1572.58,9.3,0.58,7195544.0,3887943277.0,2.56,2.5,行业板块
explicit_idx_type,行业板块,BK1555.DC,20250108,1510.72,1506.5,1526.32,1452.6,-14.38,-0.94,2517846.0,3950961314.0,4.83,5.35,行业板块
explicit_idx_type,行业板块,BK1556.DC,20250108,1640.86,1633.11,1654.05,1578.81,-4.77,-0.29,1842141.0,1094465182.0,4.57,5.77,行业板块
explicit_idx_type,行业板块,BK1557.DC,20250108,4161.3,4156.86,4198.04,4034.53,-7.17,-0.17,4853233.0,2408415249.0,3.92,5.33,行业板块
explicit_idx_type,行业板块,BK1558.DC,20250108,1835.68,1842.92,1856.83,1764.85,7.19,0.39,381240.0,238432392.0,5.03,2.37,行业板块
explicit_idx_type,行业板块,BK1559.DC,20250108,1872.39,1838.69,1875.77,1822.83,37.28,2.03,860360.0,640394048.0,2.88,4.54,行业板块
explicit_idx_type,行业板块,BK1560.DC,20250108,2167.13,2158.22,2175.93,2117.96,5.08,0.23,518870.0,540174039.0,2.68,1.38,行业板块
explicit_idx_type,行业板块,BK1561.DC,20250108,1914.66,1909.11,1922.11,1864.31,0.37,0.02,701654.0,485359538.0,3.02,1.35,行业板块
explicit_idx_type,行业板块,BK1562.DC,20250108,2911.28,2910.81,2927.17,2842.9,-16.09,-0.55,753590.0,792016047.0,2.88,1.61,行业板块
explicit_idx_type,行业板块,BK1563.DC,20250108,2820.79,2775.2,2828.2,2755.4,25.69,0.92,1332947.0,1603758298.0,2.6,2.98,行业板块
explicit_idx_type,行业板块,BK1564.DC,20250108,957.42,961.28,967.28,928.58,-5.99,-0.62,346060.0,251538337.0,4.02,3.13,行业板块
explicit_idx_type,行业板块,BK1565.DC,20250108,1067.37,1071.24,1088.27,1030.26,-18.08,-1.67,252985.0,412276567.0,5.34,2.48,行业板块
explicit_idx_type,行业板块,BK1566.DC,20250108,6132.05,6149.41,6168.24,5968.29,-37.76,-0.61,1084822.0,1364144161.0,3.24,1.29,行业板块
explicit_idx_type,行业板块,BK1567.DC,20250108,741.07,740.41,746.89,715.9,-1.86,-0.25,70603.0,137157664.0,4.17,1.32,行业板块
