group_id,row_index,probe_scope,request_idx_type,ts_code,trade_date,close,open,high,low,change,pct_change,vol,amount,swing,turnover_rate,category
explicit_idx_type-000073,1,explicit_idx_type,行业板块,BK0477.DC,20250102,50984.55,51546.85,52059.52,50646.57,-856.85,-1.65,4658428.0,23366355512.0,2.73,1.52,行业板块
explicit_idx_type-000073,2,explicit_idx_type,概念板块,BK0477.DC,20250102,50984.55,51546.85,52059.52,50646.57,-856.85,-1.65,4658427.0,23366355512.0,2.73,1.52,概念板块
explicit_idx_type-000074,1,explicit_idx_type,行业板块,BK0477.DC,20250103,49403.57,50987.22,51079.82,49257.88,-1580.98,-3.1,3996002.0,17242615756.0,3.57,1.3,行业板块
explicit_idx_type-000074,2,explicit_idx_type,概念板块,BK0477.DC,20250103,49403.57,50987.22,51079.82,49257.88,-1580.98,-3.1,3996002.0,17242615756.0,3.57,1.3,概念板块
explicit_idx_type-000075,1,explicit_idx_type,行业板块,BK0477.DC,20250106,47904.55,48212.29,48936.17,47605.89,-1499.02,-3.03,3818763.0,20231140991.0,2.69,1.25,行业板块
explicit_idx_type-000075,2,explicit_idx_type,概念板块,BK0477.DC,20250106,47904.55,48212.29,48936.17,47605.89,-1499.02,-3.03,3818763.0,20231140991.0,2.69,1.25,概念板块
explicit_idx_type-000076,1,explicit_idx_type,行业板块,BK0477.DC,20250107,48612.44,48011.27,48612.44,47655.29,707.89,1.48,2667359.0,12330798394.0,2.0,0.87,行业板块
explicit_idx_type-000076,2,explicit_idx_type,概念板块,BK0477.DC,20250107,48612.44,48011.27,48612.44,47655.29,707.89,1.48,2667358.0,12330798394.0,2.0,0.87,概念板块
explicit_idx_type-000077,1,explicit_idx_type,行业板块,BK0477.DC,20250108,48397.07,48498.15,48862.88,47458.3,-215.37,-0.44,3088422.0,15593890279.0,2.89,1.01,行业板块
explicit_idx_type-000077,2,explicit_idx_type,概念板块,BK0477.DC,20250108,48397.07,48498.15,48862.88,47458.3,-215.37,-0.44,3088422.0,15593890279.0,2.89,1.01,概念板块
explicit_idx_type-000078,1,explicit_idx_type,行业板块,BK0477.DC,20250109,48410.73,48200.01,48963.18,47991.4,13.66,0.03,2447131.0,13041778823.0,2.01,0.8,行业板块
explicit_idx_type-000078,2,explicit_idx_type,概念板块,BK0477.DC,20250109,48410.73,48200.01,48963.18,47991.4,13.66,0.03,2447131.0,13041778823.0,2.01,0.8,概念板块
explicit_idx_type-000079,1,explicit_idx_type,行业板块,BK0477.DC,20250110,47086.36,48378.05,48451.31,47086.36,-1324.37,-2.74,2389139.0,10839311114.0,2.82,0.78,行业板块
explicit_idx_type-000079,2,explicit_idx_type,概念板块,BK0477.DC,20250110,47086.36,48378.05,48451.31,47086.36,-1324.37,-2.74,2389138.0,10839311114.0,2.82,0.78,概念板块
explicit_idx_type-000080,1,explicit_idx_type,行业板块,BK0477.DC,20250113,47319.75,46687.59,47319.75,46536.62,233.39,0.5,2390143.0,11197789442.0,1.66,0.78,行业板块
explicit_idx_type-000080,2,explicit_idx_type,概念板块,BK0477.DC,20250113,47319.75,46687.59,47319.75,46536.62,233.39,0.5,2390142.0,11197789442.0,1.66,0.78,概念板块
explicit_idx_type-000081,1,explicit_idx_type,行业板块,BK0477.DC,20250114,48752.32,47345.87,48752.32,47345.87,1432.57,3.03,3432784.0,16826033790.0,2.97,1.12,行业板块
explicit_idx_type-000081,2,explicit_idx_type,概念板块,BK0477.DC,20250114,48752.32,47345.87,48752.32,47345.87,1432.57,3.03,3432783.0,16826033790.0,2.97,1.12,概念板块
explicit_idx_type-000082,1,explicit_idx_type,行业板块,BK0477.DC,20250115,48682.77,48660.47,48883.82,48376.41,-69.55,-0.14,2631700.0,10301984826.0,1.04,0.86,行业板块
explicit_idx_type-000082,2,explicit_idx_type,概念板块,BK0477.DC,20250115,48682.77,48660.47,48883.82,48376.41,-69.55,-0.14,2631699.0,10301984826.0,1.04,0.86,概念板块
explicit_idx_type-000083,1,explicit_idx_type,行业板块,BK0477.DC,20250116,48729.98,48872.95,49553.18,48334.05,47.21,0.1,2824391.0,12869264318.0,2.5,0.92,行业板块
explicit_idx_type-000083,2,explicit_idx_type,概念板块,BK0477.DC,20250116,48729.98,48872.95,49553.18,48334.05,47.21,0.1,2824391.0,12869264318.0,2.5,0.92,概念板块
explicit_idx_type-000084,1,explicit_idx_type,行业板块,BK0477.DC,20250117,49039.4,48633.39,49365.34,48529.89,309.42,0.63,2784321.0,11662656650.0,1.71,0.91,行业板块
explicit_idx_type-000084,2,explicit_idx_type,概念板块,BK0477.DC,20250117,49039.4,48633.39,49365.34,48529.89,309.42,0.63,2784320.0,11662656650.0,1.71,0.91,概念板块
explicit_idx_type-000085,1,explicit_idx_type,行业板块,BK0477.DC,20250120,49250.68,49045.89,49651.84,48902.2,211.28,0.43,2792214.0,14945900560.0,1.53,0.91,行业板块
explicit_idx_type-000085,2,explicit_idx_type,概念板块,BK0477.DC,20250120,49250.68,49045.89,49651.84,48902.2,211.28,0.43,2792214.0,14945900560.0,1.53,0.91,概念板块
explicit_idx_type-000086,1,explicit_idx_type,行业板块,BK0477.DC,20250121,48565.99,49341.36,49393.91,48348.77,-684.69,-1.39,2767081.0,11062938680.0,2.12,0.9,行业板块
explicit_idx_type-000086,2,explicit_idx_type,概念板块,BK0477.DC,20250121,48565.99,49341.36,49393.91,48348.77,-684.69,-1.39,2767080.0,11062938680.0,2.12,0.9,概念板块
explicit_idx_type-000087,1,explicit_idx_type,行业板块,BK0477.DC,20250122,47705.81,48390.57,48390.57,47570.49,-860.18,-1.77,2384299.0,12204542755.0,1.69,0.78,行业板块
explicit_idx_type-000087,2,explicit_idx_type,概念板块,BK0477.DC,20250122,47705.81,48390.57,48390.57,47570.49,-860.18,-1.77,2384298.0,12204542755.0,1.69,0.78,概念板块
explicit_idx_type-000088,1,explicit_idx_type,行业板块,BK0477.DC,20250123,47628.94,48071.5,48513.35,47628.94,-76.87,-0.16,2583133.0,12434590895.0,1.85,0.84,行业板块
explicit_idx_type-000088,2,explicit_idx_type,概念板块,BK0477.DC,20250123,47628.94,48071.5,48513.35,47628.94,-76.87,-0.16,2583132.0,12434590895.0,1.85,0.84,概念板块
explicit_idx_type-000089,1,explicit_idx_type,行业板块,BK0477.DC,20250124,47695.02,47398.14,47769.63,47246.53,66.08,0.14,2919027.0,13854114681.0,1.1,0.95,行业板块
explicit_idx_type-000089,2,explicit_idx_type,概念板块,BK0477.DC,20250124,47695.02,47398.14,47769.63,47246.53,66.08,0.14,2919026.0,13854114681.0,1.1,0.95,概念板块
explicit_idx_type-000090,1,explicit_idx_type,行业板块,BK0477.DC,20250127,47303.19,47692.88,47992.53,47303.19,-391.83,-0.82,2439880.0,11596336010.0,1.45,0.8,行业板块
explicit_idx_type-000090,2,explicit_idx_type,概念板块,BK0477.DC,20250127,47303.19,47692.88,47992.53,47303.19,-391.83,-0.82,2439880.0,11596336010.0,1.45,0.8,概念板块
explicit_idx_type-000091,1,explicit_idx_type,行业板块,BK0480.DC,20250102,40766.81,42505.14,42530.47,40431.49,-1931.13,-4.52,6812145.0,16055475116.0,4.92,1.82,行业板块
explicit_idx_type-000091,2,explicit_idx_type,概念板块,BK0480.DC,20250102,40766.81,42505.14,42530.47,40431.49,-1931.13,-4.52,6812145.0,16055475116.0,4.92,1.77,概念板块
explicit_idx_type-000092,1,explicit_idx_type,行业板块,BK0480.DC,20250103,39283.07,40715.25,40819.31,39279.27,-1483.74,-3.64,6522654.0,13181159315.0,3.78,1.74,行业板块
explicit_idx_type-000092,2,explicit_idx_type,概念板块,BK0480.DC,20250103,39283.07,40715.25,40819.31,39279.27,-1483.74,-3.64,6522654.0,13181159315.0,3.78,1.69,概念板块
explicit_idx_type-000093,1,explicit_idx_type,行业板块,BK0480.DC,20250106,38818.09,39127.84,39420.6,38523.59,-464.98,-1.18,4382826.0,8990247591.0,2.28,1.17,行业板块
explicit_idx_type-000093,2,explicit_idx_type,概念板块,BK0480.DC,20250106,38818.09,39127.84,39420.6,38523.59,-464.98,-1.18,4382826.0,8990247591.0,2.28,1.14,概念板块
explicit_idx_type-000094,1,explicit_idx_type,行业板块,BK0480.DC,20250107,39719.23,38984.59,39720.16,38899.33,901.14,2.32,4088643.0,7939953016.0,2.11,1.09,行业板块
explicit_idx_type-000094,2,explicit_idx_type,概念板块,BK0480.DC,20250107,39719.23,38984.59,39720.16,38899.33,901.14,2.32,4088643.0,7939953016.0,2.11,1.06,概念板块
explicit_idx_type-000095,1,explicit_idx_type,行业板块,BK0480.DC,20250108,39578.57,39562.5,39958.95,38491.5,-140.66,-0.35,5121176.0,10760825656.0,3.69,1.36,行业板块
explicit_idx_type-000095,2,explicit_idx_type,概念板块,BK0480.DC,20250108,39578.57,39562.5,39958.95,38491.5,-140.66,-0.35,5121176.0,10760825656.0,3.69,1.33,概念板块
explicit_idx_type-000096,1,explicit_idx_type,行业板块,BK0480.DC,20250109,40627.35,39452.8,41009.79,39371.53,1048.78,2.65,5496017.0,12700291111.0,4.14,1.46,行业板块
explicit_idx_type-000096,2,explicit_idx_type,概念板块,BK0480.DC,20250109,40627.35,39452.8,41009.79,39371.53,1048.78,2.65,5496017.0,12700291111.0,4.14,1.43,概念板块
explicit_idx_type-000097,1,explicit_idx_type,行业板块,BK0480.DC,20250110,39677.7,40385.26,41088.83,39677.7,-949.65,-2.34,4635143.0,10326992990.0,3.47,1.24,行业板块
explicit_idx_type-000097,2,explicit_idx_type,概念板块,BK0480.DC,20250110,39677.7,40385.26,41088.83,39677.7,-949.65,-2.34,4635143.0,10326992990.0,3.47,1.2,概念板块
explicit_idx_type-000098,1,explicit_idx_type,行业板块,BK0480.DC,20250113,39867.66,39192.05,40414.65,38777.31,189.96,0.48,3680383.0,8173199230.0,4.13,0.98,行业板块
explicit_idx_type-000098,2,explicit_idx_type,概念板块,BK0480.DC,20250113,39867.66,39192.05,40414.65,38777.31,189.96,0.48,3680382.0,8173199230.0,4.13,0.96,概念板块
explicit_idx_type-000099,1,explicit_idx_type,行业板块,BK0480.DC,20250114,41458.81,39992.5,41462.59,39943.61,1591.15,3.99,5107883.0,11413825062.0,3.81,1.36,行业板块
explicit_idx_type-000099,2,explicit_idx_type,概念板块,BK0480.DC,20250114,41458.81,39992.5,41462.59,39943.61,1591.15,3.99,5107882.0,11413825062.0,3.81,1.33,概念板块
explicit_idx_type-000100,1,explicit_idx_type,行业板块,BK0480.DC,20250115,40767.87,41336.49,41513.69,40684.22,-690.94,-1.67,4132046.0,9120282398.0,2.0,1.1,行业板块
explicit_idx_type-000100,2,explicit_idx_type,概念板块,BK0480.DC,20250115,40767.87,41336.49,41513.69,40684.22,-690.94,-1.67,4132046.0,9120282398.0,2.0,1.07,概念板块
explicit_idx_type-000101,1,explicit_idx_type,行业板块,BK0480.DC,20250116,40641.12,40944.22,41442.67,40391.75,-126.75,-0.31,4081753.0,8308613364.0,2.58,1.09,行业板块
explicit_idx_type-000101,2,explicit_idx_type,概念板块,BK0480.DC,20250116,40641.12,40944.22,41442.67,40391.75,-126.75,-0.31,4081752.0,8308613364.0,2.58,1.06,概念板块
explicit_idx_type-000102,1,explicit_idx_type,行业板块,BK0480.DC,20250117,40995.61,40523.16,41352.38,40382.23,354.49,0.87,4045133.0,9378713343.0,2.39,1.08,行业板块
explicit_idx_type-000102,2,explicit_idx_type,概念板块,BK0480.DC,20250117,40995.61,40523.16,41352.38,40382.23,354.49,0.87,4045133.0,9378713343.0,2.39,1.05,概念板块
explicit_idx_type-000103,1,explicit_idx_type,行业板块,BK0480.DC,20250120,41237.84,41228.99,41490.53,40965.93,242.23,0.59,3808068.0,9583222951.0,1.28,1.01,行业板块
explicit_idx_type-000103,2,explicit_idx_type,概念板块,BK0480.DC,20250120,41237.84,41228.99,41490.53,40965.93,242.23,0.59,3808067.0,9583222951.0,1.28,0.99,概念板块
explicit_idx_type-000104,1,explicit_idx_type,行业板块,BK0480.DC,20250121,40957.78,41177.51,41263.81,40489.92,-280.06,-0.68,5626289.0,8453658595.0,1.88,1.5,行业板块
explicit_idx_type-000104,2,explicit_idx_type,概念板块,BK0480.DC,20250121,40957.78,41177.51,41263.81,40489.92,-280.06,-0.68,5626289.0,8453658595.0,1.88,1.46,概念板块
explicit_idx_type-000105,1,explicit_idx_type,行业板块,BK0480.DC,20250122,40410.14,40769.56,40772.15,40217.23,-547.64,-1.34,4279361.0,7631970268.0,1.35,1.14,行业板块
explicit_idx_type-000105,2,explicit_idx_type,概念板块,BK0480.DC,20250122,40410.14,40769.56,40772.15,40217.23,-547.64,-1.34,4279361.0,7631970268.0,1.35,1.11,概念板块
explicit_idx_type-000106,1,explicit_idx_type,行业板块,BK0480.DC,20250123,40027.75,40593.71,41161.61,40027.75,-382.39,-0.95,5483105.0,11670024079.0,2.81,1.46,行业板块
explicit_idx_type-000106,2,explicit_idx_type,概念板块,BK0480.DC,20250123,40027.75,40593.71,41161.61,40027.75,-382.39,-0.95,5483105.0,11670024079.0,2.81,1.42,概念板块
explicit_idx_type-000107,1,explicit_idx_type,行业板块,BK0480.DC,20250124,40184.58,39965.36,40219.48,39703.4,156.83,0.39,4138150.0,8003277329.0,1.29,1.1,行业板块
explicit_idx_type-000107,2,explicit_idx_type,概念板块,BK0480.DC,20250124,40184.58,39965.36,40219.48,39703.4,156.83,0.39,4138149.0,8003277329.0,1.29,1.07,概念板块
explicit_idx_type-000108,1,explicit_idx_type,行业板块,BK0480.DC,20250127,39608.12,40159.5,40434.4,39604.11,-576.46,-1.43,3641231.0,7405668554.0,2.07,0.97,行业板块
explicit_idx_type-000108,2,explicit_idx_type,概念板块,BK0480.DC,20250127,39608.12,40159.5,40434.4,39604.11,-576.46,-1.43,3641230.0,7405668554.0,2.07,0.94,概念板块
explicit_idx_type-000109,1,explicit_idx_type,行业板块,BK0485.DC,20250102,14801.11,14651.53,15132.7,14651.53,172.72,1.18,9295317.0,9766120170.0,3.29,4.26,行业板块
explicit_idx_type-000109,2,explicit_idx_type,概念板块,BK0485.DC,20250102,14801.11,14651.53,15132.7,14651.53,172.72,1.18,9295316.0,9766120170.0,3.29,4.21,概念板块
explicit_idx_type-000110,1,explicit_idx_type,行业板块,BK0485.DC,20250103,13975.94,14830.35,14830.35,13957.8,-825.17,-5.58,8326152.0,7753666911.0,5.9,3.82,行业板块
explicit_idx_type-000110,2,explicit_idx_type,概念板块,BK0485.DC,20250103,13975.94,14830.35,14830.35,13957.8,-825.17,-5.58,8326152.0,7753666911.0,5.9,3.77,概念板块
explicit_idx_type-000111,1,explicit_idx_type,行业板块,BK0485.DC,20250106,13696.9,13802.08,13920.39,13554.32,-279.04,-2.0,5860744.0,5604779961.0,2.62,2.69,行业板块
explicit_idx_type-000111,2,explicit_idx_type,概念板块,BK0485.DC,20250106,13696.9,13802.08,13920.39,13554.32,-279.04,-2.0,5860743.0,5604779961.0,2.62,2.65,概念板块
explicit_idx_type-000112,1,explicit_idx_type,行业板块,BK0485.DC,20250107,13925.72,13740.78,13928.02,13697.03,228.82,1.67,4725780.0,4515897938.0,1.69,2.17,行业板块
explicit_idx_type-000112,2,explicit_idx_type,概念板块,BK0485.DC,20250107,13925.72,13740.78,13928.02,13697.03,228.82,1.67,4725780.0,4515897938.0,1.69,2.14,概念板块
explicit_idx_type-000113,1,explicit_idx_type,行业板块,BK0485.DC,20250108,13999.25,13867.05,14041.48,13663.8,73.53,0.53,5274575.0,5256663174.0,2.71,2.42,行业板块
explicit_idx_type-000113,2,explicit_idx_type,概念板块,BK0485.DC,20250108,13999.25,13867.05,14041.48,13663.8,73.53,0.53,5274574.0,5256663174.0,2.71,2.39,概念板块
explicit_idx_type-000114,1,explicit_idx_type,行业板块,BK0485.DC,20250109,13912.62,13884.92,14029.11,13849.79,-86.63,-0.62,4529304.0,4319390678.0,1.28,2.08,行业板块
explicit_idx_type-000114,2,explicit_idx_type,概念板块,BK0485.DC,20250109,13912.62,13884.92,14029.11,13849.79,-86.63,-0.62,4529303.0,4319390678.0,1.28,2.05,概念板块
explicit_idx_type-000115,1,explicit_idx_type,行业板块,BK0485.DC,20250110,13494.4,13900.7,13916.43,13494.2,-418.22,-3.01,4618688.0,4387690593.0,3.03,2.12,行业板块
explicit_idx_type-000115,2,explicit_idx_type,概念板块,BK0485.DC,20250110,13494.4,13900.7,13916.43,13494.2,-418.22,-3.01,4618688.0,4387690593.0,3.03,2.09,概念板块
explicit_idx_type-000116,1,explicit_idx_type,行业板块,BK0485.DC,20250113,13610.04,13384.4,13658.8,13237.3,115.64,0.86,4243802.0,4101715710.0,3.12,1.95,行业板块
explicit_idx_type-000116,2,explicit_idx_type,概念板块,BK0485.DC,20250113,13610.04,13384.4,13658.8,13237.3,115.64,0.86,4243801.0,4101715710.0,3.12,1.92,概念板块
explicit_idx_type-000117,1,explicit_idx_type,行业板块,BK0485.DC,20250114,14154.46,13884.79,14154.46,13776.31,544.42,4.0,6242774.0,6362869629.0,2.78,2.86,行业板块
explicit_idx_type-000117,2,explicit_idx_type,概念板块,BK0485.DC,20250114,14154.46,13884.79,14154.46,13776.31,544.42,4.0,6242773.0,6362869629.0,2.78,2.82,概念板块
explicit_idx_type-000118,1,explicit_idx_type,行业板块,BK0485.DC,20250115,14302.96,14096.3,14473.73,14095.55,148.5,1.05,6029049.0,6110783610.0,2.67,2.76,行业板块
explicit_idx_type-000118,2,explicit_idx_type,概念板块,BK0485.DC,20250115,14302.96,14096.3,14473.73,14095.55,148.5,1.05,6029048.0,6110783610.0,2.67,2.73,概念板块
explicit_idx_type-000119,1,explicit_idx_type,行业板块,BK0485.DC,20250116,14413.25,14330.66,14625.99,14316.81,110.29,0.77,6979051.0,6344844657.0,2.16,3.2,行业板块
explicit_idx_type-000119,2,explicit_idx_type,概念板块,BK0485.DC,20250116,14413.25,14330.66,14625.99,14316.81,110.29,0.77,6979051.0,6344844657.0,2.16,3.16,概念板块
explicit_idx_type-000120,1,explicit_idx_type,行业板块,BK0485.DC,20250117,14388.26,14337.33,14466.35,14227.97,-24.99,-0.17,4991421.0,4824289481.0,1.65,2.29,行业板块
explicit_idx_type-000120,2,explicit_idx_type,概念板块,BK0485.DC,20250117,14388.26,14337.33,14466.35,14227.97,-24.99,-0.17,4991420.0,4824289481.0,1.65,2.26,概念板块
explicit_idx_type-000121,1,explicit_idx_type,行业板块,BK0485.DC,20250120,14450.96,14422.83,14670.17,14336.24,62.7,0.44,6709279.0,6579717082.0,2.32,3.08,行业板块
explicit_idx_type-000121,2,explicit_idx_type,概念板块,BK0485.DC,20250120,14450.96,14422.83,14670.17,14336.24,62.7,0.44,6709278.0,6579717082.0,2.32,3.04,概念板块
explicit_idx_type-000122,1,explicit_idx_type,行业板块,BK0485.DC,20250121,14290.51,14463.85,14588.58,14208.72,-160.45,-1.11,6106155.0,5122282396.0,2.63,2.8,行业板块
explicit_idx_type-000122,2,explicit_idx_type,概念板块,BK0485.DC,20250121,14290.51,14463.85,14588.58,14208.72,-160.45,-1.11,6106155.0,5122282396.0,2.63,2.76,概念板块
explicit_idx_type-000123,1,explicit_idx_type,行业板块,BK0485.DC,20250122,13928.43,14245.79,14245.79,13890.13,-362.08,-2.53,4568322.0,4362015350.0,2.49,2.09,行业板块
explicit_idx_type-000123,2,explicit_idx_type,概念板块,BK0485.DC,20250122,13928.43,14245.79,14245.79,13890.13,-362.08,-2.53,4568321.0,4362015350.0,2.49,2.07,概念板块
explicit_idx_type-000124,1,explicit_idx_type,行业板块,BK0485.DC,20250123,13920.21,14034.99,14117.61,13920.21,-8.22,-0.06,4544809.0,4344750022.0,1.42,2.08,行业板块
explicit_idx_type-000124,2,explicit_idx_type,概念板块,BK0485.DC,20250123,13920.21,14034.99,14117.61,13920.21,-8.22,-0.06,4544809.0,4344750022.0,1.42,2.06,概念板块
explicit_idx_type-000125,1,explicit_idx_type,行业板块,BK0485.DC,20250124,14057.14,13863.56,14059.76,13829.94,136.93,0.98,4516030.0,4085883615.0,1.65,2.07,行业板块
explicit_idx_type-000125,2,explicit_idx_type,概念板块,BK0485.DC,20250124,14057.14,13863.56,14059.76,13829.94,136.93,0.98,4516030.0,4085883615.0,1.65,2.04,概念板块
explicit_idx_type-000126,1,explicit_idx_type,行业板块,BK0485.DC,20250127,13951.43,14094.7,14222.74,13951.43,-105.71,-0.75,4212307.0,4042725459.0,1.93,1.93,行业板块
explicit_idx_type-000126,2,explicit_idx_type,概念板块,BK0485.DC,20250127,13951.43,14094.7,14222.74,13951.43,-105.71,-0.75,4212307.0,4042725459.0,1.93,1.91,概念板块
explicit_idx_type-000127,1,explicit_idx_type,行业板块,BK0729.DC,20250102,771.32,797.42,798.71,764.51,-28.79,-3.6,4047474.0,4583234622.0,4.27,2.61,行业板块
explicit_idx_type-000127,2,explicit_idx_type,概念板块,BK0729.DC,20250102,771.32,797.42,798.71,764.51,-28.79,-3.6,4047474.0,4583234622.0,4.27,0.82,概念板块
explicit_idx_type-000128,1,explicit_idx_type,行业板块,BK0729.DC,20250103,750.95,772.33,776.43,750.05,-20.37,-2.64,3056453.0,3417735694.0,3.42,1.97,行业板块
explicit_idx_type-000128,2,explicit_idx_type,概念板块,BK0729.DC,20250103,750.95,772.33,776.43,750.05,-20.37,-2.64,3056452.0,3417735694.0,3.42,0.62,概念板块
explicit_idx_type-000129,1,explicit_idx_type,行业板块,BK0729.DC,20250106,746.93,745.9,757.65,739.69,-4.02,-0.54,3049103.0,3276094928.0,2.39,1.97,行业板块
explicit_idx_type-000129,2,explicit_idx_type,概念板块,BK0729.DC,20250106,746.93,745.9,757.65,739.69,-4.02,-0.54,3049102.0,3276094928.0,2.39,0.62,概念板块
explicit_idx_type-000130,1,explicit_idx_type,行业板块,BK0729.DC,20250107,760.77,748.17,760.84,746.32,13.84,1.85,2166112.0,2333582093.0,1.94,1.4,行业板块
explicit_idx_type-000130,2,explicit_idx_type,概念板块,BK0729.DC,20250107,760.77,748.17,760.84,746.32,13.84,1.85,2166111.0,2333582093.0,1.94,0.44,概念板块
explicit_idx_type-000131,1,explicit_idx_type,行业板块,BK0729.DC,20250108,772.9,763.94,778.12,752.78,12.13,1.59,3979438.0,3920255821.0,3.33,2.56,行业板块
explicit_idx_type-000131,2,explicit_idx_type,概念板块,BK0729.DC,20250108,772.9,763.94,778.12,752.78,12.13,1.59,3979437.0,3920255821.0,3.33,0.81,概念板块
explicit_idx_type-000132,1,explicit_idx_type,行业板块,BK0729.DC,20250109,767.59,766.54,775.15,765.23,-5.31,-0.69,2659038.0,2774936951.0,1.28,1.71,行业板块
explicit_idx_type-000132,2,explicit_idx_type,概念板块,BK0729.DC,20250109,767.59,766.54,775.15,765.23,-5.31,-0.69,2659037.0,2774936951.0,1.28,0.54,概念板块
explicit_idx_type-000133,1,explicit_idx_type,行业板块,BK0729.DC,20250110,745.65,763.97,769.63,745.65,-21.94,-2.86,2449577.0,2729927575.0,3.12,1.58,行业板块
explicit_idx_type-000133,2,explicit_idx_type,概念板块,BK0729.DC,20250110,745.65,763.97,769.63,745.65,-21.94,-2.86,2449576.0,2729927575.0,3.12,0.5,概念板块
explicit_idx_type-000134,1,explicit_idx_type,行业板块,BK0729.DC,20250113,745.02,737.47,751.21,729.37,-0.63,-0.08,1966144.0,2157065140.0,2.93,1.27,行业板块
explicit_idx_type-000134,2,explicit_idx_type,概念板块,BK0729.DC,20250113,745.02,737.47,751.21,729.37,-0.63,-0.08,1966143.0,2157065140.0,2.93,0.4,概念板块
explicit_idx_type-000135,1,explicit_idx_type,行业板块,BK0729.DC,20250114,778.7,749.93,779.69,748.45,33.68,4.52,3042900.0,3323164518.0,4.19,1.96,行业板块
explicit_idx_type-000135,2,explicit_idx_type,概念板块,BK0729.DC,20250114,778.7,749.93,779.69,748.45,33.68,4.52,3042900.0,3323164518.0,4.19,0.62,概念板块
explicit_idx_type-000136,1,explicit_idx_type,行业板块,BK0729.DC,20250115,768.84,776.34,777.41,766.31,-9.86,-1.27,2232072.0,2682372768.0,1.43,1.44,行业板块
explicit_idx_type-000136,2,explicit_idx_type,概念板块,BK0729.DC,20250115,768.84,776.34,777.41,766.31,-9.86,-1.27,2232071.0,2682372768.0,1.43,0.45,概念板块
explicit_idx_type-000137,1,explicit_idx_type,行业板块,BK0729.DC,20250116,775.29,771.38,780.49,766.25,6.45,0.84,2829197.0,3399213724.0,1.85,1.82,行业板块
explicit_idx_type-000137,2,explicit_idx_type,概念板块,BK0729.DC,20250116,775.29,771.38,780.49,766.25,6.45,0.84,2829196.0,3399213724.0,1.85,0.58,概念板块
explicit_idx_type-000138,1,explicit_idx_type,行业板块,BK0729.DC,20250117,770.89,775.94,785.24,770.03,-4.4,-0.57,2426120.0,2682866153.0,1.96,1.56,行业板块
explicit_idx_type-000138,2,explicit_idx_type,概念板块,BK0729.DC,20250117,770.89,775.94,785.24,770.03,-4.4,-0.57,2426119.0,2682866153.0,1.96,0.49,概念板块
explicit_idx_type-000139,1,explicit_idx_type,行业板块,BK0729.DC,20250120,775.11,775.67,782.7,772.97,4.22,0.55,2330484.0,2963514146.0,1.26,1.5,行业板块
explicit_idx_type-000139,2,explicit_idx_type,概念板块,BK0729.DC,20250120,775.11,775.67,782.7,772.97,4.22,0.55,2330484.0,2963514146.0,1.26,0.47,概念板块
explicit_idx_type-000140,1,explicit_idx_type,行业板块,BK0729.DC,20250121,765.08,773.99,775.26,756.66,-10.03,-1.29,2151526.0,2124396178.0,2.4,1.39,行业板块
explicit_idx_type-000140,2,explicit_idx_type,概念板块,BK0729.DC,20250121,765.08,773.99,775.26,756.66,-10.03,-1.29,2151525.0,2124396178.0,2.4,0.44,概念板块
explicit_idx_type-000141,1,explicit_idx_type,行业板块,BK0729.DC,20250122,766.41,765.11,767.25,758.74,1.33,0.17,1958439.0,2318597409.0,1.11,1.26,行业板块
explicit_idx_type-000141,2,explicit_idx_type,概念板块,BK0729.DC,20250122,766.41,765.11,767.25,758.74,1.33,0.17,1958439.0,2318597409.0,1.11,0.4,概念板块
explicit_idx_type-000142,1,explicit_idx_type,行业板块,BK0729.DC,20250123,767.29,771.73,781.95,766.78,0.88,0.11,2441418.0,2824018746.0,1.98,1.57,行业板块
explicit_idx_type-000142,2,explicit_idx_type,概念板块,BK0729.DC,20250123,767.29,771.73,781.95,766.78,0.88,0.11,2441418.0,2824018746.0,1.98,0.5,概念板块
explicit_idx_type-000143,1,explicit_idx_type,行业板块,BK0729.DC,20250124,775.05,764.88,775.98,763.92,7.76,1.01,2390317.0,3270576515.0,1.57,1.54,行业板块
explicit_idx_type-000143,2,explicit_idx_type,概念板块,BK0729.DC,20250124,775.05,764.88,775.98,763.92,7.76,1.01,2390316.0,3270576515.0,1.57,0.49,概念板块
explicit_idx_type-000144,1,explicit_idx_type,行业板块,BK0729.DC,20250127,774.18,779.4,785.42,771.91,-0.87,-0.11,2375766.0,2583355548.0,1.74,1.53,行业板块
explicit_idx_type-000144,2,explicit_idx_type,概念板块,BK0729.DC,20250127,774.18,779.4,785.42,771.91,-0.87,-0.11,2375766.0,2583355548.0,1.74,0.48,概念板块
explicit_idx_type-000145,1,explicit_idx_type,行业板块,BK0730.DC,20250102,911.49,924.77,939.05,905.39,-11.86,-1.28,4424919.0,3478567720.0,3.65,1.7,行业板块
explicit_idx_type-000145,2,explicit_idx_type,概念板块,BK0730.DC,20250102,911.49,924.77,939.05,905.39,-11.86,-1.28,4424918.0,3478567720.0,3.65,1.7,概念板块
explicit_idx_type-000146,1,explicit_idx_type,行业板块,BK0730.DC,20250103,888.96,914.96,918.53,887.24,-22.53,-2.47,4778882.0,3494792986.0,3.43,1.84,行业板块
explicit_idx_type-000146,2,explicit_idx_type,概念板块,BK0730.DC,20250103,888.96,914.96,918.53,887.24,-22.53,-2.47,4778881.0,3494792986.0,3.43,1.83,概念板块
