ts_code,has_index_basic,name,fullname,market,publisher,index_type,category,base_date,base_point,list_date,weight_rule,desc,exp_date,created_at,updated_at
000945.CSI,t,内地运输,中证内地运输主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2009-10-28,其他,中证内地主题系列指数包括中证内地消费主题指数、中证内地资源主题指数、中证内地运输主题指数、中证内地银行主题指数、中证内地地产主题指数等指数，以反映沪深市场各重要主题类上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000945.SH,t,内地运输(SH),中证内地运输主题指数,SSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2009-10-28,其他,中证内地主题系列指数包括中证内地消费主题指数、中证内地资源主题指数、中证内地运输主题指数、中证内地银行主题指数、中证内地地产主题指数等指数，以反映沪深市场各重要主题类上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000948.CSI,t,内地地产,中证内地地产主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2009-10-28,其他,中证内地主题系列指数包括中证内地消费主题指数、中证内地资源主题指数、中证内地运输主题指数、中证内地银行主题指数、中证内地地产主题指数等指数，以反映沪深市场各重要主题类上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000948.SH,t,内地地产(SH),中证内地地产主题指数,SSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2009-10-28,其他,中证内地主题系列指数包括中证内地消费主题指数、中证内地资源主题指数、中证内地运输主题指数、中证内地银行主题指数、中证内地地产主题指数等指数，以反映沪深市场各重要主题类上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000949.CSI,t,中证农业,中证农业主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2009-10-28,其他,中证农业主题指数选取50只业务涉及农产品、农用机械、化肥与农药、畜禽药物等领域的上市公司证券作为指数样本，以反映农业主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000949.SH,t,中证农业(SH),中证农业主题指数,SSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2009-10-28,其他,中证农业主题指数选取50只业务涉及农产品、农用机械、化肥与农药、畜禽药物等领域的上市公司证券作为指数样本，以反映农业主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000952.CSI,t,300地产,沪深 300 地产指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2009-10-28,其他,为反映沪深300指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将沪深300指数300只样本按行业分类标准分为11个一级行业、35个二级行业、90余个三级行业及200余个四级行业。沪深300行业指数系列分别以进入各一级、二级、三级、四级行业的全部证券作为样本编制指数，形成沪深300行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000959.CSI,t,银河99,中证银河99指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2010-02-09,其他,中证银河99指数从沪深300指数样本中，根据量化投资策略选取99只具有市值代表性和良好成长性的上市公司证券作为指数样本。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000961.CSI,t,中证上游,中证上游资源产业指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2010-04-16,其他,中证产业链指数系列由中证上游资源产业指数、中证中游制造产业指数以及中证下游消费与服务产业指数等三条指数构成，分别从中证800指数样本中选取规模大、具有相关产业链特征的上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000964.CSI,t,中证新兴,中证新兴产业指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2010-04-30,其他,中证新兴产业指数从沪深市场中选取节能环保产业、新一代信息技术产业、生物产业、高端装备制造产业、新能源产业、新材料产业、新能源汽车产业、数字创意产业、高技术服务业等领域的100只上市公司证券作为指数样本，以反映沪深市场较具代表性的新兴产业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000965.CSI,t,基本200,中证锐联基本面200指数,CSI,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2010-06-02,其他,中证锐联基本面指数系列分别选取基本面价值最大的200只、第201至第600只和最大的600只上市公司证券作为指数样本，采用基本面价值加权，在一定程度上打破了样本市值与其权重之间的关联，避免了传统市值指数中过多配置高估证券的现象。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000965.SH,t,基本200(SH),中证锐联基本面200指数,SSE,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2010-06-02,其他,中证锐联基本面指数系列分别选取基本面价值最大的200只、第201至第600只和最大的600只上市公司证券作为指数样本，采用基本面价值加权，在一定程度上打破了样本市值与其权重之间的关联，避免了传统市值指数中过多配置高估证券的现象。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000966.CSI,t,基本400,中证锐联基本面400指数,CSI,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2010-06-02,其他,中证锐联基本面指数系列分别选取基本面价值最大的200只、第201至第600只和最大的600只上市公司证券作为指数样本，采用基本面价值加权，在一定程度上打破了样本市值与其权重之间的关联，避免了传统市值指数中过多配置高估证券的现象。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000967.CSI,t,基本600,中证锐联基本面600指数,CSI,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2010-06-02,其他,中证锐联基本面指数系列分别选取基本面价值最大的200只、第201至第600只和最大的600只上市公司证券作为指数样本，采用基本面价值加权，在一定程度上打破了样本市值与其权重之间的关联，避免了传统市值指数中过多配置高估证券的现象。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000967.SH,t,基本600(SH),中证锐联基本面600指数,SSE,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2010-06-02,其他,中证锐联基本面指数系列分别选取基本面价值最大的200只、第201至第600只和最大的600只上市公司证券作为指数样本，采用基本面价值加权，在一定程度上打破了样本市值与其权重之间的关联，避免了传统市值指数中过多配置高估证券的现象。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000969.CSI,t,300非周,沪深300非周期行业指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2010-05-28,其他,沪深300周期行业指数和沪深300非周期行业指数从沪深300指数样本中分别选取周期和非周期行业的上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000970.CSI,t,ESG40,中证ECPI ESG可持续发展40指数,CSI,中证指数有限公司,,主题指数,2010-06-30,1000.0000,2010-09-17,其他,中证ECPI ESG可持续发展40指数根据 ECPI ESG评级方法，从上证180公司治理指数样本中选取ESG评级较高的40只上市公司证券作为指数样本，以反映上证180公司治理指数中ECPI ESG评级较高上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000970.SH,t,ESG40(SH),中证ECPI ESG可持续发展40指数,SSE,中证指数有限公司,,主题指数,2010-06-30,1000.0000,2010-09-17,其他,中证ECPI ESG可持续发展40指数根据 ECPI ESG评级方法，从上证180公司治理指数样本中选取ESG评级较高的40只上市公司证券作为指数样本，以反映上证180公司治理指数中ECPI ESG评级较高上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000971.CSI,t,等权90,中证等权重90指数,CSI,中证指数有限公司,,策略指数,2003-12-31,1000.0000,2010-12-02,其他,中证等权重90是由上证50指数样本股和按照上证 50 选样方法在深圳市场中选出的 40 只股票组成，以综合反映沪深两市规模大、流动性好的90家公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000974.SH,t,800金融,中证800金融指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2013-05-09,其他,为反映中证800指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将中证800指数样本按中证行业分类分为11个一级行业与35个二级行业，再以进入各一、二级行业的全部证券作为样本编制指数，形成中证800行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000977.CSI,t,内地低碳,中证内地低碳经济主题指数,CSI,中证指数有限公司,,主题指数,2010-06-30,1000.0000,2011-01-21,其他,中证内地低碳经济主题指数由清洁能源发电、能源转换及存储、清洁生产及消费与废物处理等公司组成，以反映低碳经济主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000978.CSI,t,医药100,中证医药100指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2011-03-18,其他,中证医药100指数选取日均总市值较高的100只医药主题上市公司证券作为指数样本，以反映在中国内地上市的医药相关行业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000979.CSI,t,大宗商品,中证大宗商品股票指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2011-08-22,其他,中证大宗商品股票指数选取中证800指数样本股中总市值最大的100家大宗商品类公司股票组成，采取等权重加权方式，以反映大宗商品类股票的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000980.CSI,t,中证超大,中证超级大盘指数,CSI,中证指数有限公司,,规模指数,2004-12-31,1000.0000,2011-05-10,其他,中证超级大盘指数从沪深300指数样本股中选取市值最大的50只股票组成样本股，综合反映沪深证券市场中最具市场影响力的一批超大市值公司的整体状况，采取等权重加权方式，指数的个股与行业权重分布更为均匀，为投资者提供新的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000980.SH,t,中证超大(SH),中证超级大盘指数,SSE,中证指数有限公司,,规模指数,2004-12-31,1000.0000,2011-05-10,其他,中证超级大盘指数从沪深300指数样本中选取市值最大的50只上市公司证券作为指数样本，以反映沪深证券市场中最具市场影响力的一批超大市值公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000982.SH,t,500等权,中证500等权重指数,SSE,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2011-06-13,其他,中证500等权重指数与中证500指数拥有相同的成份股，采用等权重加权。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000984.CSI,t,300等权,沪深300等权重指数,CSI,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2011-08-02,其他,沪深300等权重指数与沪深300指数样本相同，采用等权重加权，指数的样本权重与行业权重分布更为均匀，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000985.CSI,t,中证全指,中证全指指数,CSI,中证指数有限公司,,规模指数,2004-12-31,1000.0000,2011-08-02,其他,中证全指由上海证券交易所、深圳证券交易所和北京证券交易所市场符合条件的股票和存托凭证组成样本，具有较高的市场代表性，反映上交所、深交所和北交所市场上市公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000985.SH,t,中证全指(SH),中证全指指数,SSE,中证指数有限公司,,规模指数,2004-12-31,1000.0000,2011-08-02,其他,中证全指由上海证券交易所、深圳证券交易所和北京证券交易所市场符合条件的股票和存托凭证组成样本，具有较高的市场代表性，反映上交所、深交所和北交所市场上市公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000986.SH,t,全指能源,中证全指能源指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2011-08-02,其他,全指能源指数从中证全指样本股能源行业内选择流动性和市场代表性较好的股票构成指数样本股，以反映沪深两市能源行业内公司股票的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000987.SH,t,全指材料,中证全指原材料指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2011-08-02,其他,全指材料指数从中证全指样本股原材料行业内选择流动性和市场代表性较好的股票构成指数样本股，以反映沪深两市原材料行业内公司股票的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000988.CSI,t,全指工业,中证全指工业指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2011-08-02,其他,中证全指行业指数系列从每个行业内选取流动性和市场代表性较好的股票组成样本股，形成10条中证全指行业指数，可作为投资标的以及业绩评价基准。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000988.SH,t,全指工业(SH),中证全指工业指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2011-08-02,其他,中证全指行业优选指数系列从中证全指行业中选取符合一定流动性与市值筛选条件的上市公司作为指数样本，以反映各个行业内较具代表性与可投资性的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000989.SH,t,全指可选,中证全指可选消费指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2011-08-02,其他,全指可选指数从中证全指样本股可选消费行业内选择流动性和市场代表性较好的股票构成指数样本股，以反映沪深两市可选消费行业内公司股票的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000990.CSI,t,全指消费,中证全指主要消费指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2011-08-02,其他,全指消费指数从中证全指样本股主要消费行业内选择流动性和市场代表性较好的股票构成指数样本股，以反映沪深两市主要消费行业内公司股票的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000991.SH,t,全指医药,中证全指医药卫生指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2011-08-02,其他,全指医药指数从中证全指样本股医药卫生行业内选择流动性和市场代表性较好的股票构成指数样本股，以反映沪深两市医药卫生行业内公司股票的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000992.SH,t,金融地产,中证全指金融地产指数,SSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2011-08-02,其他,中证全指金融地产指数选取中证全指指数样本中属于金融和房地产两个中证一级行业的上市公司证券作为指数样本，以反映中证全指指数样本中金融和房地产上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000993.SH,t,全指信息,中证全指信息技术指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2011-08-02,其他,全指信息指数从中证全指样本股信息技术行业内选择流动性和市场代表性较好的股票构成指数样本股，以反映沪深两市信息技术行业内公司股票的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000994.CSI,t,全指通信,中证全指通信业务指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2011-08-02,其他,中证全指行业指数系列从每个行业内选取流动性和市场代表性较好的股票组成样本股，形成10条中证全指行业指数，可作为投资标的以及业绩评价基准。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000994.SH,t,全指通信(SH),中证全指通信业务指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2011-08-02,其他,中证全指行业优选指数系列从中证全指行业中选取符合一定流动性与市值筛选条件的上市公司作为指数样本，以反映各个行业内较具代表性与可投资性的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000995.CSI,t,全指公用,中证全指公用事业指数,CSI,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2011-08-02,其他,中证全指行业指数系列从每个行业内选取流动性和市场代表性较好的股票组成样本股，形成10条中证全指行业指数，可作为投资标的以及业绩评价基准。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000995.SH,t,全指公用(SH),中证全指公用事业指数,SSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2011-08-02,其他,中证全指行业优选指数系列从中证全指行业中选取符合一定流动性与市值筛选条件的上市公司作为指数样本，以反映各个行业内较具代表性与可投资性的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000998.CSI,t,中证TMT,中证TMT产业主题指数,CSI,中证指数有限公司,,主题指数,2011-06-30,1000.0000,2011-11-08,其他,中证TMT产业主题指数由TMT产业中规模较大、流动性较好的100只公司股票组成，反映A股上市公司中数字新媒体相关产业公司股票的走势。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
133333.CSI,t,MSCI中国A股,MSCI中国A股指数,CSI,MSCI指数,,规模指数,2004-11-30,1000.0000,2005-05-10,其他,"""The MSCI China A Onshore Index captures large and mid cap representation across China securities listed on the Shanghai and Shenzhen exchanges.""",,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399001.SZ,t,深证成指,深证成份指数,SZSE,深圳证券交易所,,规模指数,1994-07-20,1000.0000,1995-01-23,自由流通股本,深证成份指数由深交所于1995年1月23日正式发布，是中国证券市场中历史最悠久、数据最完整、影响最广泛的成份股指数。深证成指定位兼具价值尺度与投资标的功能。作为价值尺度，深证成指相对于综合指数能更敏锐、准确地反映出市场波动趋势，具有“先行指标”特性。作为投资标的，深证成指的收益性和流动性指标表现皆较为突出。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399002.SZ,t,深成指R,深证成份全收益指数,SZSE,深圳证券交易所,,规模指数,1994-07-20,1000.0000,1995-01-23,其他,深证成份指数由深交所于1995年1月23日正式发布，是中国证券市场中历史最悠久、数据最完整、影响最广泛的成份股指数。深证成指定位兼具价值尺度与投资标的功能。作为价值尺度，深证成指相对于综合指数能更敏锐、准确地反映出市场波动趋势，具有“先行指标”特性。作为投资标的，深证成指的收益性和流动性指标表现皆较为突出。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399003.SZ,t,深成B指,深证成份B股指数,SZSE,深圳证券交易所,,规模指数,1994-07-20,1000.0000,1995-01-23,其他,深证成份B股指数有深圳证券B股市场规模和流动性综合排名前10的B股组成，以反映深圳证券B股市场的运行情况，提供业绩基准和投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399004.SZ,t,深证100R,深证100全收益指数,SZSE,深圳证券交易所,,规模指数,2002-12-31,1000.0000,2003-01-02,自由流通股本,深证100指数由深圳市场选取100只A股作为样本编制而成，为深市多层次市场指数体系的核心指数之一，包括价格指数（深证100）和全收益指数（深证100R）。深证100指数明确定位于向投资者提供客观的业绩比较基准和指数化投资标的，其代表性和可投资性受到市场高度认可。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399005.SZ,t,中小100,中小企业100指数,SZSE,深圳证券交易所,,规模指数,2005-06-07,1000.0000,2006-01-24,其他,原中小板市场汇聚了中国众多优秀、具有活力的中小企业，这一板块已经发展成为中国多层次资本市场体系中特色鲜明、不可替代的独立组成部分。中小100作为原中小板市场的核心指数，兼具价值尺度与投资标的功能。通过指数化投资有利于分散原中小板上市公司的非系统性风险，帮助投资者分享板块市场的高成长性和高收益性。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399006.SZ,t,创业板指,创业板指数,SZSE,深圳证券交易所,,规模指数,2010-05-31,1000.0000,2010-06-01,其他,创业板指数是深交所多层次资本市场的核心指数之一，由最具代表性的100家创业板上市企业股票组成，反映创业板市场层次的运行情况。创业板指数新兴产业、高新技术企业占比高，成长性突出，兼具价值尺度与投资标的的功能。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399007.SZ,t,深证300,深证300指数,SZSE,深圳证券交易所,,规模指数,2004-12-31,1000.0000,2009-11-04,其他,深证300指数参照深证100指数编制方法，选取在深圳证券交易所上市的300只A股，为各类投资者提供新的业绩基准、可交易的指数产品和金融衍生工具的标的物，满足证券市场进一步发展的需要。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399008.SZ,t,中小300,中小企业300指数,SZSE,深圳证券交易所,,规模指数,2010-03-19,1000.0000,2010-03-22,其他,中小板300指数由300家具有代表性的中小板公司组成，通过纳入更多处于高成长期的中小公司，提高指数对市场的覆盖率，优化指数的行业和样本股的市值比重结构，为指数挂钩产品的开发提供新标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399009.SZ,t,深证200,深证200指数,SZSE,深圳证券交易所,,规模指数,2004-12-31,1000.0000,2011-09-01,自由流通股本,为反映深圳市场不同规模特征股票的整体表现，向市场提供丰富的分析工具和业绩基准，满足证券市场进一步发展的需要，编制和发布“深证200指数”。深证200指数作为深证规模指数体系中的中盘指数，由深证300指数剔除同期深证100指数成份股后余下的200只股票组成，旨在反映深圳证券市场内中等市值企业的整体状况。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399010.SZ,t,深证700,深证700指数,SZSE,深圳证券交易所,,规模指数,2004-12-31,1000.0000,2011-09-01,自由流通股本,为反映深圳市场不同规模特征股票的整体表现，向市场提供丰富的分析工具和业绩基准，满足证券市场进一步发展的需要，编制和发布“深证700指数”。深证700指数作为深证规模指数体系中的小盘指数，由深证1000指数剔除同期深证300指数成份股后余下的700只股票组成，旨在反映深圳证券市场内小市值企业的整体状况。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399011.SZ,t,深证1000,深证1000指数,SZSE,深圳证券交易所,,规模指数,2004-12-31,1000.0000,2011-09-01,自由流通股本,为反映深圳市场不同规模特征股票的整体表现，向市场提供丰富的分析工具和业绩基准，满足证券市场进一步发展的需要，以深证100、深证300为基础，编制“深证1000指数”。深证1000指数作为深证规模指数体系中的大中小盘指数，旨在反映深圳证券市场内大中小市值企业的整体状况。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399012.SZ,t,创业300,创业板300指数,SZSE,深圳证券交易所,,规模指数,2012-06-29,1000.0000,2013-01-07,其他,为了进一步刻画创业板市场的规模特征，提供更有代表性的市场业绩比较基准与更丰富的投资标的，编制创业板300指数。目前创业板300指数对创业板市场的市值覆盖率约为93.01%。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399013.SZ,t,深市精选,深市精选指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,1000.0000,2014-05-30,其他,为了反映深市具有一定规模和影响力上市公司的股价变动走势，引导上市公司提升信息披露与规范运作水平，提供可交易的指数产品和金融衍生工具的标的物，编制深市精选指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399015.SZ,t,中小创新,深证中小创新指数,SZSE,深圳证券交易所,,规模指数,2011-12-30,1000.0000,2015-03-24,自由流通股本,为反映深圳市场不同规模特征股票的整体表现，向市场提供更丰富的分析工具和业绩基准，深证中小创新指数选取深证1000指数样本股中，剔除深证成指样本股之后的500只股票构成指数样本，是刻画深圳市场中小创新企业运行特点的良好标尺。当深证成指、深证1000指数调整样本股时，中小创新指数随之进行相应的样本调整。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399016.SZ,t,深证创新,深证创新指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,1000.0000,2016-12-01,等权重,为了刻画深圳市场创新型企业运行特点，推动上市公司创新发展，丰富指数化投资标的，编制深证创新系列指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399017.SZ,t,SME创新,中小企业创新指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,1000.0000,2016-12-01,等权重,为了刻画深圳市场创新型企业运行特点，推动上市公司创新发展，丰富指数化投资标的，编制深证创新系列指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399018.SZ,t,创业创新,创业板创新指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,1000.0000,2016-12-01,等权重,为了刻画深圳市场创新型企业运行特点，推动上市公司创新发展，丰富指数化投资标的，编制深证创新系列指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399019.SZ,t,创业200,创业板中盘200指数,SZSE,深圳证券交易所,,规模指数,2012-06-29,1000.0000,2023-11-15,其他,创业板中盘200指数反映创业板市值规模中等、流动性较好的200家公司股价变化情况。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399020.SZ,t,创业小盘,创业板小盘300指数,SZSE,深圳证券交易所,,规模指数,2018-06-29,1000.0000,2023-11-15,其他,创业板小盘300指数反映创业板市值规模较小、流动性较好的300家公司股价变化情况。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399030.SZ,t,碳科技30,创业板碳中和科技动力指数,SZSE,深圳证券交易所,,主题指数,2014-12-31,1000.0000,2021-09-26,自由流通股本,为反映创业板市场提供绿色低碳产品或相关技术服务，具有行业代表性上市公司的整体表现，助力资本市场更好服务双碳目标，编制创业板碳中和科技动力指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399050.SZ,t,创新引擎,国证深圳创新引擎指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,1000.0000,2018-07-31,自由流通股本,深圳创新引擎指数以深交所上市的深圳企业为样本空间，综合考察上市公司的创新性、基本面、行业代表性、可投资性等指标，筛选出50只样本股。指数汇聚深圳创新龙头企业，全面覆盖新产业、新技术、新业态、新模式等新经济企业，凸显深圳经济改革创新特色，给市场提供更丰富的研究和投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399060.SZ,t,碳科技60,国证CIKD碳中和科技动力指数,SZSE,深圳证券交易所,,主题指数,2014-12-31,1000.0000,2021-09-26,自由流通股本,为反映提供绿色低碳产品或相关技术服务，具有行业代表性上市公司的整体表现，助力资本市场更好服务双碳目标，编制国证CIKD碳中和科技动力指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399088.SZ,t,深创100,深证创新100指数,SZSE,深圳证券交易所,,规模指数,2012-12-31,1000.0000,2020-02-18,其他,为反映深圳证券市场创新型、成长型企业的运行特征，丰富指数化投资标的，编制深证创新100指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399100.SZ,t,新指数,深证新指数,SZSE,深圳证券交易所,,综合指数,2005-12-30,1107.2300,2006-02-16,其他,新指数反映了在深圳证券交易所主板、创业板上市的非ST且已完成股改的A股的价格综合变动情况以及市场总体走势，为市场提供了全面而客观的业绩衡量基准和投资参考工具。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399101.SZ,t,中小综指,中小企业综合指数,SZSE,深圳证券交易所,,综合指数,2005-06-07,1000.0000,2005-12-01,其他,为反映深圳证券交易所原中小企业板上市证券价格的综合变动情况，编制中小企业综合指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399102.SZ,t,创业板综,创业板综合指数,SZSE,深圳证券交易所,,综合指数,2010-05-31,1000.0000,2010-08-20,其他,创业板综合指数反映了在深圳证券交易所创业板上市的全部股票的价格综合变动情况以及市场总体走势，为市场提供了全面而客观的业绩衡量基准和投资参考工具。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399106.SZ,t,深证综指,深证综合指数,SZSE,深圳证券交易所,,综合指数,1991-04-03,100.0000,1991-04-04,其他,为反映深圳证券交易所上市证券价格的综合变动情况，编制深证综合指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399107.SZ,t,深证A指,深证A股指数,SZSE,深圳证券交易所,,综合指数,1991-04-03,100.0000,1992-10-04,其他,深证A股指数反映了在深圳证券交易所主板、创业板上市的全部A股股票的价格综合变动情况以及市场总体走势，为市场提供了全面而客观的业绩衡量基准和投资参考工具。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
