ts_code,has_index_basic,name,fullname,market,publisher,index_type,category,base_date,base_point,list_date,weight_rule,desc,exp_date,created_at,updated_at
399707.CSI,t,CSSW证券(CSI),中证申万证券行业指数,CSI,中证指数有限公司,,行业指数,1999-12-31,1000.0000,2015-04-16,其他,中证申万证券行业指数从沪深市场选取证券行业上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399707.SZ,t,CSSW证券,中证申万证券行业指数,SZSE,中证指数有限公司,,行业指数,1999-12-31,1000.0000,2015-04-16,其他,中证申万证券行业指数从沪深市场选取证券行业上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399750.SZ,t,深主板50,深证主板50指数,SZSE,深圳证券交易所,,规模指数,2004-12-31,1000.0000,2023-11-15,其他,为反映深市主板市值规模大、行业代表性强、基本面价值高的50家公司股价变化情况，丰富指数化投资工具，编制深证主板50指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399802.SZ,t,500深市,中证500深市指数,SZSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2012-09-05,其他,中证500深市指数选取中证500指数样本中所有深市上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399803.SZ,t,工业4.0,中证工业4.0指数,SZSE,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2015-02-13,其他,中证工业4.0指数选取与工业4.0相关的控制硬件、控制软件、终端硬件提供商，以及其他受益于工业4.0代表性上市公司证券作为指数样本，以反映工业4.0主题公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399804.SZ,t,中证体育,中证体育产业指数,SZSE,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2015-02-09,其他,中证体育产业指数选取涉及体育服务、体育产品、体育劳务以及其他体育衍生活动的上市公司证券作为指数样本，以反映体育产业相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399805.SZ,t,互联金融,中证互联网金融指数,SZSE,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2015-02-10,其他,中证互联网金融指数选取与支付、融资、投资、保险、金融信息服务以及其他与互联网金融相关的代表性上市公司证券作为指数样本，以反映互联网金融主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399806.SZ,t,环境治理,中证环境治理指数,SZSE,中证指数有限公司,,主题指数,2011-12-30,1000.0000,2014-07-21,其他,中证环境治理指数选取涉及污水处理、固废处理、大气治理和节能再生等环保业务的上市公司证券作为指数样本，以反映环保治理相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399807.SZ,t,高铁产业,中证高铁产业指数,SZSE,中证指数有限公司,,主题指数,2012-12-31,1000.0000,2015-01-20,其他,中证高铁产业指数选取涉及高铁基础工程、高铁整车、高铁电气工程、高铁通信设备、高铁信息系统、高铁营运等业务的上市公司证券作为指数样本，以反映高铁产业相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399808.SZ,t,中证新能,中证新能源指数,SZSE,中证指数有限公司,,主题指数,2011-12-31,1000.0000,2015-02-10,其他,中证新能源指数选取涉及可再生能源生产、新能源应用、新能源存储以及新能源交互设备等业务的上市公司证券作为指数样本，以反映新能源产业相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399809.SZ,t,保险主题,中证方正富邦保险主题指数,SZSE,中证指数有限公司,,主题指数,2011-12-31,1000.0000,2015-02-13,其他,中证方正富邦保险主题指数选取20只保险行业与参股保险类上市公司证券作为指数样本，以反映保险主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399810.CSI,t,CSSW传媒(CSI),中证申万传媒行业投资指数,CSI,中证指数有限公司,,行业指数,2004-12-31,1000.0000,2015-08-03,其他,中证申万传媒行业投资指数选取属于申万传媒行业的100只上市公司证券作为指数样本，以反映传媒行业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399810.SZ,t,CSSW传媒,中证申万传媒行业投资指数,SZSE,中证指数有限公司,,行业指数,2004-12-31,1000.0000,2015-08-03,其他,中证申万传媒行业投资指数选取属于申万传媒行业的100只上市公司证券作为指数样本，以反映传媒行业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399811.CSI,t,CSSW电子(CSI),中证申万电子行业投资指数,CSI,中证指数有限公司,,行业指数,2004-12-31,1000.0000,2015-08-03,其他,中证申万电子行业投资指数选取沪深市场内属于申万电子行业的60只市值较大、成长性较好的上市公司证券作为指数样本，以反映电子行业内兼具代表性与可投资性的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399811.SZ,t,CSSW电子,中证申万电子行业投资指数,SZSE,中证指数有限公司,,行业指数,2004-12-31,1000.0000,2015-08-03,其他,中证申万电子行业投资指数选取沪深市场内属于申万电子行业的60只市值较大、成长性较好的上市公司证券作为指数样本，以反映电子行业内兼具代表性与可投资性的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399812.SZ,t,养老产业,中证养老产业指数,SZSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2014-06-06,其他,中证养老产业指数选取80只涉及健康管理、休闲旅游、人寿保险等养老产业相关业务上市公司证券作为指数样本，反映养老产业相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399813.SZ,t,中证国安,中证国防安全指数,SZSE,中证指数有限公司,,主题指数,2008-12-31,1000.0000,2015-01-29,其他,中证国防安全指数选取国防安全和信息安全的相关上市公司证券作为指数样本，以反映国防安全主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399814.SZ,t,大农业,中证大农业指数,SZSE,中证指数有限公司,,主题指数,2013-12-31,1000.0000,2014-07-22,其他,中证大农业指数选取涉及软饮料、农产品、食品、农用化工、林业产品、农业机械、动物保健以及土地流转等业务的上市公司证券作为指数样本，以反映大农业领域相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399850.SZ,t,深证50,深证50指数,SZSE,深圳证券交易所,,规模指数,2002-12-31,1000.0000,2023-10-18,其他,为反映深市市值规模大、行业代表性强、公司治理良好的50家公司股价变化情况，丰富指数化投资工具，编制深证50指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399852.SZ,t,中证1000,中证1000指数,SZSE,中证指数有限公司,,规模指数,2004-12-31,1000.0000,2014-10-17,其他,中证1000指数选取中证800指数样本以外的规模偏小且流动性好的1000只证券作为指数样本，与沪深300和中证500等指数形成互补。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399901.SZ,t,小康指数,中证南方小康产业指数,SZSE,中证指数有限公司,,主题指数,2005-12-30,1000.0000,2010-04-01,其他,中证南方小康产业指数从上证180指数样本中选取先进制造业、现代服务业和基础产业最具代表性的100只上市公司证券作为指数样本，以反映上证180指数中代表国民经济产业结构优化升级主要方向的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399903.SZ,t,中证A100,中证A100指数,SZSE,中证指数有限公司,,规模指数,2005-12-30,1000.0000,2006-05-29,其他,中证A100指数选取100只市值较大、流动性较好且具有行业代表性的上市公司证券作为指数样本，以反映核心龙头上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399905.SZ,t,中证500,中证小盘500指数,SZSE,中证指数有限公司,,规模指数,2004-12-31,1000.0000,2007-01-15,其他,中证500指数由全部A股中剔除沪深300指数成份股及总市值排名前300名的股票后，总市值排名靠前的500只股票组成，综合反映中国A股市场中一批中小市值公司的股票价格表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399913.SZ,t,沪深300医药,沪深300医药卫生指数,SZSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2007-07-02,其他,为反映沪深300指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将沪深300指数300只样本按行业分类标准分为11个一级行业、35个二级行业、90余个三级行业及200余个四级行业。沪深300行业指数系列分别以进入各一级、二级、三级、四级行业的全部证券作为样本编制指数，形成沪深300行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399914.SZ,t,沪深300金融,沪深300金融地产指数,SZSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2007-07-02,其他,沪深300金融地产指数选取沪深300指数样本中属于金融和房地产两个一级行业的上市公司证券，以反映沪深300指数样本中金融和房地产行业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399928.SZ,t,800能源,中证能源指数,SZSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2009-07-03,其他,为反映中证800指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将中证800指数样本按中证行业分类分为11个一级行业与35个二级行业，再以进入各一、二级行业的全部证券作为样本编制指数，形成中证800行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399932.SZ,t,800消费,中证主要消费指数,SZSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2009-07-03,其他,为反映中证800指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将中证800指数样本按中证行业分类分为11个一级行业与35个二级行业，再以进入各一、二级行业的全部证券作为样本编制指数，形成中证800行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399933.SZ,t,800医卫,中证医药卫生指数,SZSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2009-07-03,其他,为反映中证800指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将中证800指数样本按中证行业分类分为11个一级行业与35个二级行业，再以进入各一、二级行业的全部证券作为样本编制指数，形成中证800行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399934.SZ,t,800金地,中证金融地产指数,SZSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2009-07-03,其他,中证金融地产指数选取中证800指数样本中属于金融和房地产行业的上市公司证券作为指数样本，以反映中证800指数样本中金融和房地产上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399935.SZ,t,800信息,中证信息技术指数,SZSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2009-07-03,其他,为反映中证800指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将中证800指数样本按中证行业分类分为11个一级行业与35个二级行业，再以进入各一、二级行业的全部证券作为样本编制指数，形成中证800行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399959.SZ,t,军工指数,中证中航军工主题指数,SZSE,中证指数有限公司,,主题指数,2011-06-30,1000.0000,2011-08-30,其他,中证中航军工主题指数选取主营业务中涉及军工产品和服务，或隶属于十大军工集团的代表性上市公司证券作为指数样本，以反映军工行业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399965.SZ,t,800地产,中证800地产指数,SZSE,中证指数有限公司,,一级行业指数,2004-12-31,1000.0000,2012-12-21,其他,为反映中证800指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将中证800指数样本按中证行业分类分为11个一级行业与35个二级行业，再以进入各一、二级行业的全部证券作为样本编制指数，形成中证800行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399966.SZ,t,中证800证保,中证800证券保险指数,SZSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2012-12-21,其他,中证800证券保险指数是在中证800指数的基础上，选择证券保险行业内对应的证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399967.SZ,t,中证军工,中证军工指数,SZSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2013-12-26,总股本,中证军工指数选取十大军工集团控股的且主营业务与军工行业相关的上市公司证券，以及其他主营业务为军工行业的代表性上市公司证券作为指数样本，以反映军工行业公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399970.CSI,t,中证移动互联(CSI),中证移动互联网指数,CSI,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2014-05-05,其他,中证移动互联网指数选取移动终端提供商、移动互联网平台运营商、通过移动互联网平台商品销售商和内容服务提供商，以及其他受益于移动互联的上市公司证券作为指数样本，以反映移动互联主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399970.SZ,t,中证移动互联,中证移动互联网指数,SZSE,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2014-05-05,其他,中证移动互联网指数选取移动终端提供商、移动互联网平台运营商、通过移动互联网平台商品销售商和内容服务提供商，以及其他受益于移动互联的上市公司证券作为指数样本，以反映移动互联主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399971.CSI,t,中证传媒(CSI),中证传媒指数,CSI,中证指数有限公司,,主题指数,2010-12-31,1000.0000,2014-04-15,其他,中证传媒指数从营销与广告、文化娱乐、数字媒体等行业中，选取总市值较大的50只上市公司证券作为指数样本，以反映传媒领域代表性上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399971.SZ,t,中证传媒,中证传媒指数,SZSE,中证指数有限公司,,主题指数,2010-12-31,1000.0000,2014-04-15,其他,中证传媒指数从营销与广告、文化娱乐、数字媒体等行业中，选取总市值较大的50只上市公司证券作为指数样本，以反映传媒领域代表性上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399972.SZ,t,300深市,沪深300深市指数,SZSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2012-06-21,其他,沪深300深市指数选取沪深300指数样本中所有深市上市公司证券组成指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399973.CSI,t,中证国防(CSI),中证国防指数,CSI,中证指数有限公司,,主题指数,2011-06-30,1000.0000,2014-04-15,其他,中证国防指数选取隶属于十大军工集团公司旗下的上市公司证券，以及为国家武装力量提供武器装备，或与军方有实际装备承制销售金额或签订合同的相关上市公司证券作为指数样本，以反映国防产业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399973.SZ,t,中证国防,中证国防指数,SZSE,中证指数有限公司,,主题指数,2011-06-30,1000.0000,2014-04-15,其他,中证国防指数选取隶属于十大军工集团公司旗下的上市公司证券，以及为国家武装力量提供武器装备，或与军方有实际装备承制销售金额或签订合同的相关上市公司证券作为指数样本，以反映国防产业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399974.SZ,t,国企改革,中证国有企业改革指数,SZSE,中证指数有限公司,,主题指数,2014-03-31,1000.0000,2014-08-07,其他,中证国有企业改革指数选取全部发生及拟发生改革的国有企业上市公司证券作为待选样本，其中已出台相关股权激励方案和重大资产重组方案的国企上市公司优先入选，以反映国企改革主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399975.CSI,t,证券公司(CSI),中证全指证券公司指数,CSI,中证指数有限公司,,四级行业指数,2007-06-29,1000.0000,2013-07-15,其他,为反映中证全指指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将中证全指指数样本按中证行业分类分为11个一级行业、35个二级行业、90余个三级行业及200余个四级行业，再以进入各一、二、三、四级行业的全部证券作为样本编制指数，形成中证全指行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399975.SZ,t,证券公司,中证全指证券公司指数,SZSE,中证指数有限公司,,四级行业指数,2007-06-29,1000.0000,2013-07-15,其他,为反映中证全指指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将中证全指指数样本按中证行业分类分为11个一级行业、35个二级行业、90余个三级行业及200余个四级行业，再以进入各一、二、三、四级行业的全部证券作为样本编制指数，形成中证全指行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399976.CSI,t,CS新能车(CSI),中证新能源汽车指数,CSI,中证指数有限公司,,主题指数,2011-12-31,1000.0000,2014-11-28,其他,中证新能源汽车指数选取涉及锂电池、充电桩、新能源整车等业务的上市公司证券作为指数样本，以反映新能源汽车相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399976.SZ,t,CS新能车,中证新能源汽车指数,SZSE,中证指数有限公司,,主题指数,2011-12-31,1000.0000,2014-11-28,其他,中证新能源汽车指数选取涉及锂电池、充电桩、新能源整车等业务的上市公司证券作为指数样本，以反映新能源汽车相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399982.SZ,t,500等权,中证500等权重指数,SZSE,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2011-06-13,其他,中证500等权重指数与中证500指数拥有相同的成份股，采用等权重加权。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399983.CSI,t,地产等权(CSI),沪深300地产等权重指数,CSI,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2013-11-22,其他,沪深300地产等权重指数由沪深300指数样本股中归属于房地产行业的全部股票组成，采用等权重加权，为指数化产品提供新的标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399983.SZ,t,地产等权,沪深300地产等权重指数,SZSE,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2013-11-22,其他,沪深300地产等权重指数选取沪深300指数样本中归属于房地产行业的全部证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399986.CSI,t,中证银行(CSI),中证银行指数,CSI,中证指数有限公司,,二级行业指数,2004-12-31,1000.0000,2013-07-15,其他,为反映中证全指指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将中证全指指数样本按中证行业分类分为11个一级行业、35个二级行业、90余个三级行业及200余个四级行业，再以进入各一、二、三、四级行业的全部证券作为样本编制指数，形成中证全指行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399986.SZ,t,中证银行,中证银行指数,SZSE,中证指数有限公司,,二级行业指数,2004-12-31,1000.0000,2013-07-15,其他,为反映中证全指指数样本中不同行业公司证券的整体表现，为投资者提供分析工具，将中证全指指数样本按中证行业分类分为11个一级行业、35个二级行业、90余个三级行业及200余个四级行业，再以进入各一、二、三、四级行业的全部证券作为样本编制指数，形成中证全指行业指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399987.CSI,t,中证酒(CSI),中证酒指数,CSI,中证指数有限公司,,主题指数,2008-12-31,1000.0000,2014-12-10,其他,中证酒指数选取涉及白酒、啤酒、葡萄酒酿造等业务的上市公司证券作为指数样本，以反映酒类相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399987.SZ,t,中证酒,中证酒指数,SZSE,中证指数有限公司,,主题指数,2008-12-31,1000.0000,2014-12-10,其他,中证酒指数选取涉及白酒、啤酒、葡萄酒酿造等业务的上市公司证券作为指数样本，以反映酒类相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399989.CSI,t,中证医疗(CSI),中证医疗指数,CSI,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2014-10-31,其他,中证医疗指数选取业务涉及医疗器械、医疗服务、医疗信息化等医疗主题的医药卫生行业上市公司证券作为指数样本，以反映医疗主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399989.SZ,t,中证医疗,中证医疗指数,SZSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2014-10-31,其他,中证医疗指数选取业务涉及医疗器械、医疗服务、医疗信息化等医疗主题的医药卫生行业上市公司证券作为指数样本，以反映医疗主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399990.SZ,t,煤炭等权,中证煤炭等权指数,SZSE,中证指数有限公司,,策略指数,2008-12-31,1000.0000,2015-01-21,其他,中证煤炭等权指数从沪深市场中选取涉及煤炭开采、煤炭加工等业务的上市公司证券作为指数样本，以反映煤炭类相关上市公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399991.SZ,t,一带一路,中证一带一路主题指数,SZSE,中证指数有限公司,,主题指数,2012-12-31,1000.0000,2015-02-16,其他,中证一带一路主题指数在综合考虑过去一年日均总市值、现有海外业务占比、新签一带一路地区订单、主营业务所在地域等四个维度的基础上，从基础建设、交通运输、高端装备、电力通信、资源开发等五大产业中选取较具主题代表性的上市公司证券作为指数样本，以反映一带一路主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399992.SZ,t,CSWD并购,中证万得并购重组指数,SZSE,中证指数有限公司,,主题指数,2011-12-30,1000.0000,2015-05-08,其他,中证万得并购重组指数从处于并购或资产重组进程的证券中，选择并购或重组涉及交易资产总价值排名前100名的证券作为指数样本，以反映并购重组事件为上市公司证券带来的影响。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399993.SZ,t,CSWD生科,中证万得生物科技指数,SZSE,中证指数有限公司,,主题指数,2009-12-31,1000.0000,2015-05-08,其他,中证万得生物科技指数选取主营业务涉及生物科技产业的具备较高流动性及市值代表性的上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399994.SZ,t,信息安全,中证信息安全主题指数,SZSE,中证指数有限公司,,主题指数,2010-12-31,1000.0000,2015-03-12,其他,中证信息安全主题指数选取涉及信息安全技术、信息安全产品以及信息安全服务等业务的上市公司证券作为指数样本，以反映信息安全领域相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399995.SZ,t,基建工程,中证基建工程指数,SZSE,中证指数有限公司,,行业指数,2004-12-31,1000.0000,2015-03-12,其他,中证基建工程指数选取建筑与工程、建筑装修行业的上市公司证券作为指数样本，以反映基建工程领域相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399996.SZ,t,中证智能家居,中证智能家居指数,SZSE,中证指数有限公司,,主题指数,2012-06-29,1000.0000,2014-09-17,其他,中证智能家居指数选取智能家居零部件应用厂商、终端设备厂商、系统集成商、网络和内容服务商等与智能家居相关的代表性上市公司证券作为指数样本，以反映智能家居产业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399997.SZ,t,中证白酒,中证白酒指数,SZSE,中证指数有限公司,,主题指数,2008-12-31,1000.0000,2015-01-21,其他,中证白酒指数选取涉及白酒生产业务相关上市公司证券作为指数样本，为投资者提供更多样化的投资标的。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
399998.SZ,t,中证煤炭,中证煤炭指数,SZSE,中证指数有限公司,,三级行业指数,2008-12-31,1000.0000,2015-02-13,其他,中证煤炭指数选取涉及煤炭开采、煤炭加工等业务的上市公司证券作为指数样本，以反映煤炭类相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
470006.CNI,t,创业板R(港币)(CNH),创业板全收益指数(港币)(CNH),CNI,深圳证券交易所,,规模指数,2010-05-31,1000.0000,2021-04-26,其他,创业板指数是深交所多层次资本市场的核心指数之一，由最具代表性的100家创业板上市企业股票组成，反映创业板市场层次的运行情况。创业板指数新兴产业、高新技术企业占比高，成长性突出，兼具价值尺度与投资标的的功能。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
470007.CNI,t,创业板R(美元)(CNH),创业板全收益指数(美元)(CNH),CNI,深圳证券交易所,,规模指数,2010-05-31,1000.0000,2021-04-26,其他,创业板指数是深交所多层次资本市场的核心指数之一，由最具代表性的100家创业板上市企业股票组成，反映创业板市场层次的运行情况。创业板指数新兴产业、高新技术企业占比高，成长性突出，兼具价值尺度与投资标的的功能。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
470026.CNI,t,深指ESGR,深证成指ESG基准全收益指数,CNI,深圳证券交易所,,主题指数,2018-06-29,11276.8013,2022-07-25,其他,为反映深证成指样本股剔除ESG评分排名较低的20%后剩余股票的股价变化情况，丰富指数化投资工具，编制深证成指ESG基准指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
470027.CNI,t,100ESGR,深证100ESG基准全收益指数,CNI,深圳证券交易所,,主题指数,2018-06-29,4909.1531,2022-07-25,其他,为反映深证100样本股剔除ESG评分排名较低的20%后剩余股票的股价变化情况，丰富指数化投资工具，编制深证100ESG基准指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
470028.CNI,t,创指ESGR,创业板指ESG基准全收益指数,CNI,深圳证券交易所,,主题指数,2018-06-29,1681.5019,2022-07-25,其他,为反映创业板指样本股剔除ESG评分排名较低的20%后剩余股票的股价变化情况，丰富指数化投资工具，编制创业板指ESG基准指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
470029.CNI,t,深指ESG领先R,深证成指ESG领先全收益指数,CNI,深圳证券交易所,,主题指数,2018-06-29,11276.8013,2022-07-25,其他,为反映深证成指样本股中ESG评分排名较高的上市公司的股价变化情况，丰富指数化投资工具，编制深证成指ESG领先指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
470030.CNI,t,100ESG领先R,深证100ESG领先全收益指数,CNI,深圳证券交易所,,主题指数,2018-06-29,4909.1531,2022-07-25,其他,为反映深证100样本股中ESG评分排名较高的上市公司的股价变化情况，丰富指数化投资工具，编制深证100ESG领先指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
470031.CNI,t,创指ESG领先R,创业板指ESG领先全收益指数,CNI,深圳证券交易所,,主题指数,2018-06-29,1681.5019,2022-07-25,其他,为反映创业板指样本股中ESG评分排名较高的上市公司的股价变化情况，丰富指数化投资工具，编制创业板指ESG领先指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
470032.CNI,t,深指ESG增强R,深证成指ESG增强全收益指数,CNI,深圳证券交易所,,策略指数,2018-06-29,1000.0000,2022-09-29,其他,为反映深证成指样本股中ESG评分较高且成长性良好的上市公司的股价变化情况，丰富指数化投资工具，编制深证成指ESG增强指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
470033.CNI,t,100ESG增强R,深证100ESG增强全收益指数,CNI,深圳证券交易所,,策略指数,2018-06-29,1000.0000,2022-09-29,其他,为反映深证100样本股中ESG评分较高且成长性良好的股价变化情况，丰富指数化投资工具，编制深证100ESG增强指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
470034.CNI,t,创指ESG增强R,创业板指ESG增强全收益指数,CNI,深圳证券交易所,,策略指数,2018-06-29,1000.0000,2022-09-29,其他,为反映创业板指样本股中ESG评分较高且成长性良好的上市公司的股价变化情况，丰富指数化投资工具，编制创业板指 ESG增强指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
