schema_name,table_name,relation_type,estimated_rows,table_bytes,table_size,index_bytes,index_size,toast_bytes,toast_size,total_bytes,total_size
raw_tushare,stk_mins_2012_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2012_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2012_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2012_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2012_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2012_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2012_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2012_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2012_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2012_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2012_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2012_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2013_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2013_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2013_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2013_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2013_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2013_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2013_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2013_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2013_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2013_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2013_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2013_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2014_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2014_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2014_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2014_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2014_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2014_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2014_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2014_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2014_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2014_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2014_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2014_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2015_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2015_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2015_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2015_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2015_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2015_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2015_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2015_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2015_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2015_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2015_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2015_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2016_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2016_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2016_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2016_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2016_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2016_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2016_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2016_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2016_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2016_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2016_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2016_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2017_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2017_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2017_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2017_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2017_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2017_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2017_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2017_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2017_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2017_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2017_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2017_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2018_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2018_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2018_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2018_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2018_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2018_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2018_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2018_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2018_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2018_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2018_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2018_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2019_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2019_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2019_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2019_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2019_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2019_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2019_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2019_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2019_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2019_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2019_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2019_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2020_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2020_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2020_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2020_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2020_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2020_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2020_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2020_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2020_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2020_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2020_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2020_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2021_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2021_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2021_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2021_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2021_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2021_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2021_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2021_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2021_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2021_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2021_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2021_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2022_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2022_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2022_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2022_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2022_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2022_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2022_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2022_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2022_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2022_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2022_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2022_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2023_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2023_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2023_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2023_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2023_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2023_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2023_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2023_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2023_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2023_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2023_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2023_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2024_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2024_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2024_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2024_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2024_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2024_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2024_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2024_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2024_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2024_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2024_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2024_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2025_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2025_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2025_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2025_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2025_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2025_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2025_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2025_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2025_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2025_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2025_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2025_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2026_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2026_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2026_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2026_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2026_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2026_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2026_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2027_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2027_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2027_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2027_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2027_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2027_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2027_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2027_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2027_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2027_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2027_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2027_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2028_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2028_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2028_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2028_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2028_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2028_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2028_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2028_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2028_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2028_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2028_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2028_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2029_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2029_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2029_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2029_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2029_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2029_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2029_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2029_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2029_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2029_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2029_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2029_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2030_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2030_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2030_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2030_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2030_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2030_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2030_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2030_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2030_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2030_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2030_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2030_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2031_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2031_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2031_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2031_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2031_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2031_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2031_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2031_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2031_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2031_10,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2031_11,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2031_12,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2032_01,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2032_02,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2032_03,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2032_04,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2032_05,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2032_06,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2032_07,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2032_08,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
raw_tushare,stk_mins_2032_09,table,,0,0 bytes,8192,8192 bytes,0,0 bytes,8192,8192 bytes
