trade_date,ts_code,status,row_count_probe,sample_con_code,sample_con_name,error_message
20260618,560450.SH,hit,1,000027.SZ,深圳能源,
20260618,560460.SH,hit,1,000027.SZ,深圳能源,
20260618,560470.SH,hit,1,000060.SZ,中金岭南,
20260618,560480.SH,hit,1,000027.SZ,深圳能源,
20260618,560490.SH,hit,1,000426.SZ,兴业银锡,
20260618,560500.SH,hit,1,000423.SZ,东阿阿胶,
20260618,560510.SH,hit,1,000001.SZ,平安银行,
20260618,560530.SH,hit,1,000001.SZ,平安银行,
20260618,560550.SH,hit,1,000027.SZ,深圳能源,
20260618,560560.SH,hit,1,000958.SZ,电投产融,
20260618,560570.SH,hit,1,000001.SZ,平安银行,
20260618,560580.SH,hit,1,000027.SZ,深圳能源,
20260618,560610.SH,hit,1,000001.SZ,平安银行,
20260618,560620.SH,hit,1,000027.SZ,深圳能源,
20260618,560630.SH,hit,1,000837.SZ,秦川机床,
20260618,560660.SH,hit,1,000938.SZ,紫光股份,
20260618,560670.SH,hit,1,000001.SZ,平安银行,
20260618,560680.SH,hit,1,000568.SZ,泸州老窖,
20260618,560690.SH,hit,1,000063.SZ,中兴通讯,
20260618,560700.SH,hit,1,000026.SZ,飞亚达,
20260618,560710.SH,hit,1,000039.SZ,中集集团,
20260618,560720.SH,hit,1,000001.SZ,平安银行,
20260618,560750.SH,hit,1,000001.SZ,平安银行,
20260618,560770.SH,hit,1,000837.SZ,秦川机床,
20260618,560780.SH,hit,1,002119.SZ,康强电子,
20260618,560790.SH,hit,1,002065.SZ,东华软件,
20260618,560800.SH,hit,1,000938.SZ,紫光股份,
20260618,560810.SH,hit,1,000021.SZ,深科技,
20260618,560830.SH,hit,1,000027.SZ,深圳能源,
20260618,560850.SH,hit,1,000948.SZ,南天信息,
20260618,560860.SH,hit,1,000426.SZ,兴业银锡,
20260618,560870.SH,hit,1,000426.SZ,兴业银锡,
20260618,560880.SH,hit,1,000333.SZ,美的集团,
20260618,560900.SH,hit,1,000513.SZ,丽珠集团,
20260618,560910.SH,hit,1,000009.SZ,中国宝安,
20260618,560930.SH,hit,1,000027.SZ,深圳能源,
20260618,560950.SH,hit,1,000009.SZ,中国宝安,
20260618,560970.SH,hit,1,000426.SZ,兴业银锡,
20260618,560980.SH,hit,1,000591.SZ,太阳能,
20260618,560990.SH,hit,1,000063.SZ,中兴通讯,
20260618,561000.SH,hit,1,000001.SZ,平安银行,
20260618,561010.SH,hit,1,000503.SZ,国新健康,
20260618,561030.SH,hit,1,000157.SZ,中联重科,
20260618,561050.SH,hit,1,000060.SZ,中金岭南,
20260618,561060.SH,hit,1,000090.SZ,天健集团,
20260618,561080.SH,hit,1,000019.SZ,深粮控股,
20260618,561090.SH,hit,1,000035.SZ,中国天楹,
20260618,561100.SH,hit,1,000725.SZ,京东方A,
20260618,561120.SH,hit,1,000333.SZ,美的集团,
20260618,561130.SH,hit,1,000063.SZ,中兴通讯,
20260618,561160.SH,hit,1,000009.SZ,中国宝安,
20260618,561170.SH,hit,1,000027.SZ,深圳能源,
20260618,561190.SH,hit,1,000027.SZ,深圳能源,
20260618,561220.SH,hit,1,000021.SZ,深科技,
20260618,561230.SH,hit,1,000333.SZ,美的集团,
20260618,561260.SH,hit,1,000400.SZ,许继电气,
20260618,561280.SH,hit,1,000534.SZ,万泽股份,
20260618,561300.SH,hit,1,000001.SZ,平安银行,
20260618,561310.SH,hit,1,000725.SZ,京东方A,
20260618,561320.SH,hit,1,000088.SZ,盐田港,
20260618,561330.SH,hit,1,000426.SZ,兴业银锡,
20260618,561350.SH,hit,1,000009.SZ,中国宝安,
20260618,561360.SH,hit,1,000059.SZ,华锦股份,
20260618,561370.SH,hit,1,000011.SZ,深物业A,
20260618,561380.SH,hit,1,000400.SZ,许继电气,
20260618,561500.SH,hit,1,000338.SZ,潍柴动力,
20260618,561510.SH,hit,1,000423.SZ,东阿阿胶,
20260618,561550.SH,hit,1,000032.SZ,深桑达A,
20260618,561560.SH,hit,1,000027.SZ,深圳能源,
20260618,561580.SH,hit,1,000026.SZ,飞亚达,
20260618,561590.SH,hit,1,000012.SZ,南  玻A,
20260618,561600.SH,hit,1,000725.SZ,京东方A,
20260618,561660.SH,hit,1,000099.SZ,中信海直,
20260618,561680.SH,hit,1,000001.SZ,平安银行,
20260618,561700.SH,hit,1,000027.SZ,深圳能源,
20260618,561750.SH,hit,1,000333.SZ,美的集团,
20260618,561760.SH,hit,1,000059.SZ,华锦股份,
20260618,561770.SH,hit,1,000002.SZ,万科A,
20260618,561780.SH,hit,1,000036.SZ,华联控股,
20260618,561790.SH,hit,1,000400.SZ,许继电气,
20260618,561800.SH,hit,1,000060.SZ,中金岭南,
20260618,561870.SH,hit,1,000019.SZ,深粮控股,
20260618,561880.SH,hit,1,000002.SZ,万科A,
20260618,561900.SH,hit,1,000001.SZ,平安银行,
20260618,561910.SH,hit,1,000009.SZ,中国宝安,
20260618,561920.SH,hit,1,000534.SZ,万泽股份,
20260618,561930.SH,hit,1,000001.SZ,平安银行,
20260618,561950.SH,hit,1,000009.SZ,中国宝安,
20260618,561960.SH,hit,1,000026.SZ,飞亚达,
20260618,561980.SH,hit,1,002119.SZ,康强电子,
20260618,561990.SH,hit,1,000100.SZ,TCL科技,
20260618,562000.SH,hit,1,000002.SZ,万科A,
20260618,562010.SH,hit,1,000960.SZ,锡业股份,
20260618,562030.SH,hit,1,000948.SZ,南天信息,
20260618,562050.SH,hit,1,000423.SZ,东阿阿胶,
20260618,562060.SH,hit,1,000001.SZ,平安银行,
20260618,562070.SH,hit,1,000001.SZ,平安银行,
20260618,562080.SH,hit,1,000100.SZ,TCL科技,
20260618,562300.SH,hit,1,000958.SZ,电投产融,
20260618,562310.SH,hit,1,000166.SZ,申万宏源,
20260618,562320.SH,hit,1,000001.SZ,平安银行,
20260618,562330.SH,hit,1,000027.SZ,深圳能源,
20260618,562350.SH,hit,1,000027.SZ,深圳能源,
20260618,562360.SH,hit,1,000837.SZ,秦川机床,
20260618,562380.SH,hit,1,000021.SZ,深科技,
20260618,562390.SH,hit,1,000423.SZ,东阿阿胶,
20260618,562500.SH,hit,1,000837.SZ,秦川机床,
20260618,562510.SH,hit,1,000069.SZ,华侨城A,
20260618,562520.SH,hit,1,000506.SZ,招金黄金,
20260618,562530.SH,hit,1,000049.SZ,德赛电池,
20260618,562550.SH,hit,1,000027.SZ,深圳能源,
20260618,562560.SH,hit,1,000021.SZ,深科技,
20260618,562570.SH,hit,1,000948.SZ,南天信息,
20260618,562580.SH,hit,1,000034.SZ,神州数码,
20260618,562590.SH,hit,1,002119.SZ,康强电子,
20260618,562600.SH,hit,1,000710.SZ,贝瑞基因,
20260618,562660.SH,hit,1,000011.SZ,深物业A,
20260618,562700.SH,hit,1,000030.SZ,富奥股份,
20260618,562800.SH,hit,1,000060.SZ,中金岭南,
20260618,562810.SH,hit,1,000636.SZ,风华高科,
20260618,562820.SH,hit,1,001309.SZ,德明利,
20260618,562850.SH,hit,1,000400.SZ,许继电气,
20260618,562860.SH,hit,1,000534.SZ,万泽股份,
20260618,562870.SH,hit,1,000166.SZ,申万宏源,
20260618,562880.SH,hit,1,000009.SZ,中国宝安,
20260618,562890.SH,hit,1,000333.SZ,美的集团,
20260618,562900.SH,hit,1,000048.SZ,京基智农,
20260618,562910.SH,hit,1,000009.SZ,中国宝安,
20260618,562920.SH,hit,1,000066.SZ,中国长城,
20260618,562930.SH,hit,1,002065.SZ,东华软件,
