ts_code,name,fullname,market,publisher,index_type,category,base_date,list_date,trade_date
931045.CSI,A100AH(HKD),中证A100AH价格优选指数(港币),CSI,中证指数有限公司,,策略指数,2005-12-30,2017-12-06,2026-05-07
931046.CSI,银行AH(HKD),中证银行AH价格优选港元指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2017-12-06,2026-05-07
931047.CSI,证券AH(HKD),中证证券AH价格优选港元指数,CSI,中证指数有限公司,,策略指数,2007-06-30,2017-12-06,2026-05-07
931048.CSI,证保AH(HKD),中证证券保险AH价格优选港元指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2017-12-06,2026-05-07
931049.CSI,能源AH(HKD),中证能源AH价格优选港元指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2017-12-06,2026-05-07
931050.CSI,央企AH(HKD),中证中央企业AH价格优选港元指数,CSI,中证指数有限公司,,策略指数,2008-12-31,2017-12-06,2026-05-07
931051.CSI,国企AH(HKD),中证国有企业AH价格优选港元指数,CSI,中证指数有限公司,,策略指数,2009-06-30,2017-12-06,2026-05-07
931052.CSI,国信价值,中证国信价值指数,CSI,中证指数有限公司,,策略指数,2007-06-29,2017-12-08,2026-05-07
931053.CSI,高股息策略,中证中信高股息策略指数,CSI,中证指数有限公司,,策略指数,2008-12-31,2017-12-11,2026-05-07
931054.CSI,财务稳健,中证财务稳健指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2017-12-11,2026-05-07
931055.CSI,稳健低波,中证财务稳健低波动指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2017-12-11,2026-05-07
931057.CSI,股权激励,中证股权激励主题指数,CSI,中证指数有限公司,,主题指数,2011-12-31,2018-01-04,2026-05-07
931058.CSI,竞争优势,中证竞争优势主题指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2018-01-04,2026-05-07
931062.CSI,质量低波,中证质量成长低波动指数,CSI,中证指数有限公司,,策略指数,2005-06-30,2018-01-22,2026-05-07
931063.CSI,创始经营,中证创始人持续经营主题指数,CSI,中证指数有限公司,,主题指数,2016-12-31,2018-01-22,2026-05-07
931066.CSI,军工龙头,中证军工龙头指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2018-02-05,2026-05-07
931067.CSI,绩优策略,中证申万绩优策略指数,CSI,中证指数有限公司,,策略指数,2005-06-30,2018-02-14,2026-05-07
931068.CSI,消费龙头,中证消费龙头指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2018-11-21,2026-05-07
931069.CSI,中金300,中证中金优选300指数,CSI,中证指数有限公司,,策略指数,2008-12-31,2018-02-14,2026-05-07
931071.CSI,人工智能,中证人工智能产业指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2018-11-21,2026-05-07
931072.CSI,全球中国互联网(HKD),中证全球中国互联网指数(港币),CSI,中证指数有限公司,,主题指数,2013-12-31,2018-03-26,2026-05-07
931073.CSI,CSIHK1,中证香港1.1倍指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2018-04-27,2026-05-07
931074.CSI,CSIHK2,中证香港1.2倍指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2018-04-27,2026-05-07
931075.CSI,CSIHK3,中证香港1.3倍指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2018-04-27,2026-05-07
931076.CSI,CSIHK4,中证香港1.4倍指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2018-04-27,2026-05-07
931077.CSI,CSIHK5,中证香港1.5倍指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2018-04-27,2026-05-07
931079.CSI,5G通信,中证5G通信主题指数,CSI,中证指数有限公司,,主题指数,2015-12-31,2019-04-25,2026-05-07
931082.CSI,A500现金流,中证A500自由现金流指数,CSI,中证指数有限公司,,策略指数,2013-12-31,2025-07-16,2026-05-07
931087.CSI,科技龙头,中证科技龙头指数,CSI,中证指数有限公司,,主题指数,2012-06-29,2019-03-20,2026-05-07
931088.CSI,180ESG,中证180 ESG指数,CSI,中证指数有限公司,,主题指数,2015-12-31,2018-12-10,2026-05-07
931129.CSI,盈利估值,中证盈利估值策略指数,CSI,中证指数有限公司,,策略指数,2009-06-30,2018-12-04,2026-05-07
931130.CSI,红利成长低波,中证红利成长低波动指数,CSI,中证指数有限公司,,策略指数,2005-12-30,2018-12-04,2026-05-07
931131.CSI,乡村振兴,中证乡村振兴主题指数,CSI,中证指数有限公司,,主题指数,2016-12-30,2017-06-14,2026-05-07
931132.CSI,诚通央企红利,中证诚通央企红利指数,CSI,中证指数有限公司,,策略指数,2016-12-30,2023-05-04,2026-05-07
931133.CSI,经济蓝筹,中证华夏经济蓝筹股票指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2019-03-20,2026-05-07
931134.CSI,AH经济蓝筹,中证华夏AH经济蓝筹股票指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2019-03-20,2026-05-07
931135.CSI,AH经济蓝筹HKD,中证华夏AH经济蓝筹股票港元指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2019-03-20,2026-05-07
931136.CSI,深圳科技,中证深圳科技创新主题指数,CSI,中证指数有限公司,,主题指数,2014-11-14,2019-01-22,2026-05-07
931137.CSI,深圳科技HKD,中证深圳科技创新主题港元指数,CSI,中证指数有限公司,,主题指数,2014-11-14,2019-01-22,2026-05-07
931138.CSI,高息低波,中证高股息低波动指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2018-12-04,2026-05-07
931139.CSI,CS消费50,中证消费50指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2019-03-20,2026-05-07
931140.CSI,医药50,中证医药50指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2019-03-20,2026-05-07
931141.CSI,CS长三角,中证长三角一体化发展主题指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2019-03-20,2026-05-07
931142.CSI,东证竞争,中证东方红竞争力指数,CSI,中证指数有限公司,,策略指数,2009-12-31,2019-03-20,2026-05-07
931144.CSI,通信技术,中证通信技术主题指数,CSI,中证指数有限公司,,主题指数,2015-12-31,2019-05-30,2026-05-07
931148.CSI,ESG80全收益,中证ECPI ESG 80指数,CSI,中证指数有限公司,,主题指数,2011-06-30,2019-02-27,2026-05-07
931149.CSI,环境质量,中证环境治理质量策略指数,CSI,中证指数有限公司,,策略指数,2012-06-29,2019-01-31,2026-05-07
931150.CSI,绿色质量,中证绿色产业质量策略指数,CSI,中证指数有限公司,,策略指数,2012-06-29,2019-01-31,2026-05-07
931151.CSI,光伏产业,中证光伏产业指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2019-04-22,2026-05-07
931152.CSI,CS创新药,中证创新药产业指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-04-22,2026-05-07
931155.CSI,300质量成长,沪深300质量成长指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2019-04-22,2026-05-07
931156.CSI,800质量成长,中证800质量成长指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2019-04-22,2026-05-07
931157.CSI,SHS红利成长LV,中证沪港深红利成长低波动指数,CSI,中证指数有限公司,,策略指数,2014-11-14,2019-04-25,2026-05-07
931158.CSI,SHS红利成长LVHKD,中证沪港深红利成长低波动港元指数,CSI,中证指数有限公司,,策略指数,2014-11-14,2019-04-25,2026-05-07
931159.CSI,创新100,中证研发创新100指数,CSI,中证指数有限公司,,主题指数,2014-06-30,2019-05-16,2026-05-07
931160.CSI,通信设备,中证全指通信设备指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2013-07-15,2026-05-07
931163.CSI,浙江100,中证浙江100指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2019-04-25,2026-05-07
931165.CSI,新兴科技100,中证新兴科技100策略指数,CSI,中证指数有限公司,,策略指数,2008-12-31,2019-04-25,2026-05-07
931166.CSI,医药健康100,中证医药健康100策略指数,CSI,中证指数有限公司,,策略指数,2008-12-31,2019-04-25,2026-05-07
931167.CSI,先进制造100,中证先进制造100策略指数,CSI,中证指数有限公司,,策略指数,2008-12-31,2019-04-25,2026-05-07
931168.CSI,绿色价值100,中证绿色价值ESG100指数,CSI,中证指数有限公司,,主题指数,2016-06-30,2019-06-27,2026-05-07
931169.CSI,证券30,中证嘉实证券行业30指数,CSI,中证指数有限公司,,主题指数,2013-12-31,2019-05-30,2026-05-07
931170.CSI,民企龙头,中证嘉实民企龙头指数,CSI,中证指数有限公司,,主题指数,2012-06-29,2019-04-25,2026-05-07
931186.CSI,中证科技,中证科技50策略指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2019-05-30,2026-05-07
931187.CSI,科技100,中证科技100指数,CSI,中证指数有限公司,,主题指数,2014-06-13,2019-05-30,2026-05-07
931188.CSI,300欧元对冲,沪深300欧元对冲指数,CSI,中证指数有限公司,,策略指数,2010-12-31,2019-11-15,2026-05-07
931224.CSI,港股通休闲消费,中证港股通休闲消费主题指数,CSI,中证指数有限公司,,主题指数,2016-12-30,2017-06-23,2026-05-07
931225.CSI,农银乡村振兴,中证农银乡村振兴指数,CSI,中证指数有限公司,,主题指数,2016-12-30,2023-06-19,2026-05-07
931226.CSI,1000质量成长,中证1000质量成长指数,CSI,中证指数有限公司,,策略指数,2011-12-30,2023-07-19,2026-05-07
931228.CSI,亚洲新兴市场科技,中证新交所亚洲新兴市场科技指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2024-01-02,2026-05-07
931229.CSI,中证氢能,中证氢能指数,CSI,中证指数有限公司,,主题指数,2019-06-28,2023-04-03,2026-05-07
931230.CSI,汽车零部件,中证汽车零部件主题指数,CSI,中证指数有限公司,,主题指数,2016-12-30,2013-07-15,2026-05-07
931231.CSI,央企红利50,中证央企红利50指数,CSI,中证指数有限公司,,策略指数,2016-12-30,2023-05-04,2026-05-07
931232.CSI,朝阳100,中证朝阳永续多因子100策略指数,CSI,中证指数有限公司,,策略指数,2012-01-31,2023-08-08,2026-05-07
931233.CSI,港股通央企红利,中证港股通央企红利指数,CSI,中证指数有限公司,,策略指数,2014-11-14,2017-06-28,2026-05-07
931234.CSI,长三角示范区50,中证长三角生态绿色一体化发展示范区50指数,CSI,中证指数有限公司,,主题指数,2019-12-31,2023-04-13,2026-05-07
931235.CSI,中证电信,中证电信主题指数,CSI,中证指数有限公司,,主题指数,2018-12-28,2022-07-21,2026-05-07
931237.CSI,CS贵金属,中证贵金属产业指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2024-01-12,2026-05-07
931238.CSI,SSH黄金股票,中证沪深港黄金产业股票指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2017-10-17,2026-05-07
931239.CSI,港股通汽车,中证港股通汽车产业主题指数,CSI,中证指数有限公司,,主题指数,2016-12-30,2022-07-21,2026-05-07
931241.CSI,家居家电,中证家居家电指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2023-03-23,2026-05-07
931242.CSI,央企ESG50,中证央企ESG50指数,CSI,中证指数有限公司,,主题指数,2017-06-30,2023-05-04,2026-05-07
931243.CSI,诚通央企ESG,中证诚通央企ESG指数,CSI,中证指数有限公司,,主题指数,2016-12-30,2023-05-04,2026-05-07
931244.CSI,信达央企质量50,中证信达中央企业质量50指数,CSI,中证指数有限公司,,策略指数,2016-12-30,2023-08-01,2026-05-07
931245.CSI,央企基建,中证央企基建指数,CSI,中证指数有限公司,,主题指数,2016-12-30,2023-05-04,2026-05-07
931246.CSI,商用飞机,中证商用飞机高端制造主题指数,CSI,中证指数有限公司,,主题指数,2017-12-29,2022-07-21,2026-05-07
931247.CSI,中证信创,中证信息技术应用创新产业指数,CSI,中证指数有限公司,,主题指数,2017-12-29,2012-12-21,2026-05-07
931248.CSI,油气资源,中证油气资源指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2023-06-12,2026-05-07
931249.CSI,沪深港内地100,中证沪深港中国内地企业100指数,CSI,中证指数有限公司,,主题指数,2016-12-30,2023-11-20,2026-05-07
931250.CSI,港股通创新药,中证港股通创新药指数,CSI,中证指数有限公司,,主题指数,2017-12-29,2012-07-20,2026-05-07
931251.CSI,国新央企ESG成长100,中证国新央企ESG成长100指数,CSI,中证指数有限公司,,策略指数,2018-06-29,2023-05-08,2026-05-07
931252.CSI,汽车电子产业,中证汽车电子产业指数,CSI,中证指数有限公司,,主题指数,2018-12-28,2022-01-07,2026-05-07
931253.CSI,证券时报ESG百强,中证证券时报ESG百强指数,CSI,中证指数有限公司,,主题指数,2019-12-31,2023-09-21,2026-05-07
931254.CSI,央企高装,中证央企高端装备制造指数,CSI,中证指数有限公司,,主题指数,2016-12-30,2023-05-04,2026-05-07
931257.CSI,SSH贵金属,中证沪深港贵金属产业指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2016-11-07,2026-05-07
931258.CSI,东证价值,中证东方红价值领先指数,CSI,中证指数有限公司,,策略指数,2009-12-31,2024-09-30,2026-05-07
931260.CSI,互联互通A股投资,中证互联互通A股投资主题指数,CSI,中证指数有限公司,,主题指数,2017-03-31,2019-11-18,2026-05-07
931265.CSI,民企300,中证民企300指数,CSI,中证指数有限公司,,主题指数,2009-06-30,2019-11-15,2026-05-07
931266.CSI,民企贡献,中证民企贡献指数,CSI,中证指数有限公司,,主题指数,2013-12-31,2019-11-15,2026-05-07
931267.CSI,民企领先,中证民企领先指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2019-11-15,2026-05-07
931268.CSI,持续发展,中证可持续发展100指数,CSI,中证指数有限公司,,主题指数,2014-06-30,2019-11-15,2026-05-07
931269.CSI,港股通30,中证港股通30指数,CSI,中证指数有限公司,,规模指数,2014-11-14,2023-11-21,2026-05-07
931271.CSI,通信设备主题,中证通信设备主题指数,CSI,中证指数有限公司,,主题指数,2018-12-28,2012-12-21,2026-05-07
931273.CSI,海南指数,中证海南发展主题指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2019-10-18,2026-05-07
931341.CSI,大湾区高质发展,中证建信理财粤港澳大湾区高质量发展指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-10-18,2026-05-07
931342.CSI,大湾区高质发展HKD,中证建信理财粤港澳大湾区高质量发展港元指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-10-18,2026-05-07
931343.CSI,大湾区价值蓝筹,中证建信理财粤港澳大湾区价值蓝筹指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-10-18,2026-05-07
931344.CSI,大湾区价值蓝筹HKD,中证建信理财粤港澳大湾区价值蓝筹港元指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-10-18,2026-05-07
931345.CSI,大湾区红利低波,中证建信理财粤港澳大湾区红利低波指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-10-18,2026-05-07
931346.CSI,大湾区红利低波HKD,中证建信理财粤港澳大湾区红利低波港元指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-10-18,2026-05-07
931347.CSI,大湾区科技领先,中证建信理财粤港澳大湾区科技领先指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-10-18,2026-05-07
931348.CSI,大湾区科技领先HKD,中证建信理财粤港澳大湾区科技领先港元指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-10-18,2026-05-07
931349.CSI,大湾区先进制造,中证建信理财粤港澳大湾区先进制造指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-10-18,2026-05-07
931350.CSI,大湾区先进制造HKD,中证建信理财粤港澳大湾区先进制造港元指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-10-18,2026-05-07
931351.CSI,大湾区消费升级,中证建信理财粤港澳大湾区消费升级指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-10-18,2026-05-07
931352.CSI,大湾区消费升级HKD,中证建信理财粤港澳大湾区消费升级港元指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-10-18,2026-05-07
931353.CSI,CS科技,中证科技驱动100指数,CSI,中证指数有限公司,,主题指数,2008-12-31,2019-11-15,2026-05-07
931354.CSI,CS消费,中证消费驱动100指数,CSI,中证指数有限公司,,主题指数,2008-12-31,2019-11-15,2026-05-07
931355.CSI,CS周期,中证周期100指数,CSI,中证指数有限公司,,主题指数,2008-12-31,2019-11-15,2026-05-07
931356.CSI,民企创新,中证民企创新指数,CSI,中证指数有限公司,,主题指数,2009-12-31,2019-11-15,2026-05-07
931357.CSI,优选消费50,中证沪港深优选消费50指数,CSI,中证指数有限公司,,主题指数,2009-12-31,2019-11-15,2026-05-07
931358.CSI,优选消费50HKD,中证沪港深优选消费50港元指数,CSI,中证指数有限公司,,主题指数,2009-12-31,2019-11-15,2026-05-07
931359.CSI,沪深300AUD(CNH),沪深300澳元指数(CNH),CSI,中证指数有限公司,,规模指数,2004-12-31,2005-04-08,2026-05-07
931371.CSI,品牌消费100,中证品牌消费100策略指数,CSI,中证指数有限公司,,策略指数,2008-12-31,2019-11-25,2026-05-07
931372.CSI,浙江国资,中证浙江国资创新发展指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2019-12-09,2026-05-07
931373.CSI,股息龙头,中证高股息龙头指数,CSI,中证指数有限公司,,主题指数,2013-12-31,2019-11-15,2026-05-07
931375.CSI,300质量低波,沪深300质量成长低波动指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2019-11-25,2026-05-07
931376.CSI,泰康红利LV,中证泰康红利低波动指数,CSI,中证指数有限公司,,主题指数,2007-12-31,2019-11-28,2026-05-07
931377.CSI,经济成长,中证华夏经济成长指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2019-12-26,2026-05-07
931378.CSI,AH经济成长,中证华夏AH经济成长指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2019-12-26,2026-05-07
931379.CSI,AH经济成长HKD,中证华夏AH经济成长港元指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2019-12-26,2026-05-07
931380.CSI,科技50,中证科技50指数,CSI,中证指数有限公司,,主题指数,2014-06-30,2019-11-25,2026-05-07
931381.CSI,中证长三角,中证长三角领先指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2019-11-25,2026-05-07
931382.CSI,智选300ESG领先,中证智选300ESG领先指数,CSI,中证指数有限公司,,主题指数,2015-12-31,2019-11-25,2026-05-07
931383.CSI,CS医药50,中证生物医药主题50指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2019-12-26,2026-05-07
931384.CSI,300美元对冲2,沪深300美元50%对冲指数,CSI,中证指数有限公司,,策略指数,2010-12-31,2019-11-15,2026-05-07
931385.CSI,500美元对冲2,中证500美元50%对冲指数,CSI,中证指数有限公司,,策略指数,2010-12-31,2019-11-15,2026-05-07
931386.CSI,1000美元对冲2,中证1000美元50%对冲指数,CSI,中证指数有限公司,,策略指数,2010-12-31,2019-11-15,2026-05-07
931387.CSI,300瑞郎对冲,沪深300瑞士法郎对冲指数,CSI,中证指数有限公司,,策略指数,2010-12-31,2019-11-15,2026-05-07
931393.CSI,湖北指数,中证湖北新旧动能转换指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2020-02-04,2026-05-07
931394.CSI,信息科技50,中证信息科技50策略指数,CSI,中证指数有限公司,,策略指数,2014-12-31,2020-01-23,2026-05-07
931395.CSI,沪港深300,中证沪港深300指数,CSI,中证指数有限公司,,规模指数,2014-11-14,2020-01-14,2026-05-07
931396.CSI,沪港深300HKD,中证沪港深300港元指数,CSI,中证指数有限公司,,规模指数,2014-11-14,2020-01-14,2026-05-07
931397.CSI,A股通50,中证互联互通A股投资50主题指数,CSI,中证指数有限公司,,主题指数,2017-03-31,2020-02-20,2026-05-07
931398.CSI,A股通100,中证互联互通A股投资100主题指数,CSI,中证指数有限公司,,主题指数,2017-03-31,2020-02-20,2026-05-07
931401.CSI,香港30,中证香港30指数,CSI,中证指数有限公司,,规模指数,2004-12-31,2023-11-21,2026-05-07
931402.CSI,证券先锋,中证证券公司先锋策略指数,CSI,中证指数有限公司,,策略指数,2013-12-31,2020-01-14,2026-05-07
931403.CSI,品牌工程,中证新华社民族品牌工程指数,CSI,中证指数有限公司,,主题指数,2017-08-25,2020-01-14,2026-05-07
931404.CSI,SHS品牌消费50,中证沪港深品牌消费50指数,CSI,中证指数有限公司,,主题指数,2009-12-31,2020-02-20,2026-05-07
931405.CSI,SHS品牌消费50HKD,中证沪港深品牌消费50港元指数,CSI,中证指数有限公司,,主题指数,2009-12-31,2020-02-20,2026-05-07
931406.CSI,5G 50,中证5G产业50指数,CSI,中证指数有限公司,,主题指数,2015-12-31,2020-02-20,2026-05-07
931409.CSI,SHS创新药,中证沪港深创新药产业指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-02-20,2026-05-07
931410.CSI,SHS创新药HKD,中证沪港深创新药产业港元指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-02-20,2026-05-07
931412.CSI,证券公司30,中证证券公司30指数,CSI,中证指数有限公司,,主题指数,2013-12-31,2020-02-20,2026-05-07
931440.CSI,创新药30,中证创新药30指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-04-21,2026-05-07
931441.CSI,AI50,中证人工智能50指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2020-05-06,2026-05-07
931442.CSI,SHS科技100,中证沪港深科技100指数,CSI,中证指数有限公司,,主题指数,2014-11-14,2020-04-21,2026-05-07
931443.CSI,SHS科技100HKD,中证沪港深科技100港元指数,CSI,中证指数有限公司,,主题指数,2014-11-14,2020-04-21,2026-05-07
931446.CSI,东证红利低波,中证东方红红利低波动指数,CSI,中证指数有限公司,,策略指数,2009-12-31,2020-04-21,2026-05-07
931447.CSI,科技先锋,中证科技先锋指数,CSI,中证指数有限公司,,主题指数,2014-06-30,2020-04-21,2026-05-07
931450.CSI,新能车主题,中证新能源汽车主题指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2024-08-26,2026-05-07
931451.CSI,五矿金属矿业,中证五矿金属矿业优势指数,CSI,中证指数有限公司,,主题指数,2020-12-31,2024-06-28,2026-05-07
931452.CSI,大湾区质量成长均衡,中证粤港澳大湾区质量成长均衡指数,CSI,中证指数有限公司,,主题指数,2016-12-30,2020-03-13,2026-05-07
931453.CSI,大湾区质量成长均衡HKD,中证粤港澳大湾区质量成长均衡港元指数,CSI,中证指数有限公司,,主题指数,2016-12-30,2020-03-13,2026-05-07
931454.CSI,港股通消费,中证港股通消费主题指数,CSI,中证指数有限公司,,主题指数,2014-11-14,2020-03-06,2026-05-07
931455.CSI,港股通消费CNY,中证港股通消费主题人民币指数,CSI,中证指数有限公司,,主题指数,2014-11-14,2020-03-06,2026-05-07
931456.CSI,中国教育,中证全球中国教育主题指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-04-21,2026-05-07
931459.CSI,中证800USD,中证800美元指数,CSI,中证指数有限公司,,规模指数,2004-12-31,2020-03-11,2026-05-07
931460.CSI,中证1000USD,中证1000美元指数,CSI,中证指数有限公司,,规模指数,2004-12-31,2020-03-11,2026-05-07
931461.CSI,电子50,中证电子50指数,CSI,中证指数有限公司,,主题指数,2008-12-31,2009-07-22,2026-05-07
931462.CSI,SHS中国教育HKD,中证沪港深中国教育主题港元指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2015-07-31,2026-05-07
931463.CSI,300 ESG,沪深300 ESG基准指数,CSI,中证指数有限公司,,主题指数,2017-06-30,2020-04-30,2026-05-07
931465.CSI,300 ESG领先,沪深300 ESG领先指数,CSI,中证指数有限公司,,主题指数,2017-06-30,2020-04-30,2026-05-07
931466.CSI,300 ESG价值,沪深300 ESG价值指数,CSI,中证指数有限公司,,策略指数,2017-06-30,2020-04-30,2026-05-07
931467.CSI,医药龙头,中证医药龙头指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2020-05-21,2026-05-07
931468.CSI,红利质量,中证红利质量指数,CSI,中证指数有限公司,,策略指数,2004-12-31,2020-05-21,2026-05-07
931469.CSI,云计算50,中证云计算50指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-06-12,2026-05-07
931470.CSI,SHS云计算,中证沪港深云计算产业指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-04-21,2026-05-07
931471.CSI,SHS云计算HKD,中证沪港深云计算产业港元指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-04-21,2026-05-07
931473.CSI,民企50,中证民企50指数,CSI,中证指数有限公司,,主题指数,2010-12-31,2023-11-09,2026-05-07
931474.CSI,SHS地产龙头,中证沪港深内地地产龙头指数,CSI,中证指数有限公司,,主题指数,2014-11-14,2015-03-13,2026-05-07
931475.CSI,SHS地产龙头(HKD),中证沪港深内地地产龙头港元指数,CSI,中证指数有限公司,,主题指数,2014-11-14,2015-03-13,2026-05-07
931476.CSI,ESG120策略,中证ESG 120策略指数,CSI,中证指数有限公司,,策略指数,2017-06-30,2020-04-30,2026-05-07
931477.CSI,华夏银行ESG,中证华夏银行ESG指数,CSI,中证指数有限公司,,策略指数,2017-06-30,2020-04-30,2026-05-07
931479.CSI,证券保险,中证证券保险领先指数,CSI,中证指数有限公司,,二级行业指数,2015-12-31,2020-05-06,2026-05-07
931480.CSI,线上消费,中证线上消费主题指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-05-06,2026-05-07
931481.CSI,SHS线上消费,中证沪港深线上消费主题指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-05-06,2026-05-07
931482.CSI,SHS线上消费HKD,中证沪港深线上消费主题港元指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-05-06,2026-05-07
931483.CSI,电子科技50,中证电子科技50指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-06-12,2026-05-07
931484.CSI,CS医药创新,中证医药及医疗器械创新指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-05-06,2026-05-07
931487.CSI,SHS人工智能50,中证沪港深人工智能50指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-05-06,2026-05-07
931488.CSI,SHS人工智能50HKD,中证沪港深人工智能50港元指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-05-06,2026-05-07
931489.CSI,A股通策略,中证互联互通A股策略指数,CSI,中证指数有限公司,,策略指数,2017-03-31,2020-05-21,2026-05-07
931491.CSI,5G 100,中证5G产业100指数,CSI,中证指数有限公司,,主题指数,2015-12-31,2020-06-12,2026-05-07
931492.CSI,SHS 5G 100,中证沪港深5G产业100指数,CSI,中证指数有限公司,,主题指数,2015-12-31,2020-06-12,2026-05-07
931494.CSI,消费电子,中证消费电子主题指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2020-06-12,2026-05-07
931495.CSI,工业互联,中证工业互联网主题指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-07-08,2026-05-07
931497.CSI,沪港深新基建,中证沪港深内地新型基础设施建设主题指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-07-07,2026-05-07
931512.CSI,周期50,中证周期50主题指数,CSI,中证指数有限公司,,主题指数,2004-12-31,2020-07-17,2026-05-07
931513.CSI,公共卫生,中证公共卫生主题指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2020-07-07,2026-05-07
931521.CSI,高装细分50,中证高端装备细分50指数,CSI,中证指数有限公司,,主题指数,2012-12-31,2020-07-08,2026-05-07
931522.CSI,央企新动能,中证央企新动能主题指数,CSI,中证指数有限公司,,主题指数,2014-12-31,2020-07-01,2026-05-07
931523.CSI,SHS动漫游戏,中证沪港深动漫游戏指数,CSI,中证指数有限公司,,主题指数,2014-11-14,2020-07-08,2026-05-07
931524.CSI,SHS科技龙头,中证沪港深科技龙头指数,CSI,中证指数有限公司,,主题指数,2014-11-14,2020-07-16,2026-05-07
931525.CSI,兴业证券ESG盈利100,中证兴业证券ESG盈利100指数,CSI,中证指数有限公司,,主题指数,2017-06-30,2020-08-06,2026-05-07
931526.CSI,企业核心竞争力50,中证企业核心竞争力50指数,CSI,中证指数有限公司,,主题指数,2017-06-30,2020-08-24,2026-05-07
