ts_code,name,fullname,market,publisher,index_type,category,base_date,list_date,trade_date
399268.SZ,深小巨人,深证专精特新指数,SZSE,深圳证券交易所,,主题指数,2018-12-28,2025-07-21,2026-05-07
399269.SZ,创质量,创业板质量优势100指数,SZSE,深圳证券交易所,,策略指数,2012-12-31,2021-01-12,2026-05-07
399274.SZ,深新基建,深证新基建50指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2022-04-11,2026-05-07
399275.SZ,创医药,创业板医药卫生指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2020-10-26,2026-05-07
399276.SZ,创科技,创业板科技指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2020-10-26,2026-05-07
399277.SZ,公共健康,深证公共健康50指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2020-05-08,2026-05-07
399278.SZ,长江100,深证长江经济带100指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2020-05-08,2026-05-07
399279.SZ,云科技50,深证云科技50指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2020-05-08,2026-05-07
399280.SZ,生物50,深证生物医药50指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2020-05-08,2026-05-07
399281.SZ,电子50,深证消费电子50指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2020-05-08,2026-05-07
399282.SZ,大数据50,深证大数据50指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2020-02-18,2026-05-07
399283.SZ,机器人50,深证机器人50指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2020-02-18,2026-05-07
399284.SZ,AI 50,深证人工智能50指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2020-02-18,2026-05-07
399285.SZ,物联网50,深证物联网50指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2020-02-18,2026-05-07
399286.SZ,区块链50,深证区块链50指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2019-12-24,2026-05-07
399291.SZ,创精选88,创精选88指数,SZSE,深圳证券交易所,,策略指数,2012-12-31,2019-11-06,2026-05-07
399292.SZ,民企发展,深证民企发展指数,SZSE,深圳证券交易所,,主题指数,2014-06-30,2019-03-05,2026-05-07
399293.SZ,创业大盘,创业板大盘指数,SZSE,深圳证券交易所,,规模指数,2012-12-31,2019-04-18,2026-05-07
399294.SZ,中小创Q,中小创业质量指数,SZSE,深圳证券交易所,,策略指数,2012-12-31,2019-06-06,2026-05-07
399295.SZ,创价值,创业板低波价值指数,SZSE,深圳证券交易所,,风格指数,2012-12-31,2019-01-23,2026-05-07
399296.SZ,创成长,创业板动量成长指数,SZSE,深圳证券交易所,,风格指数,2012-12-31,2019-01-23,2026-05-07
399297.SZ,新浪100,深证新浪大数据100指数,SZSE,深圳证券交易所,,主题指数,2013-12-31,2017-12-22,2026-05-07
399300.SZ,沪深300,沪深300指数,SZSE,中证指数有限公司,,规模指数,2004-12-31,2005-04-08,2026-05-07
399303.SZ,国证2000,国证2000指数,SZSE,深圳证券交易所,,规模指数,2009-12-31,2014-03-28,2026-05-07
399310.SZ,国证A50,国证A50指数,SZSE,深圳证券交易所,,规模指数,2002-12-31,2005-09-05,2026-05-07
399311.SZ,国证1000,国证1000指数,SZSE,深圳证券交易所,,规模指数,2002-12-31,2005-02-03,2026-05-07
399312.SZ,国证300,国证300指数,SZSE,深圳证券交易所,,规模指数,2002-12-31,2005-02-03,2026-05-07
399313.SZ,巨潮100,巨潮100指数,SZSE,巨潮公司,,规模指数,2002-12-31,2005-02-03,2026-05-07
399314.SZ,巨潮大盘,巨潮大盘指数,SZSE,巨潮公司,,规模指数,2002-12-31,2005-02-03,2026-05-07
399315.SZ,巨潮中盘,巨潮中盘指数,SZSE,巨潮公司,,规模指数,2002-12-31,2005-02-03,2026-05-07
399316.SZ,巨潮小盘,巨潮小盘指数,SZSE,巨潮公司,,规模指数,2002-12-31,2005-02-03,2026-05-07
399317.SZ,国证A指,国证A股指数,SZSE,深圳证券交易所,,综合指数,2002-12-31,2005-02-03,2026-05-07
399318.SZ,国证B指,国证B股指数,SZSE,深圳证券交易所,,综合指数,2002-12-31,2005-02-03,2026-05-07
399319.SZ,资源优势,国证资源优势,SZSE,深圳证券交易所,,主题指数,2004-12-31,2005-01-04,2026-05-07
399320.SZ,国证服务,国证服务指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2005-01-04,2026-05-07
399321.SZ,国证红利,国证红利指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2005-01-04,2026-05-07
399322.SZ,国证治理,国证治理指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2005-12-12,2026-05-07
399324.SZ,深证红利,深证红利指数,SZSE,深圳证券交易所,,策略指数,2002-12-31,2006-01-24,2026-05-07
399326.SZ,成长40,深证成长40指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2006-01-24,2026-05-07
399328.SZ,深证治理,深证治理指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2006-01-24,2026-05-07
399330.SZ,深证100,深证100指数,SZSE,深圳证券交易所,,规模指数,2002-12-31,2006-01-24,2026-05-07
399333.SZ,中小100R,中小企业100全收益指数,SZSE,深圳证券交易所,,规模指数,2005-06-07,2006-12-27,2026-05-07
399335.SZ,深证央企,深证央企指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2009-08-03,2026-05-07
399337.SZ,深证民营,深证民营指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2009-08-03,2026-05-07
399339.SZ,深证科技,深证科技指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2009-08-03,2026-05-07
399341.SZ,深证责任,深证责任指数,SZSE,深圳证券交易所,,主题指数,2009-06-30,2009-08-03,2026-05-07
399344.SZ,深证300R,深证300全收益指数,SZSE,深圳证券交易所,,规模指数,2004-12-31,2009-11-04,2026-05-07
399346.SZ,深证成长,深证300成长指数,SZSE,深圳证券交易所,,风格指数,2004-12-31,2009-11-04,2026-05-07
399348.SZ,深证价值,深证300价值指数,SZSE,深圳证券交易所,,风格指数,2004-12-31,2009-11-04,2026-05-07
399350.SZ,皖江30,国元皖江30,SZSE,深圳证券交易所,,主题指数,2010-06-30,2012-12-18,2026-05-07
399351.SZ,创新示范,国证深圳创新示范100指数,SZSE,深圳证券交易所,,主题指数,2004-08-31,2004-09-01,2026-05-07
399352.SZ,深企综指,国证深圳企业综合指数,SZSE,深圳证券交易所,,主题指数,2004-08-31,2005-02-03,2026-05-07
399353.SZ,国证物流,国证物流指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2005-03-01,2026-05-07
399354.SZ,分析师指数,新财富最佳分析师指数,SZSE,深圳证券交易所,,策略指数,2006-04-28,2006-11-14,2026-05-07
399355.SZ,CBN长江,CBN长江三角洲指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2007-07-02,2026-05-07
399356.SZ,CBN珠江,CBN珠江三角洲指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2007-07-02,2026-05-07
399357.SZ,CBN渤海,CBN环渤海地区指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2007-07-02,2026-05-07
399358.SZ,国证环保,国证环保指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2008-01-02,2026-05-07
399359.SZ,国证基建,国证基建指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2009-08-03,2026-05-07
399360.SZ,新硬件,国证新硬件,SZSE,深圳证券交易所,,主题指数,2004-12-31,2009-08-03,2026-05-07
399361.SZ,在线消费,国证在线消费指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2009-08-03,2026-05-07
39936201.CNI,民企100R,国证民企领先100全收益指数,CNI,深圳证券交易所,,主题指数,2004-12-31,2009-08-03,2026-05-07
399362.SZ,民企100,国证民企领先100指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2009-08-03,2026-05-07
39936301.CNI,国证算力R,国证算力基础设施主题全收益指数,CNI,深圳证券交易所,,主题指数,2004-12-31,2009-08-03,2026-05-07
399363.SZ,国证算力,国证算力基础设施主题指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2009-08-03,2026-05-07
399364.SZ,消费100,国证消费100指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2009-08-03,2026-05-07
39936501.CNI,国证粮食R,国证粮食产业全收益指数,CNI,深圳证券交易所,,主题指数,2004-12-31,2009-11-04,2026-05-07
399365.SZ,国证粮食,国证粮食产业指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2009-11-04,2026-05-07
399366.SZ,能源金属,国证能源金属指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2009-11-04,2026-05-07
399367.SZ,1000地产,国证1000房地产行业指数,SZSE,深圳证券交易所,,一级行业指数,2004-12-31,2009-11-04,2026-05-07
399368.SZ,国证军工,国证航天军工指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2009-11-04,2026-05-07
399369.SZ,国证责任,国证责任指数,SZSE,深圳证券交易所,,主题指数,2009-06-30,2009-11-04,2026-05-07
399370.SZ,国证成长,国证成长指数,SZSE,深圳证券交易所,,风格指数,2002-12-31,2010-01-04,2026-05-07
399371.SZ,国证价值,国证价值指数,SZSE,深圳证券交易所,,风格指数,2002-12-31,2010-01-04,2026-05-07
399372.SZ,大盘成长,国证大盘成长指数,SZSE,深圳证券交易所,,风格指数,2002-12-31,2010-01-04,2026-05-07
399373.SZ,大盘价值,国证大盘价值指数,SZSE,深圳证券交易所,,风格指数,2002-12-31,2010-01-04,2026-05-07
399374.SZ,中盘成长,巨潮中盘成长,SZSE,巨潮公司,,风格指数,2002-12-31,2010-01-04,2026-05-07
399375.SZ,中盘价值,巨潮中盘价值,SZSE,巨潮公司,,风格指数,2002-12-31,2010-01-04,2026-05-07
399376.SZ,小盘成长,巨潮小盘成长,SZSE,巨潮公司,,风格指数,2002-12-31,2010-01-04,2026-05-07
399377.SZ,小盘价值,巨潮小盘价值,SZSE,巨潮公司,,风格指数,2002-12-31,2010-01-04,2026-05-07
399378.SZ,ESG 300,国证ESG 300指数,SZSE,深圳证券交易所,,主题指数,2010-06-30,2010-09-20,2026-05-07
399381.SZ,1000能源,国证1000能源,SZSE,深圳证券交易所,,一级行业指数,2002-12-31,2011-12-02,2026-05-07
399382.SZ,1000材料,国证1000材料,SZSE,深圳证券交易所,,一级行业指数,2002-12-31,2011-12-02,2026-05-07
399383.SZ,1000工业,国证1000工业,SZSE,深圳证券交易所,,一级行业指数,2002-12-31,2011-12-02,2026-05-07
399384.SZ,1000可选,国证1000可选,SZSE,深圳证券交易所,,一级行业指数,2002-12-31,2011-12-02,2026-05-07
399385.SZ,1000消费,国证1000消费,SZSE,深圳证券交易所,,一级行业指数,2002-12-31,2011-12-02,2026-05-07
399386.SZ,1000医药,国证1000医药,SZSE,深圳证券交易所,,一级行业指数,2002-12-31,2011-12-02,2026-05-07
399387.SZ,1000金融,国证1000金融,SZSE,深圳证券交易所,,一级行业指数,2002-12-31,2011-12-02,2026-05-07
399388.SZ,1000信息,国证1000信息,SZSE,深圳证券交易所,,一级行业指数,2002-12-31,2011-12-02,2026-05-07
399389.SZ,国证通信,国证通信指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2011-12-02,2026-05-07
399390.SZ,1000公用,国证1000公用,SZSE,深圳证券交易所,,一级行业指数,2002-12-31,2011-12-02,2026-05-07
399391.SZ,投资时钟,国证投资时钟,SZSE,深圳证券交易所,,策略指数,2006-12-29,2012-03-26,2026-05-07
399392.SZ,国证新兴,国证新兴产业,SZSE,深圳证券交易所,,主题指数,2009-06-30,2012-03-28,2026-05-07
399393.SZ,国证地产,国证地产指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2012-08-20,2026-05-07
399394.SZ,国证医药,国证医药指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2012-10-29,2026-05-07
399395.SZ,国证有色,国证有色指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2012-10-29,2026-05-07
399396.SZ,国证食品,国证食品指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2012-10-29,2026-05-07
399397.SZ,国证文化,国证文化指数,SZSE,深圳证券交易所,,主题指数,2009-06-30,2012-11-09,2026-05-07
399398.SZ,绩效指数,国证绩效指数,SZSE,深圳证券交易所,,策略指数,2002-12-31,2012-11-19,2026-05-07
399399.SZ,中经GDP,中经GDP指数,SZSE,深圳证券交易所,,主题指数,2005-06-30,2012-11-23,2026-05-07
399400.SZ,大中盘,巨潮大中盘指数,SZSE,巨潮公司,,规模指数,2002-12-31,2013-03-20,2026-05-07
399401.SZ,中小盘,巨潮中小盘指数,SZSE,巨潮公司,,规模指数,2002-12-31,2013-03-20,2026-05-07
399402.SZ,周期100,国证周期100,SZSE,深圳证券交易所,,主题指数,2004-12-31,2013-10-28,2026-05-07
399403.SZ,防御100,国证防御100,SZSE,深圳证券交易所,,主题指数,2004-12-31,2013-10-28,2026-05-07
399405.SZ,大盘高贝,巨潮大盘高贝,SZSE,巨潮公司,,策略指数,2004-12-31,2013-12-05,2026-05-07
399406.SZ,中盘低波,巨潮中盘低波,SZSE,巨潮公司,,策略指数,2004-12-31,2013-12-05,2026-05-07
399407.SZ,中盘高贝,巨潮中盘高贝,SZSE,巨潮公司,,策略指数,2004-12-31,2013-12-05,2026-05-07
399408.SZ,小盘低波,巨潮小盘低波,SZSE,巨潮公司,,策略指数,2004-12-31,2013-12-05,2026-05-07
399409.SZ,小盘高贝,巨潮小盘高贝,SZSE,巨潮公司,,策略指数,2004-12-31,2013-12-05,2026-05-07
399410.SZ,苏州率先,苏州率先指数,SZSE,深圳证券交易所,,主题指数,2011-12-30,2013-12-12,2026-05-07
399411.SZ,红利100,国证红利加权100指数,SZSE,深圳证券交易所,,策略指数,2008-12-31,2014-04-10,2026-05-07
399412.SZ,国证新能,国证新能源指数,SZSE,深圳证券交易所,,主题指数,2010-06-30,2014-05-16,2026-05-07
399415.SZ,I100,大数据100,SZSE,深圳证券交易所,,主题指数,2010-01-29,2014-09-12,2026-05-07
399416.SZ,I300,大数据300,SZSE,深圳证券交易所,,主题指数,2010-01-29,2014-09-12,2026-05-07
399417.SZ,新能源车,国证新能源车指数,SZSE,深圳证券交易所,,主题指数,2010-06-30,2014-09-24,2026-05-07
399418.SZ,数据要素,国证数据要素主题指数,SZSE,深圳证券交易所,,主题指数,2008-12-31,2014-11-21,2026-05-07
399419.SZ,国证高铁,国证高铁指数,SZSE,深圳证券交易所,,主题指数,2010-06-30,2014-12-10,2026-05-07
399420.SZ,国证保证,国证保险证券指数,SZSE,深圳证券交易所,,主题指数,2010-06-30,2014-12-10,2026-05-07
399422.SZ,中关村A,中关村A指,SZSE,深圳证券交易所,,主题指数,2008-12-31,2016-12-21,2026-05-07
399423.SZ,中关村50,中关村50指数,SZSE,深圳证券交易所,,主题指数,2008-12-31,2015-02-05,2026-05-07
399428.SZ,国证定增,国证定向增发指数,SZSE,深圳证券交易所,,主题指数,2012-12-31,2015-02-17,2026-05-07
399429.SZ,新丝路,新丝路指数,SZSE,深圳证券交易所,,主题指数,2011-12-30,2015-01-08,2026-05-07
399431.SZ,国证银行,国证银行行业,SZSE,深圳证券交易所,,二级行业指数,2002-12-31,2014-12-30,2026-05-07
399432.SZ,智能汽车,国证电动智能汽车,SZSE,深圳证券交易所,,主题指数,2002-12-31,2014-12-30,2026-05-07
399433.SZ,国证交运,国证交通运输,SZSE,深圳证券交易所,,二级行业指数,2002-12-31,2014-12-30,2026-05-07
399434.SZ,数字传媒,国证数字传媒主题指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2014-12-30,2026-05-07
399435.SZ,国证农牧,国证农牧渔,SZSE,深圳证券交易所,,二级行业指数,2002-12-31,2014-12-30,2026-05-07
399436.SZ,绿色煤炭,国证绿色煤炭指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2014-12-30,2026-05-07
399437.SZ,证券龙头,国证证券龙头指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2014-12-30,2026-05-07
399438.SZ,绿色电力,国证绿色电力指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2014-12-30,2026-05-07
39943901.CNI,国证油气R,国证石油天然气全收益指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2014-12-30,2026-05-07
399439.SZ,国证油气,国证石油天然气指数,SZSE,深圳证券交易所,,主题指数,2002-12-31,2014-12-30,2026-05-07
399440.SZ,国证钢铁,国证钢铁行业,SZSE,深圳证券交易所,,四级行业指数,2002-12-31,2014-12-30,2026-05-07
399441.SZ,生物医药,国证生物医药,SZSE,深圳证券交易所,,主题指数,2009-12-31,2015-01-20,2026-05-07
399550.SZ,央视50,央视财经50指数,SZSE,深圳证券交易所,,主题指数,2010-06-30,2012-06-06,2026-05-07
399551.SZ,央视创新,央视50创新,SZSE,深圳证券交易所,,主题指数,2010-06-30,2013-06-06,2026-05-07
399552.SZ,央视成长,央视50成长,SZSE,深圳证券交易所,,主题指数,2010-06-30,2013-06-06,2026-05-07
399553.SZ,央视回报,央视50回报,SZSE,深圳证券交易所,,主题指数,2010-06-30,2013-06-06,2026-05-07
399554.SZ,央视治理,央视50治理,SZSE,深圳证券交易所,,主题指数,2010-06-30,2013-06-06,2026-05-07
399555.SZ,央视责任,央视50责任,SZSE,深圳证券交易所,,主题指数,2010-06-30,2013-06-06,2026-05-07
399556.SZ,央视生态,央视生态指数,SZSE,深圳证券交易所,,主题指数,2010-06-30,2014-06-06,2026-05-07
399557.SZ,央视文化,央视文化指数,SZSE,深圳证券交易所,,主题指数,2010-06-30,2014-06-06,2026-05-07
399602.SZ,中小成长,中小300成长指数,SZSE,深圳证券交易所,,风格指数,2010-03-19,2010-05-24,2026-05-07
399604.SZ,中小价值,中小300价值指数,SZSE,深圳证券交易所,,风格指数,2010-03-19,2010-05-24,2026-05-07
399606.SZ,创业板R,创业板全收益指数,SZSE,深圳证券交易所,,规模指数,2010-05-31,2010-06-01,2026-05-07
399608.SZ,科技100,深证科技100指数,SZSE,深圳证券交易所,,主题指数,2007-06-29,2010-10-18,2026-05-07
399610.SZ,TMT50,深证电子信息传媒产业50指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2010-11-08,2026-05-07
399611.SZ,中创100R,中小创业企业100全收益指数,SZSE,深圳证券交易所,,规模指数,2007-06-29,2011-02-28,2026-05-07
399612.SZ,中创100,中小创业企业100指数,SZSE,深圳证券交易所,,规模指数,2007-06-29,2011-02-28,2026-05-07
399613.SZ,深证能源,深证能源行业指数,SZSE,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
399614.SZ,深证材料,深证原材料行业指数,SZSE,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
399615.SZ,深证工业,深证工业行业指数,SZSE,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
399616.SZ,深证可选,深证可选消费行业指数,SZSE,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
399617.SZ,深证消费,深证主要消费行业指数,SZSE,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
399618.SZ,深证医药,深证医药卫生行业指数,SZSE,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
399619.SZ,深证金融,深证金融行业指数,SZSE,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
399620.SZ,深证信息,深证信息技术行业指数,SZSE,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
399621.SZ,深证电信,深证电信业务行业指数,SZSE,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
399622.SZ,深证公用,深证公用事业行业指数,SZSE,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
399623.SZ,中小基础,中小企业基础市场指数,SZSE,深圳证券交易所,,规模指数,2005-12-30,2011-07-25,2026-05-07
399624.SZ,中创400,中小创业企业400指数,SZSE,深圳证券交易所,,规模指数,2010-06-30,2011-08-15,2026-05-07
399625.SZ,中创500,中小创业企业500指数,SZSE,深圳证券交易所,,规模指数,2010-06-30,2011-08-15,2026-05-07
399626.SZ,中创成长,中小创业企业成长指数,SZSE,深圳证券交易所,,风格指数,2010-06-30,2011-08-15,2026-05-07
399627.SZ,中创价值,中小创业企业价值指数,SZSE,深圳证券交易所,,风格指数,2010-06-30,2011-08-15,2026-05-07
399628.SZ,700成长,深证700成长指数,SZSE,深圳证券交易所,,风格指数,2010-06-30,2011-09-01,2026-05-07
399629.SZ,700价值,深证700价值指数,SZSE,深圳证券交易所,,风格指数,2010-06-30,2011-09-01,2026-05-07
399630.SZ,1000成长,深证1000成长指数,SZSE,深圳证券交易所,,风格指数,2010-06-30,2011-09-01,2026-05-07
399631.SZ,1000价值,深证1000价值指数,SZSE,深圳证券交易所,,风格指数,2010-06-30,2011-09-01,2026-05-07
399632.SZ,深100EW,深证100等权重指数,SZSE,深圳证券交易所,,策略指数,2002-12-31,2011-10-28,2026-05-07
399633.SZ,深300EW,深证300等权重指数,SZSE,深圳证券交易所,,策略指数,2004-12-31,2011-10-28,2026-05-07
399634.SZ,中小等权,中小企业100等权重指数,SZSE,深圳证券交易所,,策略指数,2006-12-29,2011-10-28,2026-05-07
399635.SZ,创业板EW,创业板等权重指数,SZSE,深圳证券交易所,,策略指数,2010-09-30,2011-10-28,2026-05-07
399636.SZ,深证装备,深证装备指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2011-11-15,2026-05-07
399637.SZ,深证地产,深证地产行业指数,SZSE,深圳证券交易所,,行业指数,2004-12-31,2011-11-15,2026-05-07
399638.SZ,深证环保,深证环保指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2011-11-15,2026-05-07
399639.SZ,深证大宗,深证大宗商品生产商指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2011-11-15,2026-05-07
399640.SZ,创业基础,创业板基础市场指数,SZSE,深圳证券交易所,,规模指数,2010-12-31,2012-01-16,2026-05-07
399641.SZ,深证新兴,深证战略性新兴产业指数,SZSE,深圳证券交易所,,主题指数,2010-06-30,2012-02-01,2026-05-07
399642.SZ,中小新兴,中小企业战略性新兴产业指数,SZSE,深圳证券交易所,,主题指数,2010-06-30,2012-02-01,2026-05-07
399643.SZ,创业新兴,创业板战略性新兴产业指数,SZSE,深圳证券交易所,,主题指数,2010-06-30,2012-02-01,2026-05-07
399644.SZ,深证时钟,深证投资时钟指数,SZSE,深圳证券交易所,,策略指数,2006-12-29,2012-03-26,2026-05-07
399645.SZ,100低波,深证100低波动率指数,SZSE,深圳证券交易所,,策略指数,2004-12-31,2012-06-12,2026-05-07
399646.SZ,深消费50,深证消费50指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2012-08-06,2026-05-07
399647.SZ,深医药50,深证医药50指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2012-08-06,2026-05-07
399648.SZ,深证GDP,深证中经矢量GDP100指数,SZSE,深圳证券交易所,,主题指数,2005-06-30,2012-08-08,2026-05-07
399649.SZ,中小红利,中小企业红利指数,SZSE,深圳证券交易所,,主题指数,2009-06-30,2012-08-20,2026-05-07
399650.SZ,中小治理,中小企业治理指数,SZSE,深圳证券交易所,,主题指数,2009-06-30,2012-08-20,2026-05-07
399651.SZ,中小责任,中小企业社会责任指数,SZSE,深圳证券交易所,,主题指数,2009-06-30,2012-08-20,2026-05-07
399652.SZ,中创高新,中创高新技术企业指数,SZSE,深圳证券交易所,,主题指数,2011-06-30,2012-09-17,2026-05-07
399653.SZ,深证龙头,深证行业龙头指数,SZSE,深圳证券交易所,,主题指数,2010-06-30,2012-09-25,2026-05-07
399654.SZ,深证文化,深证文化产业指数,SZSE,深圳证券交易所,,主题指数,2009-06-30,2012-11-09,2026-05-07
399655.SZ,深证绩效,深证绩效指数,SZSE,深圳证券交易所,,策略指数,2002-12-31,2012-11-19,2026-05-07
399656.SZ,100绩效,深证100绩效加权指数,SZSE,深圳证券交易所,,策略指数,2002-12-31,2012-11-19,2026-05-07
399657.SZ,300绩效,深证300绩效加权指数,SZSE,深圳证券交易所,,策略指数,2004-12-31,2012-11-19,2026-05-07
399658.SZ,中小绩效,中小100绩效加权指数,SZSE,深圳证券交易所,,策略指数,2006-12-29,2012-11-19,2026-05-07
399659.SZ,深成指EW,深证成份等权重指数,SZSE,深圳证券交易所,,策略指数,2002-12-31,2012-11-23,2026-05-07
399660.SZ,中创EW,中创100等权重指数,SZSE,深圳证券交易所,,策略指数,2007-06-29,2012-11-23,2026-05-07
399661.SZ,深证低波,深证300低波动率指数,SZSE,深圳证券交易所,,策略指数,2006-12-29,2012-12-20,2026-05-07
399662.SZ,深证高贝,深证300高贝塔指数,SZSE,深圳证券交易所,,策略指数,2006-12-29,2012-12-20,2026-05-07
399663.SZ,中小低波,中小300低波动率指数,SZSE,深圳证券交易所,,策略指数,2011-06-30,2012-12-20,2026-05-07
399664.SZ,中小高贝,中小300高贝塔指数,SZSE,深圳证券交易所,,策略指数,2011-06-30,2012-12-20,2026-05-07
399665.SZ,中创低波,中创500低波动率指数,SZSE,深圳证券交易所,,策略指数,2011-06-30,2012-12-20,2026-05-07
399666.SZ,中创高贝,中创500高贝塔指数,SZSE,深圳证券交易所,,策略指数,2011-06-30,2012-12-20,2026-05-07
399667.SZ,创业成长,创业板成长指数,SZSE,深圳证券交易所,,风格指数,2012-06-29,2013-01-07,2026-05-07
399668.SZ,创业板V,创业板300价值指数,SZSE,深圳证券交易所,,风格指数,2012-06-29,2013-01-07,2026-05-07
399669.SZ,深证农业,深证农业综合企业指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2013-06-24,2026-05-07
399670.SZ,深周期50,深证周期行业50指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2013-10-28,2026-05-07
399671.SZ,深防御50,深证防御行业50指数,SZSE,深圳证券交易所,,主题指数,2004-12-31,2013-10-28,2026-05-07
399672.SZ,深红利50,深证红利加权50指数,SZSE,深圳证券交易所,,策略指数,2008-12-31,2014-04-10,2026-05-07
399673.SZ,创业板50,创业板50指数,SZSE,深圳证券交易所,,规模指数,2010-05-31,2014-06-18,2026-05-07
399674.SZ,深A医药,深A医药卫生指数,SZSE,深圳证券交易所,,一级行业指数,2010-06-30,2015-06-08,2026-05-07
399675.SZ,深互联网,深A软件与互联网指数,SZSE,深圳证券交易所,,二级行业指数,2010-06-30,2015-06-08,2026-05-07
399676.SZ,深医药EW,深A医药卫生等权指数,SZSE,深圳证券交易所,,策略指数,2010-06-30,2015-06-08,2026-05-07
399677.SZ,深互联EW,深A软件与互联网等权指数,SZSE,深圳证券交易所,,策略指数,2010-06-30,2015-06-08,2026-05-07
399678.SZ,深次新股,深证次新股指数,SZSE,深圳证券交易所,,主题指数,2010-12-31,2015-06-18,2026-05-07
399679.SZ,深证200R,深证200全收益指数,SZSE,深圳证券交易所,,规模指数,2004-12-31,2015-06-18,2026-05-07
399680.SZ,深成能源,深成能源行业指数,SZSE,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
399681.SZ,深成材料,深成原材料行业指数,SZSE,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
399682.SZ,深成工业,深成工业行业指数,SZSE,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
399683.SZ,深成可选,深成可选消费行业指数,SZSE,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
399684.SZ,深成消费,深成主要消费行业指数,SZSE,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
399685.SZ,深成医药,深成医药卫生行业指数,SZSE,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
399686.SZ,深成金融,深成金融行业指数,SZSE,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
