rank_by_30d_vol,ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type,matched_days,first_matched_trade_date,latest_matched_trade_date,vol_30d,amount_30d,avg_vol_30d,latest_close,latest_vol,latest_amount,api_name,fetched_at
315,515100.SH,景顺长城中证红利低波动100ETF,红利低波100ETF景顺,景顺长城中证红利低波动100交易型开放式指数证券投资基金,930955.CSI,中证红利低波动100指数,2020-05-22,2020-07-03,L,SH,景顺长城基金,交通银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,26618114.0500,3826053.7690,887270.468333333333,1.4360,1133958.1300,162522.3840,etf_basic,2026-06-03 21:44:08.972707+08
316,159715.SZ,易方达中证稀土产业ETF,稀土ETF易方达,易方达中证稀土产业交易型开放式指数证券投资基金,930598.CSI,中证稀土产业指数,2021-09-01,2021-09-10,L,SZ,易方达基金,中国建设银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,26578322.6500,3557131.5766,885944.088333333333,1.3080,711509.0000,93134.7179,etf_basic,2026-06-03 21:44:08.972707+08
317,159141.SZ,科创创业人工智能ETF永赢,科创创业人工智能ETF永赢,永赢中证科创创业人工智能交易型开放式指数证券投资基金,932456.CSI,中证科创创业人工智能指数,2025-12-03,2025-12-11,L,SZ,永赢基金,兴业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,26505506.6700,3467343.8156,883516.889000000000,1.3900,614416.0400,86010.6687,etf_basic,2026-06-03 21:44:08.972707+08
318,551800.SH,国泰中证AAA科技创新公司债ETF,国泰中证AAA科技创新公司债ETF,国泰中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,2025-09-17,2025-09-24,L,SH,国泰基金,兴业银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,26461354.9000,267545430.5250,882045.163333333333,100.7400,877221.4000,8837122.2090,etf_basic,2026-06-03 21:44:08.972707+08
319,159750.SZ,招商中证香港科技ETF(QDII),港股科技50ETF招商,招商中证香港科技交易型开放式指数证券投资基金(QDII),931574.CSI,中证香港科技指数,2022-01-26,2022-02-14,L,SZ,招商基金,中国银行股份有限公司,0.500000,QDII,30,2026-04-20,2026-06-03,26447836.2700,2438256.9927,881594.542333333333,0.9200,1018627.0000,93985.9248,etf_basic,2026-06-03 21:44:08.972707+08
320,588380.SH,富国中证科创创业50ETF,科创创业ETF富国,富国中证科创创业50交易型开放式指数证券投资基金,931643.CSI,中证科创创业50指数,2021-06-29,2021-07-06,L,SH,富国基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,26356642.2800,3205308.8380,878554.742666666667,1.3460,1258591.0500,170210.0110,etf_basic,2026-06-03 21:44:08.972707+08
321,520660.SH,南方中证国新港股通央企红利ETF,港股通央企红利ETF南方,南方中证国新港股通央企红利交易型开放式指数证券投资基金,931722.CSI,中证国新港股通央企红利指数,2024-06-26,2024-07-10,L,SH,南方基金,中信建投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,26319331.1700,2828755.7910,877311.039000000000,1.0650,1034931.0000,109594.9890,etf_basic,2026-06-03 21:44:08.972707+08
322,520840.SH,华安恒生港股通科技主题ETF,港股通恒生科技ETF华安,华安恒生港股通科技主题交易型开放式指数证券投资基金,HSSCITI.HI,恒生港股通科技主题指数,2025-08-14,2025-08-25,L,SH,华安基金,中泰证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,26248591.8900,2144163.4500,874953.063000000000,0.8390,1042660.0000,87833.8100,etf_basic,2026-06-03 21:44:08.972707+08
323,589000.SH,华夏上证科创板综合ETF,科创综指ETF华夏,华夏上证科创板综合交易型开放式指数证券投资基金,000680.SH,上证科创板综合指数,2025-02-26,2025-03-05,L,SH,华夏基金,中国建设银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,26200383.5300,4298384.9290,873346.117666666667,1.6450,835130.0000,137241.1150,etf_basic,2026-06-03 21:44:08.972707+08
324,159209.SZ,招商中证全指红利质量ETF,红利质量ETF招商,招商中证全指红利质量交易型开放式指数证券投资基金,932315.CSI,中证全指红利质量指数,2025-03-12,2025-03-25,L,SZ,招商基金,财通证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,25976454.2500,3072286.1954,865881.808333333333,1.1490,706942.0000,81086.0499,etf_basic,2026-06-03 21:44:08.972707+08
325,159307.SZ,博时中证红利低波100ETF,红利低波100ETF博时,博时中证红利低波动100交易型开放式指数证券投资基金,930955.CSI,中证红利低波动100指数,2024-04-16,2024-04-25,L,SZ,博时基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,25955785.0800,2742472.2655,865192.836000000000,1.0600,903846.0000,95421.5064,etf_basic,2026-06-03 21:44:08.972707+08
326,515390.SH,华安沪深300ETF,沪深300ETF华安,华安沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,2019-12-13,2020-01-10,L,SH,华安基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,25699042.8200,3638453.5260,856634.760666666667,1.4390,739056.0000,106667.3070,etf_basic,2026-06-03 21:44:08.972707+08
327,513150.SH,华泰柏瑞中证港股通科技ETF,港股通科技ETF华泰柏瑞,华泰柏瑞中证港股通科技交易型开放式指数证券投资基金,931573.CSI,中证港股通科技指数,2022-01-25,2022-02-11,L,SH,华泰柏瑞基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,25630901.9800,2622514.8140,854363.399333333333,1.0260,880285.0000,90642.2410,etf_basic,2026-06-03 21:44:08.972707+08
328,516310.SH,易方达中证银行ETF,银行ETF易方达,易方达中证银行交易型开放式指数证券投资基金,399986.SZ,中证银行指数,2021-05-20,2021-05-28,L,SH,易方达基金,中国建设银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,25591034.4600,3311790.1330,853034.482000000000,1.2950,1026156.2400,132685.6200,etf_basic,2026-06-03 21:44:08.972707+08
329,513000.SH,易方达奥明日经225ETF(QDII),日经225ETF易方达,易方达奥明日经225交易型开放式指数证券投资基金(QDII),N225.JT,日经225指数,2019-06-12,2019-06-25,L,SH,易方达基金,中国工商银行股份有限公司,0.200000,QDII,30,2026-04-20,2026-06-03,25580687.6000,5547327.9510,852689.586666666667,2.3860,1952343.0000,470999.5580,etf_basic,2026-06-03 21:44:08.972707+08
330,159713.SZ,富国中证稀土产业ETF,稀土ETF富国,富国中证稀土产业交易型开放式指数证券投资基金,930598.CSI,中证稀土产业指数,2021-08-05,2021-08-16,L,SZ,富国基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,25319091.6900,3690615.9455,843969.723000000000,1.4250,821048.0000,116903.1854,etf_basic,2026-06-03 21:44:08.972707+08
331,159937.SZ,博时黄金ETF,黄金ETF博时,博时黄金交易型开放式证券投资基金,Au99.99.SGE,黄金9999,2014-08-13,2014-09-01,L,SZ,博时基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,24914347.0800,23913078.1341,830478.236000000000,9.2560,761046.7400,705361.6846,etf_basic,2026-06-03 21:44:08.972707+08
332,159930.SZ,汇添富中证能源ETF,能源ETF,中证能源交易型开放式指数证券投资基金,000928.SH,中证能源指数,2013-08-23,2013-09-16,L,SZ,汇添富基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,24823029.9700,4265246.5426,827434.332333333333,1.7840,683746.0000,119854.7754,etf_basic,2026-06-03 21:44:08.972707+08
333,513850.SH,易方达MSCI美国50ETF(QDII),美国50ETF易方达,易方达MSCI美国50交易型开放式指数证券投资基金(QDII),750108.MI,MSCI美国50指数,2023-11-06,2023-11-17,L,SH,易方达基金,中国银行股份有限公司,0.500000,QDII,30,2026-04-20,2026-06-03,24784020.9700,4315339.5430,826134.032333333333,1.8260,919469.1600,168813.6530,etf_basic,2026-06-03 21:44:08.972707+08
334,512560.SH,易方达中证军工ETF,军工ETF易方达,易方达中证军工交易型开放式指数证券投资基金,399967.SZ,中证军工指数,2017-07-14,2017-07-28,L,SH,易方达基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,24709420.1100,2128191.3570,823647.337000000000,0.7940,775918.0000,61761.0160,etf_basic,2026-06-03 21:44:08.972707+08
335,515060.SH,华夏中证全指房地产ETF,房地产ETF华夏,华夏中证全指房地产交易型开放式指数证券投资基金,931775.CSI,中证全指房地产指数,2019-11-28,2020-01-03,L,SH,华夏基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,24658948.6400,1656634.1470,821964.954666666667,0.6330,1013848.0000,64076.3940,etf_basic,2026-06-03 21:44:08.972707+08
336,562510.SH,华夏中证旅游主题ETF,旅游ETF华夏,华夏中证旅游主题交易型开放式指数证券投资基金,930633.CSI,中证旅游主题指数,2021-12-21,2021-12-30,L,SH,华夏基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,24648200.9500,1587769.7090,821606.698333333333,0.6040,802653.0000,48496.8780,etf_basic,2026-06-03 21:44:08.972707+08
337,561360.SH,国泰中证油气产业ETF,石油ETF国泰,国泰中证油气产业交易型开放式指数证券投资基金,H30198.CSI,中证油气产业指数,2023-10-23,2023-10-31,L,SH,国泰基金,中国邮政储蓄银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,24170503.1400,3719111.2560,805683.438000000000,1.4450,414992.0000,59511.5400,etf_basic,2026-06-03 21:44:08.972707+08
338,513890.SH,摩根恒生科技ETF(QDII),恒生科技ETF摩根,摩根恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,2021-12-17,2022-01-21,L,SH,摩根基金,中国工商银行股份有限公司,0.500000,QDII,30,2026-04-20,2026-06-03,23987584.4100,2313908.5730,799586.147000000000,0.9780,1060543.0000,104245.0470,etf_basic,2026-06-03 21:44:08.972707+08
339,563790.SH,鹏华中证卫星产业ETF,卫星ETF鹏华,鹏华中证卫星产业交易型开放式指数证券投资基金,931594.CSI,中证卫星产业指数,2025-12-18,2026-01-05,L,SH,鹏华基金,兴业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,23775286.0400,2697169.9340,792509.534666666667,1.0260,935480.0000,95998.3890,etf_basic,2026-06-03 21:44:08.972707+08
340,159152.SZ,平安恒生港股通科技主题ETF,港股通科技ETF平安,平安恒生港股通科技主题交易型开放式指数证券投资基金,HSSCITI.HI,恒生港股通科技主题指数,2026-01-21,2026-02-03,L,SZ,平安基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,23721241.7400,1951048.5614,790708.058000000000,0.8430,958947.2700,81343.8590,etf_basic,2026-06-03 21:44:08.972707+08
341,159545.SZ,易方达恒生港股通高股息低波动ETF,恒生红利低波ETF易方达,易方达恒生港股通高股息低波动交易型开放式指数证券投资基金,HSHYLV.HI,恒生港股通高股息低波动指数,2024-03-27,2024-04-15,L,SZ,易方达基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,23697564.5600,3343357.9146,789918.818666666667,1.3810,557251.0000,76833.9317,etf_basic,2026-06-03 21:44:08.972707+08
342,589520.SH,华宝上证科创板人工智能ETF,科创人工智能ETF华宝,华宝上证科创板人工智能交易型开放式指数证券投资基金,950180.CSI,上证科创板人工智能指数,2025-03-05,2025-03-13,L,SH,华宝基金,华泰证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,23659806.3200,1675189.4360,788660.210666666667,0.7020,500450.0000,35304.7770,etf_basic,2026-06-03 21:44:08.972707+08
343,513550.SH,华泰柏瑞中证港股通50ETF,港股通50ETF华泰柏瑞,华泰柏瑞中证港股通50交易型开放式指数证券投资基金,930931.CSI,中证港股通50指数,2020-12-30,2021-01-13,L,SH,华泰柏瑞基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,23623650.7000,2680168.8540,787455.023333333333,1.1290,396159.9600,44796.6160,etf_basic,2026-06-03 21:44:08.972707+08
344,520900.SH,广发中证国新港股通央企红利ETF,港股通红利ETF广发,广发中证国新港股通央企红利交易型开放式指数证券投资基金,931722.CSI,中证国新港股通央企红利指数,2024-06-26,2024-07-10,L,SH,广发基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,23592600.6700,2567514.5940,786420.022333333333,1.0730,720436.0000,76906.4910,etf_basic,2026-06-03 21:44:08.972707+08
345,159807.SZ,易方达中证科技50ETF,科技ETF易方达,易方达中证科技50交易型开放式指数证券投资基金,931380.CSI,中证科技50指数,2020-03-16,2020-03-30,L,SZ,易方达基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,23443197.7300,2116948.3808,781439.924333333333,1.0040,903958.3700,91048.2073,etf_basic,2026-06-03 21:44:08.972707+08
346,159562.SZ,华夏中证沪深港黄金产业股票ETF,黄金股ETF华夏,华夏中证沪深港黄金产业股票交易型开放式指数证券投资基金,931238.CSI,中证沪深港黄金产业股票指数,2024-01-11,2024-01-22,L,SZ,华夏基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,23344993.4500,5328912.6450,778166.448333333333,2.0840,461920.6900,96477.4991,etf_basic,2026-06-03 21:44:08.972707+08
347,159938.SZ,广发中证全指医药卫生ETF,医药ETF广发,广发中证全指医药卫生交易型开放式指数证券投资基金,000991.SH,中证全指医药卫生指数,2014-12-01,2015-01-08,L,SZ,广发基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,23262109.8600,1451574.8933,775403.662000000000,0.5820,679418.0000,39513.7554,etf_basic,2026-06-03 21:44:08.972707+08
348,516570.SH,易方达中证石化产业ETF,化工行业ETF易方达,易方达中证石化产业交易型开放式指数证券投资基金,H11057.CSI,中证石化产业指数,2021-06-09,2021-06-18,L,SH,易方达基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,23244783.6700,2493161.3240,774826.122333333333,1.0090,525436.0000,52689.0150,etf_basic,2026-06-03 21:44:08.972707+08
349,515300.SH,嘉实沪深300红利低波动ETF,300红利低波ETF嘉实,嘉实沪深300红利低波动交易型开放式指数证券投资基金,930740.CSI,沪深300红利低波动指数,2019-08-08,2019-09-19,L,SH,嘉实基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,23207393.3800,3025260.6910,773579.779333333333,1.2970,773819.0000,99745.4890,etf_basic,2026-06-03 21:44:08.972707+08
350,563760.SH,中银中证全指自由现金流ETF,全指现金流ETF中银,中银中证全指自由现金流交易型开放式指数证券投资基金,932365.CSI,中证全指自由现金流指数,2025-05-21,2025-06-06,L,SH,中银基金,兴业银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,23175886.0000,2922024.0530,772529.533333333333,1.2200,896154.0000,109214.1060,etf_basic,2026-06-03 21:44:08.972707+08
351,526000.SH,华夏中证港股通信息技术综合ETF,港股通信息技术ETF华夏,华夏中证港股通信息技术综合交易型开放式指数证券投资基金,930967.CSI,中证港股通信息技术综合指数,2026-04-01,2026-04-10,L,SH,华夏基金,中泰证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,23048343.9300,2940685.3260,768278.131000000000,1.3640,2719978.0000,373729.8580,etf_basic,2026-06-03 21:44:08.972707+08
352,515210.SH,国泰中证钢铁ETF,钢铁ETF国泰,国泰中证钢铁交易型开放式指数证券投资基金,930606.CSI,中证钢铁指数,2020-01-22,2020-03-02,L,SH,国泰基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,22917536.5600,3192606.6270,763917.885333333333,1.2720,384788.0000,48954.5620,etf_basic,2026-06-03 21:44:08.972707+08
353,513820.SH,汇添富中证港股通高股息投资ETF,港股通红利ETF汇添富,汇添富中证港股通高股息投资交易型开放式指数证券投资基金,930914.CSI,中证港股通高股息投资指数,2024-04-24,2024-05-16,L,SH,汇添富基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,22849097.7700,2891783.6910,761636.592333333333,1.2480,547272.2500,68192.6200,etf_basic,2026-06-03 21:44:08.972707+08
354,159235.SZ,大成中证全指自由现金流ETF,中证现金流ETF大成,大成中证全指自由现金流交易型开放式指数证券投资基金,932365.CSI,中证全指自由现金流指数,2025-04-23,2025-04-30,L,SZ,大成基金,华泰证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,22808509.8100,2989958.4075,760283.660333333333,1.2700,561829.0300,71140.7059,etf_basic,2026-06-03 21:44:08.972707+08
355,159660.SZ,汇添富纳斯达克100ETF,纳指ETF汇添富,汇添富纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,2023-03-30,2023-04-17,L,SZ,汇添富基金,中国建设银行股份有限公司,0.500000,QDII,30,2026-04-20,2026-06-03,22725027.7000,5179614.2166,757500.923333333333,2.4550,1113287.0000,275807.6164,etf_basic,2026-06-03 21:44:08.972707+08
356,159638.SZ,嘉实中证高端装备细分50ETF,高端装备ETF嘉实,嘉实中证高端装备细分50交易型开放式指数证券投资基金,931521.CSI,中证高端装备细分50指数,2022-08-05,2022-08-12,L,SZ,嘉实基金,兴业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,22714939.8700,2357745.6002,757164.662333333333,0.9490,688267.0600,65516.8075,etf_basic,2026-06-03 21:44:08.972707+08
