ts_code,extra_row_count,extra_date_count,first_extra_date,last_extra_date,extra_dates,core_name,core_fullname,core_market,core_publisher,core_index_type,core_category,core_base_date,core_base_point,core_list_date,core_weight_rule,core_desc,core_exp_date,core_created_at,core_updated_at,raw_name,raw_fullname,raw_market,raw_publisher,raw_index_type,raw_category,raw_base_date,raw_base_point,raw_list_date,raw_weight_rule,raw_desc,raw_exp_date,raw_api_name,raw_fetched_at
480068.CNI,52,52,2021-02-11,2026-02-23,"2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",蓝色100R,国证蓝色100全收益指数,CNI,深圳证券交易所,,主题指数,2012-12-31,1000.0000,2020-10-14,其他,为反映在深圳证券交易所和香港交易所上市的海洋经济相关公司的运行特征，丰富指数化投资工具，编制国证蓝色100指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,蓝色100R,国证蓝色100全收益指数,CNI,深圳证券交易所,,主题指数,20121231,1000.0000,20201014,其他,为反映在深圳证券交易所和香港交易所上市的海洋经济相关公司的运行特征，丰富指数化投资工具，编制国证蓝色100指数。,,index_basic,2026-05-04 20:00:42.933834+08
480069.CNI,52,52,2021-02-11,2026-02-23,"2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",蓝色100R(港币),国证蓝色100全收益指数(港币),CNI,深圳证券交易所,,主题指数,2012-12-31,1000.0000,2020-10-14,其他,为反映在深圳证券交易所和香港交易所上市的海洋经济相关公司的运行特征，丰富指数化投资工具，编制国证蓝色100指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,蓝色100R(港币),国证蓝色100全收益指数(港币),CNI,深圳证券交易所,,主题指数,20121231,1000.0000,20201014,其他,为反映在深圳证券交易所和香港交易所上市的海洋经济相关公司的运行特征，丰富指数化投资工具，编制国证蓝色100指数。,,index_basic,2026-05-04 20:00:42.933834+08
483001.CNI,52,52,2021-02-11,2026-02-23,"2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",内地100R,国证内地企业100全收益指数,CNI,深圳证券交易所,,规模指数,2012-12-31,1000.0000,2021-01-28,其他,为充分刻画中国内地企业股票的发展特色，为投资者提供更丰富的指数化投资工具，编制国证内地企业100指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,内地100R,国证内地企业100全收益指数,CNI,深圳证券交易所,,规模指数,20121231,1000.0000,20210128,其他,为充分刻画中国内地企业股票的发展特色，为投资者提供更丰富的指数化投资工具，编制国证内地企业100指数。,,index_basic,2026-05-04 20:00:42.933834+08
483002.CNI,52,52,2021-02-11,2026-02-23,"2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",内地100R(港币),国证内地企业100全收益指数(港币),CNI,深圳证券交易所,,规模指数,2012-12-31,1000.0000,2021-01-28,其他,为充分刻画中国内地企业股票的发展特色，为投资者提供更丰富的指数化投资工具，编制国证内地企业100指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,内地100R(港币),国证内地企业100全收益指数(港币),CNI,深圳证券交易所,,规模指数,20121231,1000.0000,20210128,其他,为充分刻画中国内地企业股票的发展特色，为投资者提供更丰富的指数化投资工具，编制国证内地企业100指数。,,index_basic,2026-05-04 20:00:42.933834+08
483003.CNI,52,52,2021-02-11,2026-02-23,"2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",内地科技50R,国证内地企业科技50全收益指数,CNI,深圳证券交易所,,主题指数,2012-12-31,1000.0000,2021-01-28,其他,为反映中国内地科技主题相关企业的运行特征，为投资者提供更丰富的指数化投资工具，编制国证内地企业科技50指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,内地科技50R,国证内地企业科技50全收益指数,CNI,深圳证券交易所,,主题指数,20121231,1000.0000,20210128,其他,为反映中国内地科技主题相关企业的运行特征，为投资者提供更丰富的指数化投资工具，编制国证内地企业科技50指数。,,index_basic,2026-05-04 20:00:42.933834+08
483004.CNI,52,52,2021-02-11,2026-02-23,"2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",内地科技50R(港币),国证内地企业科技50全收益指数(港币),CNI,深圳证券交易所,,主题指数,2012-12-31,1000.0000,2021-01-28,其他,为反映中国内地科技主题相关企业的运行特征，为投资者提供更丰富的指数化投资工具，编制国证内地企业科技50指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,内地科技50R(港币),国证内地企业科技50全收益指数(港币),CNI,深圳证券交易所,,主题指数,20121231,1000.0000,20210128,其他,为反映中国内地科技主题相关企业的运行特征，为投资者提供更丰富的指数化投资工具，编制国证内地企业科技50指数。,,index_basic,2026-05-04 20:00:42.933834+08
931136.CSI,52,52,2020-01-24,2026-02-23,"2020-01-24, 2020-01-29, 2020-01-30, 2020-01-31, 2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-02-16, 2026-02-20, 2026-02-23",深圳科技,中证深圳科技创新主题指数,CSI,中证指数有限公司,,主题指数,2014-11-14,3000.0000,2019-01-22,其他,中证深圳科技创新主题指数围绕深圳科技创新主题，从成长、估值、质量以及研发四个维度选取一定数量的上市公司证券作为指数样本，以反映深圳科技创新主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深圳科技,中证深圳科技创新主题指数,CSI,中证指数有限公司,,主题指数,20141114,3000.0000,20190122,其他,中证深圳科技创新主题指数围绕深圳科技创新主题，从成长、估值、质量以及研发四个维度选取一定数量的上市公司证券作为指数样本，以反映深圳科技创新主题上市公司证券的整体表现。,,index_basic,2026-05-04 20:00:42.933834+08
931409.CSI,52,52,2021-05-03,2026-02-23,"2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-01-26, 2023-01-27, 2023-05-02, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",SHS创新药,中证沪港深创新药产业指数,CSI,中证指数有限公司,,主题指数,2014-12-31,1000.0000,2020-02-20,其他,中证沪港深创新药产业指数从内地市场以及符合港股通条件的香港上市的证券中选取主营业务涉及创新药研发和生产的上市公司证券作为待选样本，按照市值排名选取不超过50只最具代表性证券作为指数样本，以反映内地与香港市场创新药产业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,SHS创新药,中证沪港深创新药产业指数,CSI,中证指数有限公司,,主题指数,20141231,1000.0000,20200220,其他,中证沪港深创新药产业指数从内地市场以及符合港股通条件的香港上市的证券中选取主营业务涉及创新药研发和生产的上市公司证券作为待选样本，按照市值排名选取不超过50只最具代表性证券作为指数样本，以反映内地与香港市场创新药产业上市公司证券的整体表现。,,index_basic,2026-05-04 20:00:42.933834+08
931481.CSI,52,52,2021-05-03,2026-02-23,"2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-01-26, 2023-01-27, 2023-05-02, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",SHS线上消费,中证沪港深线上消费主题指数,CSI,中证指数有限公司,,主题指数,2014-12-31,1000.0000,2020-05-06,其他,中证沪港深线上消费主题指数从内地与香港市场中选取50只主营业务涉及线上购物、数字娱乐、在线教育以及远程医疗等领域上市公司证券作为指数样本，以反映内地与香港市场线上消费主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,SHS线上消费,中证沪港深线上消费主题指数,CSI,中证指数有限公司,,主题指数,20141231,1000.0000,20200506,其他,中证沪港深线上消费主题指数从内地与香港市场中选取50只主营业务涉及线上购物、数字娱乐、在线教育以及远程医疗等领域上市公司证券作为指数样本，以反映内地与香港市场线上消费主题上市公司证券的整体表现。,,index_basic,2026-05-04 20:00:42.933834+08
483051.CNI,50,50,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通农牧渔R,国证深港通农牧渔产品行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通农牧渔R,国证深港通农牧渔产品行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483052.CNI,50,50,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通农牧渔R(港币),国证深港通农牧渔产品行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通农牧渔R(港币),国证深港通农牧渔产品行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
931404.CSI,49,49,2021-09-20,2026-02-23,"2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-01-26, 2023-01-27, 2023-05-02, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",SHS品牌消费50,中证沪港深品牌消费50指数,CSI,中证指数有限公司,,主题指数,2009-12-31,1000.0000,2020-02-20,其他,中证沪港深品牌消费50指数从内地与香港市场的消费类上市公司中选取50只盈利能力较好且具备一定成长特征的行业龙头上市公司证券作为指数样本，以反映沪港深三地消费行业龙头上市公司的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,SHS品牌消费50,中证沪港深品牌消费50指数,CSI,中证指数有限公司,,主题指数,20091231,1000.0000,20200220,其他,中证沪港深品牌消费50指数从内地与香港市场的消费类上市公司中选取50只盈利能力较好且具备一定成长特征的行业龙头上市公司证券作为指数样本，以反映沪港深三地消费行业龙头上市公司的整体表现。,,index_basic,2026-05-04 20:00:42.933834+08
931442.CSI,49,49,2021-09-20,2026-02-23,"2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-01-26, 2023-01-27, 2023-05-02, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",SHS科技100,中证沪港深科技100指数,CSI,中证指数有限公司,,主题指数,2014-11-14,3000.0000,2020-04-21,其他,中证沪港深科技100指数从内地与香港市场的科技主题空间中选取100只研发强度较高、盈利能力较强并具备成长特征的科技龙头上市公司证券作为指数样本，以反映内地与香港市场较具代表性科技上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,SHS科技100,中证沪港深科技100指数,CSI,中证指数有限公司,,主题指数,20141114,3000.0000,20200421,其他,中证沪港深科技100指数从内地与香港市场的科技主题空间中选取100只研发强度较高、盈利能力较强并具备成长特征的科技龙头上市公司证券作为指数样本，以反映内地与香港市场较具代表性科技上市公司证券的整体表现。,,index_basic,2026-05-04 20:00:42.933834+08
931470.CSI,49,49,2021-09-20,2026-02-23,"2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-01-26, 2023-01-27, 2023-05-02, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",SHS云计算,中证沪港深云计算产业指数,CSI,中证指数有限公司,,主题指数,2014-12-31,1000.0000,2020-04-21,其他,中证沪港深云计算产业指数从内地与香港市场中选取50只业务涉及提供云计算服务以及为云计算提供硬件设备的上市公司证券作为指数样本，以反映内地与香港市场云计算产业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,SHS云计算,中证沪港深云计算产业指数,CSI,中证指数有限公司,,主题指数,20141231,1000.0000,20200421,其他,中证沪港深云计算产业指数从内地与香港市场中选取50只业务涉及提供云计算服务以及为云计算提供硬件设备的上市公司证券作为指数样本，以反映内地与香港市场云计算产业上市公司证券的整体表现。,,index_basic,2026-05-04 20:00:42.933834+08
931487.CSI,49,49,2021-09-20,2026-02-23,"2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-01-26, 2023-01-27, 2023-05-02, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",SHS人工智能50,中证沪港深人工智能50指数,CSI,中证指数有限公司,,主题指数,2014-12-31,1000.0000,2020-05-06,其他,中证沪港深人工智能50指数从内地与香港市场为人工智能提供基础资源、技术支持以及应用的上市公司证券中选取50只市值较高、成长能力较好的上市公司证券作为指数样本，以反映内地与香港市场人工智能主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,SHS人工智能50,中证沪港深人工智能50指数,CSI,中证指数有限公司,,主题指数,20141231,1000.0000,20200506,其他,中证沪港深人工智能50指数从内地与香港市场为人工智能提供基础资源、技术支持以及应用的上市公司证券中选取50只市值较高、成长能力较好的上市公司证券作为指数样本，以反映内地与香港市场人工智能主题上市公司证券的整体表现。,,index_basic,2026-05-04 20:00:42.933834+08
480052.CNI,46,46,2021-09-20,2026-02-23,"2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",绿色金融R,国证香蜜湖绿色金融全收益指数,CNI,深圳证券交易所,,主题指数,2012-12-31,1000.0000,2021-08-02,其他,为反映开展绿色金融服务相关上市公司的运行特征，为投资者提供更丰富的指数化投资工具，编制国证香蜜湖绿色金融指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,绿色金融R,国证香蜜湖绿色金融全收益指数,CNI,深圳证券交易所,,主题指数,20121231,1000.0000,20210802,其他,为反映开展绿色金融服务相关上市公司的运行特征，为投资者提供更丰富的指数化投资工具，编制国证香蜜湖绿色金融指数。,,index_basic,2026-05-04 20:00:42.933834+08
480053.CNI,46,46,2021-09-20,2026-02-23,"2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",绿色金融R（港币）,国证香蜜湖绿色金融全收益指数(港币),CNI,深圳证券交易所,,主题指数,2012-12-31,1000.0000,2021-08-02,其他,为反映开展绿色金融服务相关上市公司的运行特征，为投资者提供更丰富的指数化投资工具，编制国证香蜜湖绿色金融指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,绿色金融R（港币）,国证香蜜湖绿色金融全收益指数(港币),CNI,深圳证券交易所,,主题指数,20121231,1000.0000,20210802,其他,为反映开展绿色金融服务相关上市公司的运行特征，为投资者提供更丰富的指数化投资工具，编制国证香蜜湖绿色金融指数。,,index_basic,2026-05-04 20:00:42.933834+08
931523.CSI,43,43,2022-01-03,2026-02-23,"2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-01-26, 2023-01-27, 2023-05-02, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",SHS动漫游戏,中证沪港深动漫游戏指数,CSI,中证指数有限公司,,主题指数,2014-11-14,1000.0000,2020-07-08,其他,中证沪港深动漫游戏指数从内地与香港市场选取50只流动性较好、市值较大的动漫游戏上市公司证券作为指数样本，以反映内地与香港市场动漫游戏相关上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,SHS动漫游戏,中证沪港深动漫游戏指数,CSI,中证指数有限公司,,主题指数,20141114,1000.0000,20200708,其他,中证沪港深动漫游戏指数从内地与香港市场选取50只流动性较好、市值较大的动漫游戏上市公司证券作为指数样本，以反映内地与香港市场动漫游戏相关上市公司证券的整体表现。,,index_basic,2026-05-04 20:00:42.933834+08
