ts_code,extra_row_count,extra_date_count,first_extra_date,last_extra_date,extra_dates,core_name,core_fullname,core_market,core_publisher,core_index_type,core_category,core_base_date,core_base_point,core_list_date,core_weight_rule,core_desc,core_exp_date,core_created_at,core_updated_at,raw_name,raw_fullname,raw_market,raw_publisher,raw_index_type,raw_category,raw_base_date,raw_base_point,raw_list_date,raw_weight_rule,raw_desc,raw_exp_date,raw_api_name,raw_fetched_at
483047.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通网络软件R,国证深港通软件与互联网行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通网络软件R,国证深港通软件与互联网行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483048.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通网络软件R(港币),国证深港通软件与互联网行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通网络软件R(港币),国证深港通软件与互联网行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483049.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通耐用消费R,国证深港通耐用消费品行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通耐用消费R,国证深港通耐用消费品行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483050.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通耐用消费R(港币),国证深港通耐用消费品行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通耐用消费R(港币),国证深港通耐用消费品行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483053.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通非银R,国证深港通综合金融行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通非银R,国证深港通综合金融行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483054.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通非银R(港币),国证深港通综合金融行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通非银R(港币),国证深港通综合金融行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483055.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通工业服务R,国证深港通工业服务行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通工业服务R,国证深港通工业服务行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483056.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通工业服务R(港币),国证深港通工业服务行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通工业服务R(港币),国证深港通工业服务行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483057.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通电信服务R,国证深港通电信服务行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通电信服务R,国证深港通电信服务行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483058.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通电信服务R(港币),国证深港通电信服务行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通电信服务R(港币),国证深港通电信服务行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483059.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通生科R,国证深港通生物科技行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通生科R,国证深港通生物科技行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483060.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通生科R(港币),国证深港通生物科技行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通生科R(港币),国证深港通生物科技行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483061.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通基材R,国证深港通基础材料行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通基材R,国证深港通基础材料行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483062.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通基材R(港币),国证深港通基础材料行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通基材R(港币),国证深港通基础材料行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483063.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通化工R,国证深港通基础化工行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通化工R,国证深港通基础化工行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483064.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通化工R(港币),国证深港通基础化工行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通化工R(港币),国证深港通基础化工行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483065.CNI,61,61,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-03, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通食品饮料R,国证深港通食品饮料行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-08,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通食品饮料R,国证深港通食品饮料行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171208,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
