doc_id,title,api_name,category_path,source_url,local_path
19,公募基金列表,fund_basic,公募基金,https://tushare.pro/document/2?doc_id=19,公募基金/0019_公募基金列表.md
25,股票基础信息,stock_basic,股票数据 / 基础数据,https://tushare.pro/document/2?doc_id=25,股票数据/基础数据/0025_基础信息.md
26,交易日历,trade_cal,股票数据 / 基础数据,https://tushare.pro/document/2?doc_id=26,股票数据/基础数据/0026_交易日历.md
27,A股日线行情,daily,股票数据 / 行情数据,https://tushare.pro/document/2?doc_id=27,股票数据/行情数据/0027_A股日线行情.md
28,复权因子,adj_factor,股票数据 / 行情数据,https://tushare.pro/document/2?doc_id=28,股票数据/行情数据/0028_复权因子.md
32,每日指标,daily_basic,股票数据 / 行情数据,https://tushare.pro/document/2?doc_id=32,股票数据/行情数据/0032_每日指标.md
33,利润表,income,股票数据 / 财务数据,https://tushare.pro/document/2?doc_id=33,股票数据/财务数据/0033_利润表.md
36,资产负债表,balancesheet,股票数据 / 财务数据,https://tushare.pro/document/2?doc_id=36,股票数据/财务数据/0036_资产负债表.md
44,现金流量表,cashflow,股票数据 / 财务数据,https://tushare.pro/document/2?doc_id=44,股票数据/财务数据/0044_现金流量表.md
45,业绩预告,forecast,股票数据 / 财务数据,https://tushare.pro/document/2?doc_id=45,股票数据/财务数据/0045_业绩预告.md
46,业绩快报,express,股票数据 / 财务数据,https://tushare.pro/document/2?doc_id=46,股票数据/财务数据/0046_业绩快报.md
47,沪深港通资金流向,moneyflow_hsgt,股票数据 / 资金流向数据,https://tushare.pro/document/2?doc_id=47,股票数据/资金流向数据/0047_沪深港通资金流向.md
48,沪深股通十大成交股,hsgt_top10,股票数据 / 行情数据,https://tushare.pro/document/2?doc_id=48,股票数据/行情数据/0048_沪深股通十大成交股.md
49,港股通十大成交股,ggt_top10,股票数据 / 行情数据,https://tushare.pro/document/2?doc_id=49,股票数据/行情数据/0049_港股通十大成交股.md
58,融资融券交易汇总,margin,股票数据 / 两融及转融通,https://tushare.pro/document/2?doc_id=58,股票数据/两融及转融通/0058_融资融券交易汇总.md
59,融资融券交易明细,margin_detail,股票数据 / 两融及转融通,https://tushare.pro/document/2?doc_id=59,股票数据/两融及转融通/0059_融资融券交易明细.md
61,前十大股东,top10_holders,股票数据 / 参考数据,https://tushare.pro/document/2?doc_id=61,股票数据/参考数据/0061_前十大股东.md
62,前十大流通股东,top10_floatholders,股票数据 / 参考数据,https://tushare.pro/document/2?doc_id=62,股票数据/参考数据/0062_前十大流通股东.md
79,财务指标数据,fina_indicator,股票数据 / 财务数据,https://tushare.pro/document/2?doc_id=79,股票数据/财务数据/0079_财务指标数据.md
80,财务审计意见,fina_audit,股票数据 / 财务数据,https://tushare.pro/document/2?doc_id=80,股票数据/财务数据/0080_财务审计意见.md
81,主营业务构成,fina_mainbz,股票数据 / 财务数据,https://tushare.pro/document/2?doc_id=81,股票数据/财务数据/0081_主营业务构成.md
