doc_id,title,api_name,category_path,source_url,local_path
94,指数基本信息,index_basic,指数专题,https://tushare.pro/document/2?doc_id=94,指数专题/0094_指数基本信息.md
95,指数日线行情,index_daily,指数专题,https://tushare.pro/document/2?doc_id=95,指数专题/0095_指数日线行情.md
96,指数成分和权重,index_weight,指数专题,https://tushare.pro/document/2?doc_id=96,指数专题/0096_指数成分和权重.md
100,股票曾用名,namechange,股票数据 / 基础数据,https://tushare.pro/document/2?doc_id=100,股票数据/基础数据/0100_股票曾用名.md
103,分红送股,dividend,股票数据 / 财务数据,https://tushare.pro/document/2?doc_id=103,股票数据/财务数据/0103_分红送股.md
106,龙虎榜每日明细,top_list,股票数据 / 打板专题数据,https://tushare.pro/document/2?doc_id=106,股票数据/打板专题数据/0106_龙虎榜每日明细.md
107,龙虎榜机构明细,top_inst,股票数据 / 打板专题数据,https://tushare.pro/document/2?doc_id=107,股票数据/打板专题数据/0107_龙虎榜机构明细.md
109,通用行情接口,pro_bar,股票数据 / 行情数据,https://tushare.pro/document/2?doc_id=109,股票数据/行情数据/0109_通用行情接口.md
110,股权质押统计数据,pledge_stat,股票数据 / 参考数据,https://tushare.pro/document/2?doc_id=110,股票数据/参考数据/0110_股权质押统计数据.md
111,股权质押明细,pledge_detail,股票数据 / 参考数据,https://tushare.pro/document/2?doc_id=111,股票数据/参考数据/0111_股权质押明细.md
112,上市公司基本信息,stock_company,股票数据 / 基础数据,https://tushare.pro/document/2?doc_id=112,股票数据/基础数据/0112_上市公司基本信息.md
